,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period,location,lon,lat
8351,6282,6720,WI,Appleton,Lawrence University,Coll,1853,NA,1884,NA,1857,3500,1875,7000,Antebellum,Appleton WI,-88.4153847,44.2619309
8352,5346,6723,WI,Astor,John Williams Circulating Library,Comm,1838,NA,1838,NA,NA,0,NA,0,Antebellum,Astor WI,-88.5006608,43.3774765
8353,2283,6724,WI,Bayfield,Bayfield Library Assoc.,Socl,NA,1875,1875,NA,NA,0,NA,0,NA,Bayfield WI,-90.81824,46.8107671
8354,6281,6725,WI,Beaver Dam,Wayland University,Coll,1855,NA,1870,NA,1857,200,1858,500,Antebellum,Beaver Dam WI,-88.837329,43.4577692
8355,2284,6726,WI,Belleville,,Socl,1857,NA,1899,NA,NA,0,NA,0,Antebellum,Belleville WI,-89.5381766,42.8597241
8356,5667,6728,WI,Beloit,Beloit College - Archaen Society,Coll socy,1849,NA,1875,NA,1858,700,1875,1000,Antebellum,Beloit WI,-89.0317765,42.5083482
8357,6280,6727,WI,Beloit,Beloit College Library,Coll,1848,NA,1884,NA,1849,1000,1875,8300,Antebellum,Beloit WI,-89.0317765,42.5083482
8358,2285,6729,WI,Black River Falls,Black River Falls Library,Socl,1868,NA,NA,1876,NA,0,NA,0,NA,Black River Falls WI,-90.8515311,44.2946833
8359,2286,6730,WI,Bloomington,Bloomington Library,Socl,1874,NA,1884,NA,NA,0,NA,0,NA,Bloomington WI,-90.9234604,42.8852664
8360,2287,6733,WI,De Pere,,Socl,1875,NA,1899,NA,NA,0,NA,0,NA,De Pere WI,-88.0603806,44.4488805
8361,6262,6731,WI,Delafield / Nashotah,Seminary - Nashotah House Library,Theo coll,1842,NA,1875,NA,1857,2500,1875,6000,Antebellum,Delafield / Nashotah WI,-88.4139468,43.0516403
8362,7020,6732,WI,Delavan,Institution for the Deaf and Dumb,Asylum,1853,NA,1858,NA,NA,0,NA,0,Antebellum,Delavan WI,-88.6437138,42.6330703
8363,2288,6735,WI,Du Lac,Neocosmian Library,Socl,1874,NA,1875,NA,1875,1200,1875,1200,NA,Du Lac WI,-88.4470508,43.7730448
8364,8107,6734,WI,Eau Claire,City Library,Public,1875,NA,1884,NA,1875,737,1875,737,NA,Eau Claire WI,-91.4984941,44.811349
8365,487,6736,WI,Fond du Lac,Young Men's Assoc.,YMA,1863,NA,1877,NA,1867,51,1875,1200,NA,Fond du Lac WI,-88.4470508,43.7730448
8366,2289,6737,WI,Fort Atkinson,Fort Atkinson Public Library,Socl,NA,1875,1875,NA,1875,340,1875,340,NA,Fort Atkinson WI,-88.8370509,42.9288944
8367,6686,12873,WI,Fort Howard,Hospital at Post,Hosp,NA,1828,1828,NA,1828,33,1828,33,NA,Fort Howard WI,-88.0744183,44.4580992
8368,6265,6738,WI,Fox Lake,Wisconsin Female College,Coll,1862,NA,1884,NA,1870,486,1870,486,NA,Fox Lake WI,-88.9064984,43.565543
8369,3935,6739,WI,Franklin,Mission House Lib,Theo socy,1862,NA,1884,NA,NA,0,NA,0,NA,Franklin WI,-88.0384195,42.888627
8370,4744,6740,WI,Fremont,Wolf River Agricultural Society,Agri socl,1863,1867,1867,NA,1867,25,1867,25,NA,Fremont WI,-88.8648344,44.2597027
8371,6279,6741,WI,Galesville,Galesville University Library,Coll,1859,NA,1884,NA,1859,300,1875,4500,Antebellum,Galesville WI,-91.3490376,44.0816282
8372,2290,6742,WI,Gilmanton,The Howard Library Assoc.,Socl,1866,NA,1939,NA,NA,0,NA,0,NA,Gilmanton WI,-91.6765674,44.4695725
8373,2844,6743,WI,Hudson,Ladies' Library Assoc.,Ladies,1874,NA,1884,NA,NA,0,NA,0,NA,Hudson WI,-92.7568703,44.9746896
8374,2303,6819,WI,Iturgeon Bay,Library Assoc.,Socl,1866,NA,1884,NA,NA,0,NA,0,NA,Iturgeon Bay WI,-87.3770419,44.8341639
8375,8108,6746,WI,Jamesville,Public Library,Public,1863,NA,1884,NA,NA,0,NA,0,NA,Jamesville WI,-89.0187222,42.6827885
8376,4353,6744,WI,Jamesville,Jamesville Literary Society,Lit socy,1856,NA,1856,NA,NA,0,NA,0,Antebellum,Jamesville WI,-89.0187222,42.6827885
8377,3228,6745,WI,Janesville,Mechanics' Inste.,Mech,1856,NA,1858,NA,1857,50,1858,180,Antebellum,Janesville WI,-89.0187222,42.6827885
8378,488,6747,WI,Janesville,Young Men's Assoc.,YMA,1865,NA,1875,NA,1875,1712,1875,1712,NA,Janesville WI,-89.0187222,42.6827885
8379,2291,6748,WI,Kenosha,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Kenosha WI,-87.8211854,42.5847425
8380,4194,6749,WI,Kenosha,Odd Fellows' Library,Frat,1850,NA,1858,NA,1857,1300,1858,1300,Antebellum,Kenosha WI,-87.8211854,42.5847425
8381,7492,6750,WI,Kenosha,Unitarian Church,Church,1872,NA,1879,NA,NA,0,NA,0,NA,Kenosha WI,-87.8211854,42.5847425
8382,2292,6751,WI,Kewanee,Library Assoc.,Socl,1875,NA,1884,NA,NA,0,NA,0,NA,Kewanee WI,-87.5031397,44.4583321
8383,2967,6752,WI,LaCrosse,Young Men's Library Assoc.,YMLA,1868,NA,1884,NA,1875,2438,1875,2438,NA,LaCrosse WI,-91.2395807,43.8013556
8384,7806,6760,WI,Madison,State Library,State,1839,NA,1884,NA,1850,4000,1875,25000,Antebellum,Madison WI,-89.4012302,43.0730517
8385,8110,6754,WI,Madison,Blue Book? / Town Library,Public,1875,NA,1899,NA,1875,4000,1875,4000,NA,Madison WI,-89.4012302,43.0730517
8386,8109,6757,WI,Madison,Madison Public Library,Public,1875,NA,1899,NA,NA,0,NA,0,NA,Madison WI,-89.4012302,43.0730517
8387,2293,6756,WI,Madison,Madison Institute,Socl,1853,NA,NA,1875,1857,451,1875,3200,Antebellum,Madison WI,-89.4012302,43.0730517
8388,5665,6764,WI,Madison,Univ. of Wisconsin - Hesperian Society,Coll socy,NA,1858,1875,NA,1858,300,1875,893,NA,Madison WI,-89.4012302,43.0730517
8389,7630,6753,WI,Madison,Executive Library,Law state,1848,NA,1858,NA,1857,600,1858,600,Antebellum,Madison WI,-89.4012302,43.0730517
8390,7491,6758,WI,Madison,Presbyterian Church Library,Church,1853,NA,1857,NA,1857,150,1857,150,Antebellum,Madison WI,-89.4012302,43.0730517
8391,4745,6755,WI,Madison,German Horicultural Society,Agri socl,1865,1867,1867,NA,1867,25,1867,25,NA,Madison WI,-89.4012302,43.0730517
8392,7589,6761,WI,Madison,Office Supt. Public Instruction,Edu,1848,NA,1875,NA,1857,500,1875,1200,Antebellum,Madison WI,-89.4012302,43.0730517
8393,6264,6765,WI,Madison,University of Wisconsin - Law College,Law coll,1872,NA,1875,NA,1875,300,1875,300,NA,Madison WI,-89.4012302,43.0730517
8394,6278,6762,WI,Madison,University of Wisconsin Library,Coll,1848,NA,1884,NA,1854,1003,1875,6370,Antebellum,Madison WI,-89.4012302,43.0730517
8395,5666,6763,WI,Madison,University of Wisconsin - Athenaean Society,Coll socy,1851,NA,1875,NA,1858,300,1875,1000,Antebellum,Madison WI,-89.4012302,43.0730517
8396,4494,6766,WI,Madison,Wisconsin State Historical Society,Hist socl,1849,NA,1884,NA,1854,50,1875,33347,Antebellum,Madison WI,-89.4012302,43.0730517
8397,4746,6759,WI,Madison,State Agricultural Society,Agri socl,1857,NA,1875,NA,1857,300,1875,1000,Antebellum,Madison WI,-89.4012302,43.0730517
8398,2294,6767,WI,Manitowoc,Jones Library,Socl,1868,NA,1884,NA,1875,1500,1875,1500,NA,Manitowoc WI,-87.657584,44.0886059
8399,2295,6768,WI,Manston,Village Library,Socl,NA,1875,1875,NA,1875,340,1875,340,NA,Manston WI,-88.7878678,43.7844397
8400,7019,6769,WI,Mendota,State Hospital for the Insane,Asylum,1860,NA,1884,NA,NA,0,NA,0,Antebellum,Mendota WI,-89.3912295,43.1408276
8401,8111,6770,WI,Menominee,Menominee Free Library,Public,NA,1874,1874,NA,NA,0,NA,0,NA,Menominee WI,-88.6507943,44.8857792
8402,6277,6771,WI,Milton,Milton College,Coll,1844,NA,1884,NA,1870,1100,1875,1300,Antebellum,Milton WI,-88.943999,42.7755645
8403,5663,6773,WI,Milton,Milton College - Society Libraries,Coll socy,1865,NA,1875,NA,NA,0,NA,0,NA,Milton WI,-88.943999,42.7755645
8404,5664,6772,WI,Milton,Milton College - Oropulian Lyceum,Coll socy,1865,NA,1884,NA,NA,0,NA,0,NA,Milton WI,-88.943999,42.7755645
8405,5662,6774,WI,Milton,Milton College - Society Libraries,Coll socy,1865,NA,1875,NA,NA,0,NA,0,NA,Milton WI,-88.943999,42.7755645
8406,8112,6785,WI,Milwaukee,Public School Teachers Library,Public,1874,NA,1884,NA,NA,0,NA,0,NA,Milwaukee WI,-87.9064736,43.0389025
8407,2296,6787,WI,Milwaukee,South Side Library and Literary Assoc.,Socl,1867,NA,1875,NA,1875,2500,1875,2500,NA,Milwaukee WI,-87.9064736,43.0389025
8408,3701,6791,WI,Milwaukee,YMCA,YMCA,NA,1860,1860,NA,NA,0,NA,0,NA,Milwaukee WI,-87.9064736,43.0389025
8409,3506,6778,WI,Milwaukee,German and French Cir. Library,For lang socy,1850,NA,1858,NA,1857,4000,1858,4000,Antebellum,Milwaukee WI,-87.9064736,43.0389025
8410,4195,6779,WI,Milwaukee,Grand Lodge Library,Frat,1843,NA,1884,NA,NA,0,NA,0,Antebellum,Milwaukee WI,-87.9064736,43.0389025
8411,3468,6782,WI,Milwaukee,Milwaukee Lyceum,Lyceum,1849,NA,1849,NA,NA,0,NA,0,Antebellum,Milwaukee WI,-87.9064736,43.0389025
8412,489,6790,WI,Milwaukee,Young Men's Assoc.,YMA,1847,NA,1899,NA,1857,3300,1875,15000,Antebellum,Milwaukee WI,-87.9064736,43.0389025
8413,2768,6781,WI,Milwaukee,Milwaukee Law Assoc.,Law socl,1862,NA,1884,NA,1875,1500,1875,1500,NA,Milwaukee WI,-87.9064736,43.0389025
8414,6263,6776,WI,Milwaukee,Catholic Seminary,Theo coll,1855,NA,1858,NA,1857,2500,1858,2500,Antebellum,Milwaukee WI,-87.9064736,43.0389025
8415,5344,6789,WI,Milwaukee,Yallop's Circulating Library,Comm,1851,NA,1858,NA,1857,800,1858,800,Antebellum,Milwaukee WI,-87.9064736,43.0389025
8416,7490,6777,WI,Milwaukee,Episcopal Parish Library,Church,1854,NA,1857,NA,1857,250,1857,250,Antebellum,Milwaukee WI,-87.9064736,43.0389025
8417,6276,6784,WI,Milwaukee,Milwaukee University,Coll,1856,NA,1858,NA,1857,150,1858,150,Antebellum,Milwaukee WI,-87.9064736,43.0389025
8418,6266,6780,WI,Milwaukee,Milwaukee Female College,Coll,1850,NA,1870,NA,1857,437,1870,600,Antebellum,Milwaukee WI,-87.9064736,43.0389025
8419,5345,6775,WI,Milwaukee,Anger's Circulating Library,Comm,NA,1858,1858,NA,1858,3000,1858,3000,NA,Milwaukee WI,-87.9064736,43.0389025
8420,4073,6788,WI,Milwaukee,Turnverein,Socl,1855,NA,1884,NA,1875,1311,1875,1311,Antebellum,Milwaukee WI,-87.9064736,43.0389025
8421,7021,6783,WI,Milwaukee,Milwaukee Orphan Asylum,Asylum,1861,NA,1875,NA,1875,300,1875,300,NA,Milwaukee WI,-87.9064736,43.0389025
8422,7017,6786,WI,Milwaukee,National Home for Disabled Volunteer Soldiers,Asylum,1867,NA,1884,NA,1875,2758,1875,2758,NA,Milwaukee WI,-87.9064736,43.0389025
8423,490,6793,WI,Monroe,Young men's Assoc.,YMA,NA,NA,NA,NA,NA,0,NA,0,NA,Monroe WI,-89.6384532,42.6011194
8424,6275,6792,WI,Near Milwaukee,Pio Nono College,Coll,1871,NA,1875,NA,1875,500,1875,500,NA,Near Milwaukee WI,-87.9064736,43.0389025
8425,3507,6795,WI,Neenah,Scandinavian Library Assoc.,For lang socy,1869,NA,1875,NA,1875,1200,1875,1200,NA,Neenah WI,-88.462609,44.1858193
8426,4747,6796,WI,New Holstein,German Agricultural Society,Agri socl,1855,1867,1867,NA,1867,14,1867,14,Antebellum,New Holstein WI,-88.0842642,43.9499924
8427,2297,6797,WI,Oshkosh,Library Assoc.,Socl,1868,NA,1884,NA,1875,200,1875,200,NA,Oshkosh WI,-88.5426136,44.0247062
8428,491,6798,WI,Oshkosh,Young Men's Assoc.,YMA,NA,1858,1859,NA,NA,0,NA,0,NA,Oshkosh WI,-88.5426136,44.0247062
8429,2769,12872,WI,Oshkosh,Oshkosh Law Library,Law socl,NA,NA,NA,NA,NA,0,NA,0,NA,Oshkosh WI,-88.5426136,44.0247062
8430,8113,6799,WI,Pewaukee,Public Library,Public,1872,NA,1884,NA,NA,0,NA,0,NA,Pewaukee WI,-88.2169027,43.0542058
8431,2968,95068,WI,Platteville,Young Men's Library Association,YMLA,NA,1870,1870,NA,NA,0,NA,0,NA,Platteville WI,-90.4784621,42.73416
8432,492,6800,WI,Platteville,Young Men's Assoc.,YMA,1868,NA,1884,NA,1875,1108,1875,1108,NA,Platteville WI,-90.4784621,42.73416
8433,6274,6801,WI,Prairie du Chien,St. John's College,Coll,1872,NA,1875,NA,1875,3000,1875,3000,NA,Prairie du Chien WI,-91.1412404,43.0516505
8434,2298,6804,WI,Racine,Racine Library Assoc.,Socl,1852,NA,1858,NA,1857,1000,1858,1000,Antebellum,Racine WI,-87.7828523,42.7261309
8435,5661,6803,WI,Racine,Racine College - Philomathean Society,Coll socy,NA,1858,1858,NA,NA,0,NA,0,NA,Racine WI,-87.7828523,42.7261309
8436,7489,6805,WI,Racine,St. Luke's Parish Library,Church,1856,NA,1857,NA,1857,40,1857,40,Antebellum,Racine WI,-87.7828523,42.7261309
8437,6273,6802,WI,Racine,Racine College,Coll,1851,NA,1884,NA,1857,1450,1875,1200,Antebellum,Racine WI,-87.7828523,42.7261309
8438,7488,6806,WI,Racine Junction,Presbyterian Sunday School,Church,NA,1874,1874,NA,NA,0,NA,0,NA,Racine Junction WI,-87.7965622,42.7139815
8439,2299,6809,WI,Ripon,Ripon Library Assoc.,Socl,1865,NA,1865,NA,NA,0,NA,0,NA,Ripon WI,-88.8359447,43.8422049
8440,6272,6807,WI,Ripon,Brockway College,Coll,1857,NA,1858,NA,1858,900,1858,900,Antebellum,Ripon WI,-88.8359447,43.8422049
8441,5660,6844,WI,Ripon,Ripon College - Hermean Society,Coll socy,1865,NA,1871,NA,NA,0,NA,0,NA,Ripon WI,-88.8359447,43.8422049
8442,6271,6808,WI,Ripon,Ripon College,Coll,1863,NA,1884,NA,1875,3500,1875,3500,NA,Ripon WI,-88.8359447,43.8422049
8443,2770,6811,WI,Sheboygan,Congregational Library,Theo socy,1873,NA,1875,NA,185,500,1875,500,NA,Sheboygan WI,-87.71453,43.7508284
8444,2300,6812,WI,Sheboygan Falls,Library Assoc.,Socl,1869,NA,1875,NA,1875,330,1875,330,NA,Sheboygan Falls WI,-87.8106439,43.7291617
8445,2771,6813,WI,Sinsinawa,Library Of St. Thomas Aquinas,Rel socl,1840,NA,1884,NA,NA,0,NA,0,Antebellum,Sinsinawa WI,-90.5411621,42.5229821
8446,6270,6814,WI,Sinsinawa Mound,Sinsinawa Mound College,Coll,1854,NA,1858,NA,1857,3000,1858,4500,Antebellum,Sinsinawa Mound WI,-90.5429058,42.525002
8447,8114,6816,WI,Sparta,Village Library,Public,1874,NA,1884,NA,1875,500,1875,500,NA,Sparta WI,-90.8129118,43.9441328
8448,2969,6815,WI,Sparta,,Young Men's,1861,NA,NA,1874,NA,0,NA,0,NA,Sparta WI,-90.8129118,43.9441328
8449,2301,6817,WI,Spring Green,,Socl,1860,NA,1860,NA,NA,0,NA,0,Antebellum,Spring Green WI,-90.0679016,43.1752695
8450,6283,6810,WI,St. Francis,The Salesianum Theological Seminary,Theo coll,1850,NA,1884,NA,1870,6800,1870,6800,Antebellum,St. Francis WI,-87.8758939,42.9716437
8451,2302,6818,WI,Stevens Point,Library Assoc.,Socl,1868,NA,1884,NA,NA,0,NA,0,NA,Stevens Point WI,-89.574563,44.5235792
8452,2304,6821,WI,Superior,Superior Library Assoc.,Socl,NA,1869,1869,NA,NA,0,NA,0,NA,Superior WI,-92.1040796,46.7207737
8453,4748,6820,WI,Superior,Lake Superior Agricultural Society,Agri socl,1859,1867,1867,NA,1867,100,1867,100,Antebellum,Superior WI,-92.1040796,46.7207737
8454,2305,6827,WI,Wanpoca,News and Library Assoc.,Socl,1863,NA,1875,NA,1875,500,1875,500,NA,Wanpoca WI,-89.0859464,44.3580348
8455,4742,6717,WI,Warikesha,Warikesha Co. Agricultural Society,Agri socl,1854,1859,1859,NA,1859,50,1859,50,Antebellum,Warikesha WI,-88.2314813,43.0116784
8456,493,6824,WI,Watertown,Young Men's Assoc.,YMA,1857,NA,1859,NA,1858,200,1858,200,Antebellum,Watertown WI,-88.7289918,43.1947211
8457,6268,6823,WI,Watertown,Northwestern University,Coll,1865,NA,1884,NA,1875,2000,1875,2000,NA,Watertown WI,-88.7289918,43.1947211
8458,6269,6822,WI,Watertown,College Library University of Our Lady of the Sacred Heart,Coll,1875,NA,1884,NA,NA,0,NA,0,NA,Watertown WI,-88.7289918,43.1947211
8459,6267,6825,WI,Waukesha,Carroll College,Coll,1846,NA,1870,NA,1857,1200,1870,1000,Antebellum,Waukesha WI,-88.2314813,43.0116784
8460,6801,6826,WI,Waukesha,Industrial School for Boys,Prison,1867,NA,1875,NA,1875,1260,1875,1260,NA,Waukesha WI,-88.2314813,43.0116784
8461,2306,6828,WI,Waupun,Library Assoc.,Socl,1858,NA,1884,NA,1875,2200,1875,2200,Antebellum,Waupun WI,-88.7295519,43.6333219
8462,6802,6829,WI,Waupun,State Prison,Prison,1854,NA,1884,NA,1855,500,1875,451,Antebellum,Waupun WI,-88.7295519,43.6333219
8463,2307,6831,WI,Wausau,Pine Knot Library,Socl,1870,NA,1875,NA,1875,700,1875,700,NA,Wausau WI,-89.6301221,44.9591352
8464,3528,6830,WI,Wausau,Ladies Literary Society,Ladies' socy,1870,NA,1884,NA,NA,0,NA,0,NA,Wausau WI,-89.6301221,44.9591352
8465,2308,6832,WI,West Allis,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,West Allis WI,-88.0070315,43.0166806
8466,7018,6833,WI,Winnebago,Northern Hospital for the Insane,Asylum,1873,NA,1884,NA,NA,0,NA,0,NA,Winnebago WI,-88.5251126,44.0758178
8467,2723,31061,WV,Barnesville,Buffalo Creek Farmers' Library Co. of Monongalia County,Agri socl,1813,NA,1813,NA,NA,0,NA,0,Early National,Barnesville WV,-80.6548179,38.8562068
8468,5582,6843,WV,Bethany,Bethany College - neotrophian society,Coll socy,1841,NA,1871,NA,1850,562,1871,700,Antebellum,Bethany WV,-80.5567384,40.205627
8469,5583,6842,WV,bethany,bethany college - american literary institute,Coll socy,1841,NA,1858,NA,1850,494,1858,575,Antebellum,bethany WV,-80.5567384,40.205627
8470,5584,6841,WV,bethany,bethany college - adelphian society,Coll socy,1852,NA,1858,NA,NA,0,NA,0,Antebellum,bethany WV,-80.5567384,40.205627
8471,6174,6698,WV,Bethany College,Bethany College,Coll,1840,NA,1884,NA,1849,2280,1875,3500,Antebellum,Bethany College WV,-80.5598259,40.2059842
8472,1667,31067,WV,Charles Town,Charles Town Library Assoc.,Socl,1830,NA,1830,NA,NA,0,NA,0,Antebellum,Charles Town WV,-77.8597175,39.2889903
8473,3870,31066,WV,Charles Town,Charles Town Athenaeum,Athen,1856,NA,1856,NA,NA,0,NA,0,Antebellum,Charles Town WV,-77.8597175,39.2889903
8474,3413,31064,WV,Charleston,Kanawha Lyceum,Lyceum,1841,NA,1870,NA,1870,500,1870,500,Antebellum,Charleston WV,-81.6326234,38.3498195
8475,3872,31062,WV,Charleston,Charleston Athenaeum and Female Academy,Athen,1836,NA,1836,NA,NA,0,NA,0,Antebellum,Charleston WV,-81.6326234,38.3498195
8476,1666,31063,WV,Charleston,Charleston Library Co.,Socl,1830,NA,1830,NA,NA,0,NA,0,Antebellum,Charleston WV,-81.6326234,38.3498195
8477,7784,6711,WV,Charleston,State Library,State,1863,NA,1884,NA,1875,8000,1875,8000,NA,Charleston WV,-81.6326234,38.3498195
8478,6825,0,WV,Charleston,see Wheeling,,NA,NA,NA,NA,NA,0,NA,0,NA,Charleston WV,-81.6326234,38.3498195
8479,7612,31065,WV,Charleston,West Virginia State Supreme Court,Law state,1867,NA,1989,NA,NA,0,NA,0,NA,Charleston WV,-81.6326234,38.3498195
8480,7392,95179,WV,Charlestown,Zion Church,Church,NA,1817,1817,NA,NA,0,NA,0,NA,Charlestown WV,-77.9495385,39.4310236
8481,6173,6699,WV,Flemington,,Coll,1868,NA,1875,NA,1875,580,1875,580,NA,Flemington WV,-80.1320277,39.2664815
8482,3412,31068,WV,Guyandotte,Guyandotte Lyceum,Lyceum,1852,NA,1852,NA,NA,0,NA,0,Antebellum,Guyandotte WV,-82.2898489,38.3287522
8483,1670,6700,WV,Harpers Ferry,The Library Soc. Of Harpers Ferry Inc.,Socl,1820,NA,1820,NA,NA,0,NA,0,Early National,Harpers Ferry WV,-77.7388818,39.3253786
8484,7393,95180,WV,Harper's Ferry,St. John's Church,Church,NA,1817,1817,NA,NA,0,NA,0,NA,Harper's Ferry WV,-77.7388818,39.3253786
8485,3411,31069,WV,Lewisburg,Lewisburg Lyceum Inc.,Lyceum,1828,NA,1828,NA,NA,0,NA,0,Early National,Lewisburg WV,-80.4456303,37.8017879
8486,1671,6701,WV,Lewisburg,The Lewisburg Circulating Library Co.,Socl,1823,NA,1823,NA,NA,0,NA,0,Early National,Lewisburg WV,-80.4456303,37.8017879
8487,7611,6640,WV,Lewisburg,Court of Appeals,Law state,1832,NA,NA,1863,NA,0,NA,0,Antebellum,Lewisburg WV,-80.4456303,37.8017879
8488,1668,31071,WV,Martinsburg,Matinsburg Library Society.,Socl,1826,NA,1826,NA,NA,0,NA,0,Early National,Martinsburg WV,-77.9638869,39.4562099
8489,3410,31072,WV,Martinsburg,Martinsburg Lyceum,Lyceum,1848,NA,1848,NA,NA,0,NA,0,Antebellum,Martinsburg WV,-77.9638869,39.4562099
8490,1669,31073,WV,Morgantown,Morgantown Circulating Library Inc.,Socl,1814,NA,1814,NA,NA,0,NA,0,Early National,Morgantown WV,-79.9558968,39.629526
8491,6172,6703,WV,Morgantown,West Virginia University,Coll,1867,NA,1884,NA,1875,4000,1875,4000,NA,Morgantown WV,-79.9558968,39.629526
8492,4472,6702,WV,Morgantown,West Virginia Historical Society,Hist socl,1869,NA,1884,NA,NA,0,NA,0,NA,Morgantown WV,-79.9558968,39.629526
8493,6781,6704,WV,Moundsville,State Prison,Prison,NA,1875,1875,NA,1875,500,1875,500,NA,Moundsville WV,-80.7431407,39.9203526
8494,7395,31074,WV,Moundsville,Church,Church,NA,1850,1850,NA,1850,110,1850,110,NA,Moundsville WV,-80.7431407,39.9203526
8495,3255,31075,WV,New Cumberland,Mercantile Library Assoc.,Merc,1875,NA,1875,NA,NA,0,NA,0,NA,New Cumberland WV,-80.6067392,40.4967329
8496,7089,95286,WV,Ohio County,Ohio County Law Library,Law,NA,1871,1871,NA,NA,0,NA,0,NA,Ohio County WV,-80.610489,40.1111311
8497,7088,31060,WV,Ohio County,Ohio County Law Library,Law,NA,1870,1870,NA,NA,0,NA,0,NA,Ohio County WV,-80.610489,40.1111311
8498,3643,6706,WV,Parkensburg,YMCA,YMCA,1865,NA,1875,NA,1875,570,1875,570,NA,Parkensburg WV,-81.5615135,39.2667418
8499,1672,6705,WV,Parkersburg,Parkersburg Library Assoc.,Socl,1844,NA,1858,NA,1850,360,1850,360,Antebellum,Parkersburg WV,-81.5615135,39.2667418
8500,5586,31077,WV,Preston,?? College society Library,Coll socy,NA,1850,1850,NA,1850,2500,1850,2500,NA,Preston WV,-79.6502105,39.4372135
8501,6171,31076,WV,Preston County,,Coll,NA,1850,1850,NA,1850,1500,1850,1500,NA,Preston County WV,-79.6502105,39.4372135
8502,5585,31078,WV,Preston county,?? College Societies,Coll socy,NA,1850,1850,NA,1850,2600,1850,2600,NA,Preston county WV,-79.6502105,39.4372135
8503,6170,6707,WV,Pruntytown,Rector College,Coll,1840,NA,NA,1857,1858,2500,1858,2500,Antebellum,Pruntytown WV,-80.079407,39.332108
8504,6175,31079,WV,Sheperdstown,Shepherd College,Coll,1872,NA,1990,NA,NA,0,NA,0,NA,Sheperdstown WV,-77.8041609,39.4300996
8505,7394,95181,WV,Shepherds town,Trinity Church,Church,NA,1817,1817,NA,NA,0,NA,0,NA,Shepherds town WV,-77.8041609,39.4300996
8506,3409,31080,WV,Wellsburg,Wellsburg Lyceum,Lyceum,1836,NA,1836,NA,NA,0,NA,0,Antebellum,Wellsburg WV,-80.6095187,40.2720146
8507,4343,6681,WV,Weston,Everett Literary Assoc.,Lit socy,1857,NA,1859,NA,1858,50,1858,50,Antebellum,Weston WV,-80.467313,39.0384274
8508,7000,6709,WV,Weston,West Virginia Hospital for the Insane,Asylum,1864,NA,1884,NA,NA,0,NA,0,NA,Weston WV,-80.467313,39.0384274
8509,3321,31081,WV,Wheeling,Wheeling Athenaeum,Athen,1848,NA,1848,NA,NA,0,NA,0,Antebellum,Wheeling WV,-80.7209149,40.0639616
8510,3414,6713,WV,Wheeling,Wheeling Lyceum,Lyceum,1848,NA,1859,NA,NA,0,NA,0,Antebellum,Wheeling WV,-80.7209149,40.0639616
8511,1673,6710,WV,Wheeling,Wheeling Library Assoc. Inc.,Socl,1859,NA,NA,1933,1875,5000,1875,5000,Antebellum,Wheeling WV,-80.7209149,40.0639616
8512,3254,6714,WV,Wheeling,Wheeley Mercantile Library Assoc.,Merc,1859,NA,NA,1859,NA,0,NA,0,Antebellum,Wheeling WV,-80.7209149,40.0639616
8513,1674,6712,WV,Wheeling,Wheeling Library Co.,Socl,1807,NA,1813,NA,NA,0,NA,0,Early National,Wheeling WV,-80.7209149,40.0639616
8514,3871,31086,WV,Wheeling,Wheeling Athenaeum,Athen,1848,NA,1848,NA,NA,0,NA,0,Antebellum,Wheeling WV,-80.7209149,40.0639616
8515,6169,6715,WV,Wheeling,St. Vincent's College - Bishop's Library,Theo coll,1841,NA,1875,NA,1875,3000,1875,3000,Antebellum,Wheeling WV,-80.7209149,40.0639616
8516,7738,12875,WY,,Fort D.A. Russell - A cavalry company,Garr,NA,1870,1875,NA,NA,0,NA,0,NA, WY,-107.2902839,43.0759678
8517,7737,12874,WY,Bridger,Fort Bridger Post Library,Garr,NA,1870,1875,NA,NA,0,NA,0,NA,Bridger WY,-108.9137544,45.2957807
8518,7817,6835,WY,Cheyenne,Territorial Library,Terr,1871,NA,1884,NA,1875,3011,1875,3011,NA,Cheyenne WY,-104.8202462,41.1399814
8519,2444,6834,WY,Cheyenne,Cheyenne Library,Socl,1872,NA,1884,NA,1875,600,1875,600,NA,Cheyenne WY,-104.8202462,41.1399814
8520,7735,12879,WY,Fetterman,Fort Fetterman Post Library,Garr,NA,1870,1870,NA,1870,250,1870,250,NA,Fetterman WY,-80.0200275,40.4337079
8521,6688,12877,WY,Fort D.A. Russell?,Hospital Library,Hosp,NA,1870,1875,NA,1870,200,1875,200,NA,Fort D.A. Russell? WY,-104.8428304,41.148128
8522,6687,12880,WY,Fort Laramie,Fort Laramie Hospital Library,Hosp,NA,1870,1870,NA,1870,300,1870,300,NA,Fort Laramie WY,-104.5171788,42.2127448
8523,7739,12876,WY,Ft. D.A. Russell,Fort D.A. Russell,Garr,NA,1870,1875,NA,NA,0,NA,0,NA,Ft. D.A. Russell WY,-104.8428304,41.148128
