"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","period","location","lon","lat"
"711",6711,2778,5490,"OR","Portland","Termperance Library Assoc.","Rel socl",NA,1868,1868,NA,NA,0,NA,0,NA,"Portland OR",-122.6764816,45.5230622
"712",6712,2497,5488,"OR","Portland","Library Assoc.","Socl",1864,NA,1884,NA,1864,1400,1875,2800,NA,"Portland OR",-122.6764816,45.5230622
"713",6713,3714,5491,"OR","Portland","YMCA","YMCA",NA,1873,1873,NA,NA,0,NA,0,NA,"Portland OR",-122.6764816,45.5230622
"714",6714,2495,5484,"OR","Portland","Athenian Library Assoc.of Portland","Socl",1863,NA,1863,NA,1863,700,1863,700,NA,"Portland OR",-122.6764816,45.5230622
"715",6715,2777,5486,"OR","Portland","Catholic Library Assoc.","Rel socl",1865,NA,1884,NA,NA,0,NA,0,NA,"Portland OR",-122.6764816,45.5230622
"716",6716,2498,5487,"OR","Portland","Portland Library Assoc.","Socl",1851,NA,1852,NA,NA,0,NA,0,"Antebellum","Portland OR",-122.6764816,45.5230622
"717",6717,4417,5489,"OR","Protland","State Medical Society","Med socy",1874,NA,1884,NA,NA,0,NA,0,NA,"Protland OR",-122.6764816,45.5230622
"718",6718,7824,5496,"OR","Salem","State Library","State",1850,NA,1884,NA,1852,1908,1875,5257,"Antebellum","Salem OR",-123.0350963,44.9428975
"719",6719,2496,5495,"OR","Salem","","Socl",NA,1873,1873,NA,NA,0,NA,0,NA,"Salem OR",-123.0350963,44.9428975
"720",6720,4216,5492,"OR","Salem","I.O.O.F. Lodge?","Frat",1850,NA,1870,NA,1870,800,1870,800,"Antebellum","Salem OR",-123.0350963,44.9428975
"721",6721,6379,5497,"OR","Salem","Willamette University","Coll",1844,NA,1884,NA,1870,1000,1875,2000,"Antebellum","Salem OR",-123.0350963,44.9428975
"722",6722,4525,5493,"OR","Salem","Oregon Natural History and Library Assoc.","Sci eng socy",1874,NA,1876,NA,1875,400,1875,400,NA,"Salem OR",-123.0350963,44.9428975
"723",6723,6815,5494,"OR","Salem","State Prison","Prison",NA,1875,1876,NA,1875,600,1875,600,NA,"Salem OR",-123.0350963,44.9428975
"724",6724,7464,5498,"OR","Waiiltpu","Columbia Mission Library","Church",NA,1838,1842,NA,1838,34,1838,34,NA,"Waiiltpu OR",NA,NA
"725",6725,7465,5499,"OR","Willamette","Methodist Oregon Mission Library","Church",NA,1845,1846,NA,NA,0,NA,0,NA,"Willamette OR",-122.6574714,45.3474735
"726",6726,2499,5500,"OR","Yam Hill","","Socl",NA,1870,1870,NA,1870,400,1870,400,NA,"Yam Hill OR",34.5650961,31.4188114
"727",6727,1619,5505,"PA","","Library Assoc.","Socl",1837,NA,1837,NA,NA,0,NA,0,"Antebellum"," PA",-77.1945247,41.2033216
"728",6728,1559,5817,"PA","","Library Of Foreign Lit. and Sci. In.","Socl",1833,NA,1834,NA,NA,0,NA,0,"Antebellum"," PA",-77.1945247,41.2033216
"729",6729,1495,5594,"PA","","""A liby""","Socl",NA,1833,1843,NA,NA,0,NA,0,NA," PA",-77.1945247,41.2033216
"730",6730,7316,30924,"PA","","","Church",NA,1860,1860,NA,NA,0,NA,0,NA," PA",-77.1945247,41.2033216
"731",6731,5217,5907,"PA","","Cramer's Circulating Library","Comm",1801,NA,NA,1814,NA,0,NA,0,"Early National"," PA",-77.1945247,41.2033216
"732",6732,6103,5982,"PA","","Penn. State College","Agri coll",1859,NA,1884,NA,1875,1800,1875,1800,"Antebellum"," PA",-77.1945247,41.2033216
"733",6733,4636,5506,"PA","","Agricultural Society of Pennsylvania","Agri socl",1823,NA,1823,NA,NA,0,NA,0,"Early National"," PA",-77.1945247,41.2033216
"734",6734,7876,12685,"PA","Allegheny","Allegheny County Law Library","Co law",1806,NA,1876,NA,NA,0,NA,0,"Early National","Allegheny PA",-80.0087746,40.4450813
"735",6735,3031,5508,"PA","Allegheny","Anderson Library Assoc.","Appren",1850,NA,NA,1855,NA,0,NA,0,"Antebellum","Allegheny PA",-80.0087746,40.4450813
"736",6736,3998,5507,"PA","Allegheny","Allegheny Observatory","Sci eng socy",1860,NA,1884,NA,NA,0,NA,0,"Antebellum","Allegheny PA",-80.0087746,40.4450813
"737",6737,6777,5511,"PA","Allegheny","Western State Penitentiary","Prison",1840,NA,1884,NA,1875,3000,1875,3000,"Antebellum","Allegheny PA",-80.0087746,40.4450813
"738",6738,6954,5509,"PA","Allegheny","St. Joseph's Orphan Asylum","Asylum",1854,NA,1875,NA,1875,353,1875,353,"Antebellum","Allegheny PA",-80.0087746,40.4450813
"739",6739,6112,5510,"PA","Allegheny","Allegheny Theological Seminary","Theo coll",1825,NA,1884,NA,1845,6000,1875,4000,"Early National","Allegheny PA",-80.0087746,40.4450813
"740",6740,6113,30925,"PA","Allegheny","Reformed Presbyterian Theological Seminary","Theo coll",NA,1857,1990,NA,NA,0,NA,0,NA,"Allegheny PA",-80.0087746,40.4450813
"741",6741,6114,5512,"PA","Allegheny","W. Theological Seminary of the Presbyterian Church","Theo coll",1827,NA,1884,NA,1850,5000,1875,15000,"Early National","Allegheny PA",-80.0087746,40.4450813
"742",6742,3604,5513,"PA","Allegheny City","YMCA","YMCA",1857,NA,1858,NA,1858,2000,1858,2000,"Antebellum","Allegheny City PA",-80.0157633,40.4519933
"743",6743,7877,30929,"PA","Allentown","Lehigh County Law Library","Co law",1869,NA,1990,NA,NA,0,NA,0,NA,"Allentown PA",-75.4901833,40.6084305
"744",6744,1466,30926,"PA","Allentown","Allentown English Circulating Library","Socl",1810,NA,1819,NA,NA,0,NA,0,"Early National","Allentown PA",-75.4901833,40.6084305
"745",6745,3776,5514,"PA","Allentown","Academy of Natural Science, Art, and Literature","Socy",1872,NA,1884,NA,1875,4500,1875,4500,NA,"Allentown PA",-75.4901833,40.6084305
"746",6746,4338,30928,"PA","Allentown","Frat? Literarium or Brothers of Literature","Lit socy",1853,NA,NA,1872,NA,0,NA,0,"Antebellum","Allentown PA",-75.4901833,40.6084305
"747",6747,6115,30927,"PA","Allentown","Allentown Female College","Coll",1867,NA,1990,NA,NA,0,NA,0,NA,"Allentown PA",-75.4901833,40.6084305
"748",6748,5487,5516,"PA","Allentown","Muhlenberg College - Euterpean Society","Coll socy",1867,NA,NA,1912,1868,390,1875,1400,NA,"Allentown PA",-75.4901833,40.6084305
"749",6749,5488,5517,"PA","Allentown","Muhlenberg College - Sophronian Society","Coll socy",1867,NA,NA,1912,1867,50,1875,1000,NA,"Allentown PA",-75.4901833,40.6084305
"750",6750,6043,5515,"PA","Allentown","Muhlenberg College","Coll",1867,NA,1884,NA,1870,6000,1875,1200,NA,"Allentown PA",-75.4901833,40.6084305
"751",6751,3032,5518,"PA","Altoona","Mechanics Library and Reading Room Assoc.","Mech",1858,NA,1884,NA,1875,5000,1875,5000,"Antebellum","Altoona PA",-78.3947359,40.5186809
"752",6752,6116,5519,"PA","Andalusia","Andalusia College","Coll",1860,NA,1870,NA,1870,450,1870,450,"Antebellum","Andalusia PA",-74.9705585,40.0668895
"753",6753,5537,5520,"PA","Andalusia","Andalusia College - Irving Society","Coll socy",1865,NA,1871,NA,NA,0,NA,0,NA,"Andalusia PA",-74.9705585,40.0668895
"754",6754,480,5929,"PA","Anderson","Young Men's Society of Pbg.","YMA",NA,1833,1833,NA,NA,0,NA,0,NA,"Anderson PA",-77.6455481,40.5397966
"755",6755,6117,5521,"PA","Annville","Lebanon Valley College","Coll",1874,NA,1884,NA,NA,0,NA,0,NA,"Annville PA",-76.5152443,40.3295359
"756",6756,5536,5522,"PA","Annville","Lebanon Valley College - Philokosmian Literary Society","Coll socy",1866,NA,1884,NA,NA,0,NA,0,NA,"Annville PA",-76.5152443,40.3295359
"757",6757,1467,5523,"PA","Ashland","Library Assoc.","Socl",1874,NA,1875,NA,1875,3080,1875,3000,NA,"Ashland PA",-76.3457825,40.7817542
"758",6758,1468,5524,"PA","Attlelborough","Public Library","Socl",1800,NA,NA,1874,NA,0,NA,0,"Early National","Attlelborough PA",-71.3985268,41.9394051
"759",6759,7317,99028,"PA","Bart Township","Lancaster County African Methodist Episcopal Church","Church",NA,1860,1860,NA,NA,0,NA,0,NA,"Bart Township PA",-76.0739999,39.9231627
"760",6760,6118,5525,"PA","Beaty","St. Vincent's College","Coll",1846,NA,1884,NA,NA,0,NA,0,"Antebellum","Beaty PA",-79.1350948,41.8542222
"761",6761,7083,95284,"PA","Bedford","Bedford County Law Library","Law coll",NA,NA,NA,NA,NA,0,NA,0,NA,"Bedford PA",-78.5039069,40.0186921
"762",6762,4637,5526,"PA","Beers","Moon Township Farmers' Club","Agri socl",1865,1867,1867,NA,1867,100,1867,100,NA,"Beers PA",-77.9104758,40.2352754
"763",6763,7878,5527,"PA","Bellefonte","Centre County Law Library","Co law",1866,NA,1884,NA,1875,1050,1875,1050,NA,"Bellefonte PA",-77.7783348,40.9133943
"764",6764,3605,5528,"PA","Bellefonte","YMCA","YMCA",1869,NA,1884,NA,NA,0,NA,0,NA,"Bellefonte PA",-77.7783348,40.9133943
"765",6765,6119,30931,"PA","Bethleham","Lehigh University","Coll",1866,NA,1990,NA,NA,0,NA,0,NA,"Bethleham PA",-75.3704579,40.6259316
"766",6766,3606,5531,"PA","Bethlehem","Young Men's Christian Assoc.","YMCA",1867,NA,1875,NA,1875,2000,1875,2000,NA,"Bethlehem PA",-75.3704579,40.6259316
"767",6767,1469,30930,"PA","Bethlehem","Bethlehem Library Co.","Socl",NA,1832,NA,1868,1850,1500,1860,2145,NA,"Bethlehem PA",-75.3704579,40.6259316
"768",6768,7318,5529,"PA","Bethlehem","Archives of the Moravian Church","Church",1742,NA,1884,NA,NA,0,NA,0,"Colonial","Bethlehem PA",-75.3704579,40.6259316
"769",6769,6120,5530,"PA","Bethlehem","Moravian College","Theo coll",1807,NA,1875,NA,1870,4100,1875,4397,"Early National","Bethlehem PA",-75.3704579,40.6259316
"770",6770,3913,30932,"PA","Bethlehem","Young Men's Missionary Society","Rel socy",NA,1860,1881,NA,NA,0,NA,0,NA,"Bethlehem PA",-75.3704579,40.6259316
"771",6771,5524,5617,"PA","Bettysburg","Pennsylvania College - German Society","Coll socy",NA,1843,1875,NA,1850,400,1875,350,NA,"Bettysburg PA",-77.2310955,39.8309293
"772",6772,1470,5532,"PA","Birmingham","Birmingham Library","Socl",1795,NA,1881,NA,NA,0,NA,0,"Early National","Birmingham PA",-78.1952892,40.6478421
"773",6773,7879,5534,"PA","Bloomsburg","Columbia County Law Library","Co law",1868,NA,1884,NA,1875,400,1875,400,NA,"Bloomsburg PA",-76.4549457,41.003698
"774",6774,6121,30933,"PA","Bloomsburg","Bloomsburg Academy","Coll",1839,NA,1990,NA,NA,0,NA,0,"Antebellum","Bloomsburg PA",-76.4549457,41.003698
"775",6775,6943,5535,"PA","Bridgewater","Soldiers Orphans Home","Asylum",1872,NA,1875,NA,1875,300,1875,300,NA,"Bridgewater PA",-80.2965628,40.7038717
"776",6776,1472,5536,"PA","Bristol","William Penn Library","Socl",1869,NA,1875,NA,1875,1750,1875,1750,NA,"Bristol PA",-74.8518311,40.1006661
"777",6777,1473,5537,"PA","Brookville","Barclay Library","Socl",NA,1858,1858,NA,NA,0,NA,0,NA,"Brookville PA",-79.0830924,41.1611746
"778",6778,3607,5538,"PA","Brownsville","YMCA","YMCA",1853,NA,1858,NA,NA,0,NA,0,"Antebellum","Brownsville PA",-79.8839357,40.0236854
"779",6779,7319,30934,"PA","Brownsville","Church Library","Church",NA,1860,1860,NA,NA,0,NA,0,NA,"Brownsville PA",-79.8839357,40.0236854
"780",6780,1474,5539,"PA","Buckingham","Buckingham Liby","Socl",1795,NA,1853,NA,NA,0,NA,0,"Early National","Buckingham PA",-75.0598924,40.3237175
"781",6781,1475,5540,"PA","Buckingham","Hughesian Library Co.","Socl",1874,NA,1884,NA,NA,0,NA,0,NA,"Buckingham PA",-75.0598924,40.3237175
"782",6782,4638,5541,"PA","Burgettstown","Union Farmers' Club of Burgettstown Society","Agri socl",1863,1867,1867,NA,1867,200,1867,200,NA,"Burgettstown PA",-80.3928423,40.3820132
"783",6783,7880,5542,"PA","Butler","Butler County Law Library","Co law",1865,NA,1865,NA,NA,0,NA,0,NA,"Butler PA",-79.8953328,40.8611755
"784",6784,477,5544,"PA","Butler","Young Men's Literary Assoc.","YMA",1857,NA,1858,NA,1858,150,1858,150,"Antebellum","Butler PA",-79.8953328,40.8611755
"785",6785,6944,5543,"PA","Butler","St. Paul's Orphan Home","Asylum",1867,NA,1884,NA,1875,300,1875,300,NA,"Butler PA",-79.8953328,40.8611755
"786",6786,6945,5545,"PA","Camp Hill","Soldiers' Orphans' School","Asylum",1868,NA,1884,NA,1875,306,1875,306,NA,"Camp Hill PA",-76.9199742,40.2398118
"787",6787,6122,5546,"PA","Canonsburg","Jefferson College","Coll",1802,NA,1870,NA,1822,1000,1870,17000,"Early National","Canonsburg PA",-80.1872797,40.2625702
"788",6788,5535,5547,"PA","Canonsburg","Jefferson College - Franklin Literary Society","Coll socy",1797,NA,1856,NA,1856,3679,1856,3679,"Early National","Canonsburg PA",-80.1872797,40.2625702
"789",6789,5534,5548,"PA","Canonsburg","Jefferson College - Philoliterary Society","Coll socy",1797,NA,1857,NA,1857,4029,1857,4029,"Early National","Canonsburg PA",-80.1872797,40.2625702
"790",6790,5489,5550,"PA","Canonsburg","Washington and Jefferson College - Students' Christian Assoc.","Coll socy",1866,NA,1866,NA,NA,0,NA,0,NA,"Canonsburg PA",-80.1872797,40.2625702
"791",6791,6057,5549,"PA","Canonsburg","Theological Seminary at Canonsburg","Theo coll",1794,NA,1855,NA,1845,1600,1858,2000,"Early National","Canonsburg PA",-80.1872797,40.2625702
"792",6792,2940,5552,"PA","Carbondale","Young men's Library Assoc.","YMLA",1874,NA,1884,NA,1875,1045,1875,1045,NA,"Carbondale PA",-75.5018508,41.5736935
"793",6793,2685,5551,"PA","Carbondale","Catholic Young Men's Library Assoc.","Theo socy",1873,NA,1875,NA,1875,400,1875,400,NA,"Carbondale PA",-75.5018508,41.5736935
"794",6794,7881,5553,"PA","Carlisle","Cumberland County Law Library","Co law",1869,NA,1884,NA,1875,1560,1875,1560,NA,"Carlisle PA",-77.2002745,40.2010241
"795",6795,1477,5557,"PA","Carlisle","Hamilton Library And Historical Soc.","Socl",1874,NA,1884,NA,1875,500,1875,500,NA,"Carlisle PA",-77.2002745,40.2010241
"796",6796,1476,12686,"PA","Carlisle","Carlisle Library Co.","Socl",NA,1797,1797,NA,NA,0,NA,0,NA,"Carlisle PA",-77.2002745,40.2010241
"797",6797,5490,95114,"PA","Carlisle","Dickinson College - Oratorical Society","Coll socy",1836,NA,1838,NA,NA,0,NA,0,"Antebellum","Carlisle PA",-77.2002745,40.2010241
"798",6798,5532,5556,"PA","Carlisle","Dickinson College - Union Phil. Society","Coll socy",1791,NA,NA,1886,1850,4500,1875,9967,"Early National","Carlisle PA",-77.2002745,40.2010241
"799",6799,5533,5555,"PA","Carlisle","Dickinson College - Belles Lettres","Coll socy",1791,NA,NA,1886,1850,5000,1875,9771,"Early National","Carlisle PA",-77.2002745,40.2010241
"800",6800,4466,30935,"PA","Carlisle","Cumberland County Historical Society","Hist socl",1874,NA,1990,NA,NA,0,NA,0,NA,"Carlisle PA",-77.2002745,40.2010241
"801",6801,7641,12687,"PA","Carlisle","Carlisle Barracks Post Library","Garr",NA,1870,1870,NA,1870,876,1870,876,NA,"Carlisle PA",-77.2002745,40.2010241
"802",6802,6058,5554,"PA","Carlisle","Dickinson College","Coll",1783,NA,1884,NA,1845,11200,1875,7765,"Early National","Carlisle PA",-77.2002745,40.2010241
"803",6803,1478,5558,"PA","Centerville","Phoenix Library","Socl",1825,NA,1845,NA,NA,0,NA,0,"Early National","Centerville PA",-79.9756065,40.0453511
"804",6804,7882,5559,"PA","Chambersburg","Franklin County Law Library","Co law",1865,NA,1884,NA,1875,1500,1875,1500,NA,"Chambersburg PA",-77.6611022,39.9375911
"805",6805,7123,5560,"PA","Chambersburg","Robinson's Frei Library Reading Room","Read room",NA,1858,1858,NA,NA,0,NA,0,NA,"Chambersburg PA",-77.6611022,39.9375911
"806",6806,6123,30936,"PA","Chambersburg","Wilson College","Coll",1870,NA,1990,NA,NA,0,NA,0,NA,"Chambersburg PA",-77.6611022,39.9375911
"807",6807,1479,5561,"PA","Charlestown","Charlestown Library Co.","Socl",1812,NA,1812,NA,NA,0,NA,0,"Early National","Charlestown PA",-77.9344437,39.8600911
"808",6808,3315,5564,"PA","Chester","Athenaeum Library","Athen",NA,1843,1850,NA,1850,1000,1850,1000,NA,"Chester PA",-75.3557457,39.849557
"809",6809,1480,5565,"PA","Chester","Chester Library","Socl",1769,NA,1875,NA,1776,1500,1875,2500,"Colonial","Chester PA",-75.3557457,39.849557
"810",6810,3403,5662,"PA","Chester","Lyceum and Liby. Assoc.","Lyceum",NA,1873,1883,NA,NA,0,NA,0,NA,"Chester PA",-75.3557457,39.849557
"811",6811,3033,5666,"PA","Chester","Mechanics' Reading Room","Mech",1873,NA,1884,NA,NA,0,NA,0,NA,"Chester PA",-75.3557457,39.849557
"812",6812,6050,5567,"PA","Chester","Pennsylvania Military Academy","Mil acad",1862,NA,1875,NA,1870,1000,1875,1000,NA,"Chester PA",-75.3557457,39.849557
"813",6813,4458,5563,"PA","Chester","American Baptist Historical Society","Hist socl",1853,NA,1853,NA,NA,0,NA,0,"Antebellum","Chester PA",-75.3557457,39.849557
"814",6814,7320,42086,"PA","Chester","Parochial Library","Church",NA,NA,NA,NA,NA,0,NA,0,NA,"Chester PA",-75.3557457,39.849557
"815",6815,1614,6042,"PA","Chester Co.","Windsor Public Library","Socl",1866,NA,1866,NA,NA,0,NA,0,NA,"Chester Co. PA",-75.8069082,40.0010204
"816",6816,6946,5568,"PA","Chester Springs","Soldiers' Orphan School","Asylum",1872,NA,1875,NA,1875,900,1875,900,NA,"Chester Springs PA",-75.6168681,40.0951037
"817",6817,1488,5578,"PA","Cnessona","Free Reading Room and Library Assoc.","Socl",1861,NA,1875,NA,1875,500,1875,500,NA,"Cnessona PA",-76.1927222,40.6267574
"818",6818,1481,5571,"PA","Coatsville","Library Assoc.","Socl",1872,NA,1884,NA,1875,800,1875,800,NA,"Coatsville PA",-75.8238355,39.9831616
"819",6819,6051,5572,"PA","Collegeville","Ursinus College Library","Coll",1870,NA,1990,NA,NA,0,NA,0,NA,"Collegeville PA",-75.451571,40.1856597
"820",6820,1482,5575,"PA","Columbia","""A Library Company""","Socl",1829,NA,1833,NA,NA,0,NA,0,"Antebellum","Columbia PA",-76.5044098,40.0337085
"821",6821,1483,5574,"PA","Columbia","Franklin Liby","Socl",1834,NA,NA,1836,NA,0,NA,0,"Antebellum","Columbia PA",-76.5044098,40.0337085
"822",6822,1484,5573,"PA","Columbia","Columbia Library","Socl",1856,NA,1858,NA,NA,0,NA,0,"Antebellum","Columbia PA",-76.5044098,40.0337085
"823",6823,1485,95036,"PA","Concordville","Concord Library Company","Socl",NA,1846,1846,NA,NA,0,NA,0,NA,"Concordville PA",-75.5280085,39.8856076
"824",6824,7321,12688,"PA","Conewago","Catholic Pastoral Library","Church",NA,1804,1901,NA,NA,0,NA,0,NA,"Conewago PA",-76.8028933,40.060135
"825",6825,7322,12689,"PA","Conewago","Father Deneckere Church Lending Library","Church",NA,1872,1887,NA,NA,0,NA,0,NA,"Conewago PA",-76.8028933,40.060135
"826",6826,1487,5577,"PA","Coudersport","Library And Literary Assoc.","Socl",1850,NA,1895,NA,1875,500,1875,500,"Antebellum","Coudersport PA",-78.0205602,41.7747878
"827",6827,1486,5576,"PA","Cressona","Library Company","Socl",1833,NA,1833,NA,NA,0,NA,0,"Antebellum","Cressona PA",-76.1927222,40.6267574
"828",6828,6930,5579,"PA","Danville","State Hospital for the Insane","Asylum",1872,NA,1884,NA,1875,415,1875,415,NA,"Danville PA",-76.6127329,40.96342
"829",6829,7323,30937,"PA","Danville","Town Church","Church",NA,1860,1860,NA,NA,0,NA,0,NA,"Danville PA",-76.6127329,40.96342
"830",6830,7324,30938,"PA","Danville","Town Library","Church",NA,1860,1860,NA,NA,0,NA,0,NA,"Danville PA",-76.6127329,40.96342
"831",6831,1489,5580,"PA","Darby","Darby Library Co.","Socl",1743,NA,1893,NA,1761,230,1872,3000,"Colonial","Darby PA",-75.2590721,39.9184461
"832",6832,6947,5581,"PA","Dayton","Dayton Soldiers' Orphans School","Asylum",1872,NA,1884,NA,NA,0,NA,0,NA,"Dayton PA",-79.241983,40.8803431
"833",6833,1490,5582,"PA","Dimocksville","Library Company","Socl",1840,NA,1840,NA,NA,0,NA,0,"Antebellum","Dimocksville PA",-80.5688583,35.8704121
"834",6834,1492,5584,"PA","Doylestown","Society Library","Socl",1804,NA,NA,1846,NA,0,NA,0,"Early National","Doylestown PA",-75.1298939,40.3101063
"835",6835,1491,5583,"PA","Doylestown","Library Company","Socl",1855,NA,NA,1916,1858,500,1875,2300,"Antebellum","Doylestown PA",-75.1298939,40.3101063
"836",6836,3608,5591,"PA","Easton","YMCA","YMCA",1869,NA,1884,NA,NA,0,NA,0,NA,"Easton PA",-75.2207323,40.688432
"837",6837,1493,5585,"PA","Easton","Library Assoc.","Socl",1811,NA,1884,NA,1833,3000,1875,5000,"Early National","Easton PA",-75.2207323,40.688432
"838",6838,6053,5586,"PA","Easton","Lafayette College","Coll",1832,NA,1884,NA,1845,5000,1875,16000,"Antebellum","Easton PA",-75.2207323,40.688432
"839",6839,5531,5587,"PA","Easton","Lafayette College - Brainerd Society","Coll socy",1834,NA,1884,NA,1875,400,1875,400,"Antebellum","Easton PA",-75.2207323,40.688432
"840",6840,7327,30941,"PA","Easton","German Reformed Church","Church",NA,1860,1860,NA,1860,1000,1860,1000,NA,"Easton PA",-75.2207323,40.688432
"841",6841,5529,5590,"PA","Easton","Lafayette College - Evangelical Society","Coll socy",1830,NA,1884,NA,1875,2100,1875,2100,"Antebellum","Easton PA",-75.2207323,40.688432
"842",6842,7325,30939,"PA","Easton","Town Church","Church",NA,1860,1860,NA,1860,1000,1860,1000,NA,"Easton PA",-75.2207323,40.688432
"843",6843,6052,5589,"PA","Easton","Lafayette College - Law School","Law coll",1875,NA,1875,NA,1875,400,1875,400,NA,"Easton PA",-75.2207323,40.688432
"844",6844,5530,5588,"PA","Easton","Lafayette College - Franklin Literary Society","Coll socy",1831,NA,1884,NA,1875,2200,1875,2200,"Antebellum","Easton PA",-75.2207323,40.688432
"845",6845,7326,30940,"PA","Easton","First Presbyterian Church","Church",NA,1860,1860,NA,1860,1000,1860,1000,NA,"Easton PA",-75.2207323,40.688432
"846",6846,4092,5592,"PA","Ebensburg","Ebensburg Fireman's Library","Fire",1873,NA,1884,NA,1875,605,1875,605,NA,"Ebensburg PA",-78.7247426,40.4850717
"847",6847,6047,30942,"PA","Edinboro","Edinboro State Normal School","Coll",1861,NA,1990,NA,NA,0,NA,0,NA,"Edinboro PA",-80.1317236,41.8742225
"848",6848,7883,5597,"PA","Erie","Erie County Law Library","Co law",1866,NA,1875,NA,1875,590,1875,590,NA,"Erie PA",-80.085059,42.1292241
"849",6849,4267,5599,"PA","Erie","Liederstafel Musical Society","Music socy",NA,1875,1875,NA,1875,300,1875,300,NA,"Erie PA",-80.085059,42.1292241
