,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period
8231,486,6524,VT,Cornwall,Young Gentlemen's Society of Cornwall,YMA,1804,NA,NA,1858,NA,0,NA,0,Early National
8232,391,6523,VT,Cornwall,Lane Library Assoc.,Socl,1858,NA,1884,NA,NA,0,NA,0,Antebellum
8233,392,6525,VT,Derby,Derby Library,Socl,NA,1853,1858,NA,1858,500,1858,500,NA
8234,3959,6526,VT,Derby,Onleans County Society Natural Sciences,Sci eng socy,NA,1875,1875,NA,1875,300,1875,300,NA
8235,393,6527,VT,Dorset,Public Library,Socl,1871,NA,1884,NA,NA,0,NA,0,NA
8236,394,6528,VT,East Calais,East Calais Circ. Library,Socl,1864,NA,1884,NA,NA,0,NA,0,NA
8237,7966,6529,VT,East Dorset,Library Assoc.,Public,1870,NA,1884,NA,NA,0,NA,0,NA
8238,397,6531,VT,Fair Haven,Fair Haven Library Society,Socl,1799,NA,1799,NA,NA,0,NA,0,Early National
8239,396,6530,VT,Fair Haven,Fair Haven Library Association,Socl,1826,NA,1826,NA,NA,0,NA,0,Early National
8240,399,6533,VT,Felchville,Library Assoc. of Reading,Socl,1865,NA,1844,NA,NA,0,NA,0,NA
8241,400,6534,VT,Grafton,Public Library,Socl,1874,NA,1884,NA,1875,700,1875,700,NA
8242,401,6535,VT,Grand-Isle,Social Library,Socl,1810,NA,NA,1840,NA,0,NA,0,Early National
8243,402,6536,VT,Guilford,Social Library,Socl,1790,NA,NA,1818,NA,0,NA,0,Early National
8244,403,6538,VT,Hartford,Social Library,Socl,1799,NA,1799,NA,NA,0,NA,0,Early National
8245,404,6537,VT,Hartford,Library Assoc.,Socl,1865,NA,1884,NA,NA,0,NA,0,NA
8246,4308,6539,VT,Hinesburgh,Literary Society,Lit socy,1810,NA,NA,1860,NA,0,NA,0,Early National
8247,2583,6540,VT,Hyde Park,Agricultural Library,Agri socl,1860,NA,1875,NA,1875,400,1875,400,Antebellum
8248,405,6541,VT,Irasburg,Irasburg Library Assoc.,Socl,1867,NA,1884,NA,1875,300,1875,300,NA
8249,406,6542,VT,Lowell,Library Assoc.,Socl,1875,NA,1884,NA,NA,0,NA,0,NA
8250,4875,6543,VT,Lunenburgh,Cutting's Library,Comm,1854,NA,1884,NA,1875,5000,1875,5000,Antebellum
8251,2582,6544,VT,Manchester,Burton's Pastoral Library,Rel socl,1853,NA,1884,NA,1875,450,1875,450,Antebellum
8252,407,6545,VT,Marlborough,Social Library Society,Socl,NA,1826,1826,NA,NA,0,NA,0,NA
8253,3514,6546,VT,Middleburg,Ladies Library Assoc.,Ladies' socy,1866,NA,1884,NA,1875,1400,1875,1400,NA
8254,408,6547,VT,Middlebury,Addison County Center Library,Socl,1793,NA,NA,1805,NA,0,NA,0,Early National
8255,2800,95062,VT,Middlebury,Ladies Circulating Library,Ladies,1866,NA,1870,NA,NA,0,NA,0,NA
8256,5413,6551,VT,Middlebury,Middlebury College - Philological Society,Coll socy,NA,1824,1824,NA,NA,0,NA,0,NA
8257,4871,95213,VT,Middlebury,Circulating Library of Chauncey Goodrich,Comm,NA,1828,1828,NA,NA,0,NA,0,NA
8258,5407,6549,VT,Middlebury,Middlebury College - Middlebury College Society Library,Coll socy,NA,1834,1875,NA,1850,785,1875,3500,NA
8259,5414,6550,VT,Middlebury,Middlebury College - Philadelphian Society Library (religious),Coll socy,1804,NA,1875,NA,1850,432,1857,770,Early National
8260,5412,6552,VT,Middlebury,Middlebury College - Philomathesian Society,Coll socy,NA,1834,1875,NA,1850,2200,1850,2200,NA
8261,5894,6548,VT,Middlebury,Middlebury College,Coll,1800,NA,1884,NA,1834,2330,1875,12000,Early National
8262,2802,6553,VT,Middletown Springs,Ladies' Library Assoc.,Ladies,1875,NA,1884,NA,NA,0,NA,0,NA
8263,7829,6557,VT,Montpelier,State Library,State,1825,NA,1884,NA,1850,3500,1875,14600,Early National
8264,409,6556,VT,Montpelier,Montpelier Library Association,Socl,1794,NA,1794,NA,NA,0,NA,0,Early National
8265,410,6559,VT,Montpelier,Village Library,Socl,1814,NA,1814,NA,NA,0,NA,0,Early National
8266,2581,6554,VT,Montpelier,Agricultural Library,Agri socl,NA,1875,1875,NA,1875,300,1875,300,NA
8267,3348,6555,VT,Montpelier,Lyceum,Lyceum,1827,NA,1827,NA,NA,0,NA,0,Early National
8268,4425,6558,VT,Montpelier,Vermont Historical and Antiquarian Society,Hist socl,1838,NA,1875,NA,1858,1500,1875,5000,Antebellum
8269,4309,6560,VT,New Hampton,Literary and Theological Institute,Lit socy,1855,NA,1855,NA,NA,0,NA,0,Antebellum
8270,7967,6561,VT,New Haven,Lampson Library,Public,1869,NA,1884,NA,NA,0,NA,0,NA
8271,411,6562,VT,Newbury,Newbury Library Association,Socl,1796,NA,1796,NA,NA,0,NA,0,Early National
8272,412,6563,VT,Newbury,Village Library,Socl,1872,NA,1884,NA,NA,0,NA,0,NA
8273,398,6532,VT,Newfone,Fayetteville Library Assoc.,Socl,1870,NA,1884,NA,1875,400,1875,400,NA
8274,413,6564,VT,Northfield,Library Assoc.,Socl,1871,NA,1875,NA,1875,685,1875,685,NA
8275,5411,6566,VT,Northfield,Nowrick University - Society Library,Coll socy,NA,1875,1875,NA,NA,0,NA,0,NA
8276,5895,6565,VT,Northfield,Norwich University Library,Coll,1834,NA,1884,NA,1849,1032,1875,3000,Antebellum
8277,5410,6567,VT,Northfield,Norwick University Society Library,Coll socy,NA,1875,1875,NA,NA,0,NA,0,NA
8278,7060,6585,VT,Northfield,Vermont Central Railroad Library Assoc.,Mill,1856,NA,1884,NA,1875,2078,1875,2078,Antebellum
8279,2895,6568,VT,Orwell,Youth's Library Society,Juv socl,1807,NA,NA,1823,NA,0,NA,0,Early National
8280,414,12855,VT,Pawlet,Pawlet Library,Socl,NA,1799,1799,NA,NA,0,NA,0,NA
8281,415,6569,VT,Pawlet,Periodical Library,Socl,1830,NA,1830,NA,NA,0,NA,0,Antebellum
8282,2894,6570,VT,Peacham,Peacham Juvenile Library Society,Juv socl,1810,NA,1884,NA,NA,0,NA,0,Early National
8283,416,6571,VT,Pittsfield,Social Library,Socl,1797,NA,1797,NA,NA,0,NA,0,Early National
8284,419,6574,VT,Pittsford,Pittsford Library Company,Socl,1832,NA,NA,1839,NA,0,NA,0,Antebellum
8285,418,6573,VT,Pittsford,Maclure Library,Socl,1839,NA,1875,NA,1875,1500,1875,1500,Antebellum
8286,417,6572,VT,Pittsford,Librarian Society of Pittsford,Socl,1797,NA,NA,1839,1797,115,1797,115,Early National
8287,420,6575,VT,Pomfret,Social Library,Socl,1804,NA,1827,NA,1814,48,1827,131,Early National
8288,421,6576,VT,Post Mills Village,Peabody Library,Socl,1866,NA,1884,NA,1875,2100,1875,2100,NA
8289,422,6577,VT,Poultney,Poultney Library,Socl,1790,NA,NA,1841,NA,0,NA,0,Early National
8290,423,6578,VT,Proctorsville,Library Society.,Socl,1858,NA,1884,NA,1875,1016,1875,1016,Antebellum
8291,424,99040,VT,Reading,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA
8292,426,6580,VT,Rochester,Social Library,Socl,1801,NA,1801,NA,NA,0,NA,0,Early National
8293,425,6579,VT,Rochester,Lecture and Library Assoc.,Socl,1875,NA,1884,NA,NA,0,NA,0,NA
8294,427,6581,VT,Rockingham,Rockingham Library Society,Socl,1799,NA,1816,NA,NA,0,NA,0,Early National
8295,2584,6582,VT,Royalton,Agricultural Library Assoc.,Agri socl,1863,NA,1875,NA,1875,350,1875,350,NA
8296,428,6583,VT,Rupert,Union Library Society,Socl,1813,NA,1827,NA,NA,0,NA,0,Early National
8297,2580,12856,VT,Rutland,Agricultural Library Assoc.,Agri socl,NA,1863,1863,NA,NA,0,NA,0,NA
8298,429,6584,VT,Ryegate,Library Company,Socl,1774,NA,1774,NA,NA,0,NA,0,Colonial
8299,430,6587,VT,Shoreham,Union Library Society,Socl,1821,NA,1821,NA,NA,0,NA,0,Early National
8300,7970,6589,VT,Springfield,Town Library,Public,1871,NA,1884,NA,1875,2000,1875,2000,NA
8301,433,6588,VT,Springfield,Springfield Central Library,Socl,1819,NA,1827,NA,1827,198,1827,198,Early National
8302,7968,95190,VT,St. Albans,St. Albans Free Library,Public,NA,1871,1875,NA,NA,0,NA,0,NA
8303,7969,6586,VT,St. Johnsburg,St. Johnsburg Athenaeum,Public,1870,NA,1884,NA,1875,9200,1875,9200,NA
8304,3285,95080,VT,St. Johnsbury,St. Johnsbury Athenaeum,Athen,NA,1875,1875,NA,NA,0,NA,0,NA
8305,7971,6590,VT,Stafford,Harris Library,Public,1856,NA,1884,NA,NA,0,NA,0,Antebellum
8306,432,6591,VT,Stowe,Social Library,Socl,1826,NA,NA,1849,NA,0,NA,0,Early National
8307,431,6592,VT,Sutton,Social Library of Burke and Billymead,Socl,1810,NA,1810,NA,NA,0,NA,0,Early National
8308,7972,6593,VT,Thetford,Lotham Memorial Library,Public,1875,NA,1884,NA,NA,0,NA,0,NA
8309,6742,6594,VT,Vergennes,Vermont Reform School,Prison,1865,NA,1884,NA,NA,0,NA,0,NA
8310,2896,6595,VT,Vernon,Vernon Juvenile Library,Juv socl,1827,NA,NA,1848,1848,400,1848,400,Early National
8311,434,6596,VT,Wallingford,Wallingford Library Proprietors,Socl,1795,NA,1795,NA,NA,0,NA,0,Early National
8312,435,6597,VT,Wells River,Library Assoc.,Socl,1848,NA,1875,NA,1875,420,1875,420,Antebellum
8313,2801,6598,VT,West Randolph,Ladies' Library Assoc.,Ladies,1864,NA,1884,NA,1875,600,1875,600,NA
8314,440,99041,VT,West Windsor,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA
8315,441,99042,VT,Weston,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA
8316,436,6599,VT,Williamstown,Social Library,Socl,1801,NA,1884,NA,1871,1919,1871,1919,Early National
8317,437,6600,VT,Wilmington,Serial Library Association,Socl,1795,NA,1796,NA,NA,0,NA,0,Early National
8318,3286,6601,VT,Windsor,Athenaeum,Athen,1847,NA,1875,NA,1875,3050,1875,3050,Antebellum
8319,3349,99043,VT,Windsor,Windsor Lyceum,Lyceum,NA,NA,NA,NA,NA,0,NA,0,NA
8320,4873,95215,VT,Windsor,Windsor Circulating Library,Comm,NA,1827,1827,NA,NA,0,NA,0,NA
8321,6741,6602,VT,Windsor,Vermont Penitentiary,Prison,NA,1875,1884,NA,1875,600,1875,600,NA
8322,4872,95214,VT,Windsor,Franklin Circulating Library,Comm,NA,NA,NA,NA,NA,0,NA,0,NA
8323,439,6603,VT,Woodstock,Social Library of the South Village,Socl,1797,NA,1797,NA,NA,0,NA,0,Early National
8324,438,6604,VT,Woodstock,Woodstock Library Society,Socl,1820,NA,NA,1840,NA,0,NA,0,Early National
8325,7720,6685,WA,Astoria,Fort Canley Post Library,Garr,1864,NA,1884,NA,NA,0,NA,0,NA
8326,7719,12871,WA,Colville,Fort Colville,Garr,NA,1870,1875,NA,1870,50,1875,50,NA
8327,2479,5474,WA,Ft. Vancouver,,Socl,1833,NA,1833,NA,NA,0,NA,0,Antebellum
8328,7822,6688,WA,Olympia,State Library,State,1854,NA,1884,NA,1855,2854,1875,6459,Antebellum
8329,3459,31057,WA,Olympia,Lyceum and Library Assoc.,Lyceum,1861,NA,1861,NA,NA,0,NA,0,NA
8330,2472,6686,WA,Olympia,Olympia Public Library,Socl,NA,1858,1858,NA,1858,1500,1858,1500,NA
8331,2473,6687,WA,Olympia,Tacoma Library,Socl,1869,NA,1884,NA,NA,0,NA,0,NA
8332,2471,31056,WA,Olympia,Alphean Library Assoc.,Socl,1860,NA,1860,NA,NA,0,NA,0,Antebellum
8333,2474,31058,WA,Port Madison,Port Madison Library Assoc. Inc.,Socl,1864,NA,1864,NA,NA,0,NA,0,NA
8334,2475,6690,WA,Seattle,Seattle Library Assoc.,Socl,1868,NA,NA,1881,1873,278,1873,278,NA
8335,6375,6692,WA,Seattle,University of Washington,Coll,1862,NA,1884,NA,1871,350,1871,350,NA
8336,6824,6692,WA,Seattle,Washington Territorial Library,Terr,NA,NA,NA,NA,NA,0,NA,0,NA
8337,7170,6689,WA,Seattle,Ms. Maynard's Reading Room,PL owned,1875,NA,1875,NA,NA,0,NA,0,NA
8338,7430,31059,WA,Spokane,Religious Library,Church,NA,1860,1860,NA,1860,400,1860,400,NA
8339,2476,6691,WA,Steilacoom,Steilacoom Library Assoc.,Socl,1858,NA,NA,1908,NA,0,NA,0,Antebellum
8340,2477,6694,WA,Vancouver,Hudson's Bay 1st Circulating Library,Socl,1821,NA,1836,NA,NA,0,NA,0,Early National
8341,7431,6695,WA,Vancouver,St. James Circulating Library,Church,1870,NA,1884,NA,NA,0,NA,0,NA
8342,6376,6693,WA,Vancouver,Holy Angel's College,Coll,1865,NA,NA,1886,1872,1000,1875,500,NA
8343,3460,6697,WA,Walla Walla,Walla Walla Lyceum and Library Association,Lyceum,1874,NA,1874,NA,NA,0,NA,0,NA
8344,2478,6696,WA,Walla Walla,Walla Walla Library Assoc. Inc.,Socl,1865,NA,1865,NA,1865,150,1865,150,NA
8345,3636,824,WA,Washington City,Washington City Library,YMCA,1865,NA,1914,NA,1875,15000,1875,15000,NA
8346,4741,6716,WI,,Badax County Agricultural Society,Agri socl,1857,1859,1859,NA,1859,47,1859,47,Antebellum
8347,3700,6718,WI,Allen's Grove,YMCA,YMCA,1858,NA,1859,NA,NA,0,NA,0,Antebellum
8348,5668,6722,WI,Appleton,Lawrence University - Society Libraries,Coll socy,1850,NA,1875,NA,NA,0,NA,0,Antebellum
8349,4743,6719,WI,Appleton,Farmers' Union Agricultural Assoc.,Agri socl,1858,1867,1867,NA,1867,60,1867,60,Antebellum
8350,5669,6721,WI,Appleton,Lawrence University - Society Libraries,Coll socy,1850,NA,1875,NA,NA,0,NA,0,Antebellum
8351,6282,6720,WI,Appleton,Lawrence University,Coll,1853,NA,1884,NA,1857,3500,1875,7000,Antebellum
8352,5346,6723,WI,Astor,John Williams Circulating Library,Comm,1838,NA,1838,NA,NA,0,NA,0,Antebellum
8353,2283,6724,WI,Bayfield,Bayfield Library Assoc.,Socl,NA,1875,1875,NA,NA,0,NA,0,NA
8354,6281,6725,WI,Beaver Dam,Wayland University,Coll,1855,NA,1870,NA,1857,200,1858,500,Antebellum
8355,2284,6726,WI,Belleville,,Socl,1857,NA,1899,NA,NA,0,NA,0,Antebellum
8356,5667,6728,WI,Beloit,Beloit College - Archaen Society,Coll socy,1849,NA,1875,NA,1858,700,1875,1000,Antebellum
8357,6280,6727,WI,Beloit,Beloit College Library,Coll,1848,NA,1884,NA,1849,1000,1875,8300,Antebellum
8358,2285,6729,WI,Black River Falls,Black River Falls Library,Socl,1868,NA,NA,1876,NA,0,NA,0,NA
8359,2286,6730,WI,Bloomington,Bloomington Library,Socl,1874,NA,1884,NA,NA,0,NA,0,NA
8360,2287,6733,WI,De Pere,,Socl,1875,NA,1899,NA,NA,0,NA,0,NA
8361,6262,6731,WI,Delafield / Nashotah,Seminary - Nashotah House Library,Theo coll,1842,NA,1875,NA,1857,2500,1875,6000,Antebellum
8362,7020,6732,WI,Delavan,Institution for the Deaf and Dumb,Asylum,1853,NA,1858,NA,NA,0,NA,0,Antebellum
8363,2288,6735,WI,Du Lac,Neocosmian Library,Socl,1874,NA,1875,NA,1875,1200,1875,1200,NA
8364,8107,6734,WI,Eau Claire,City Library,Public,1875,NA,1884,NA,1875,737,1875,737,NA
8365,487,6736,WI,Fond du Lac,Young Men's Assoc.,YMA,1863,NA,1877,NA,1867,51,1875,1200,NA
8366,2289,6737,WI,Fort Atkinson,Fort Atkinson Public Library,Socl,NA,1875,1875,NA,1875,340,1875,340,NA
8367,6686,12873,WI,Fort Howard,Hospital at Post,Hosp,NA,1828,1828,NA,1828,33,1828,33,NA
8368,6265,6738,WI,Fox Lake,Wisconsin Female College,Coll,1862,NA,1884,NA,1870,486,1870,486,NA
8369,3935,6739,WI,Franklin,Mission House Lib,Theo socy,1862,NA,1884,NA,NA,0,NA,0,NA
8370,4744,6740,WI,Fremont,Wolf River Agricultural Society,Agri socl,1863,1867,1867,NA,1867,25,1867,25,NA
8371,6279,6741,WI,Galesville,Galesville University Library,Coll,1859,NA,1884,NA,1859,300,1875,4500,Antebellum
8372,2290,6742,WI,Gilmanton,The Howard Library Assoc.,Socl,1866,NA,1939,NA,NA,0,NA,0,NA
8373,2844,6743,WI,Hudson,Ladies' Library Assoc.,Ladies,1874,NA,1884,NA,NA,0,NA,0,NA
8374,2303,6819,WI,Iturgeon Bay,Library Assoc.,Socl,1866,NA,1884,NA,NA,0,NA,0,NA
8375,8108,6746,WI,Jamesville,Public Library,Public,1863,NA,1884,NA,NA,0,NA,0,NA
8376,4353,6744,WI,Jamesville,Jamesville Literary Society,Lit socy,1856,NA,1856,NA,NA,0,NA,0,Antebellum
8377,3228,6745,WI,Janesville,Mechanics' Inste.,Mech,1856,NA,1858,NA,1857,50,1858,180,Antebellum
8378,488,6747,WI,Janesville,Young Men's Assoc.,YMA,1865,NA,1875,NA,1875,1712,1875,1712,NA
8379,2291,6748,WI,Kenosha,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA
8380,4194,6749,WI,Kenosha,Odd Fellows' Library,Frat,1850,NA,1858,NA,1857,1300,1858,1300,Antebellum
8381,7492,6750,WI,Kenosha,Unitarian Church,Church,1872,NA,1879,NA,NA,0,NA,0,NA
8382,2292,6751,WI,Kewanee,Library Assoc.,Socl,1875,NA,1884,NA,NA,0,NA,0,NA
8383,2967,6752,WI,LaCrosse,Young Men's Library Assoc.,YMLA,1868,NA,1884,NA,1875,2438,1875,2438,NA
8384,7806,6760,WI,Madison,State Library,State,1839,NA,1884,NA,1850,4000,1875,25000,Antebellum
8385,8110,6754,WI,Madison,Blue Book? / Town Library,Public,1875,NA,1899,NA,1875,4000,1875,4000,NA
8386,8109,6757,WI,Madison,Madison Public Library,Public,1875,NA,1899,NA,NA,0,NA,0,NA
8387,2293,6756,WI,Madison,Madison Institute,Socl,1853,NA,NA,1875,1857,451,1875,3200,Antebellum
8388,5665,6764,WI,Madison,Univ. of Wisconsin - Hesperian Society,Coll socy,NA,1858,1875,NA,1858,300,1875,893,NA
8389,7630,6753,WI,Madison,Executive Library,Law state,1848,NA,1858,NA,1857,600,1858,600,Antebellum
8390,7491,6758,WI,Madison,Presbyterian Church Library,Church,1853,NA,1857,NA,1857,150,1857,150,Antebellum
8391,4745,6755,WI,Madison,German Horicultural Society,Agri socl,1865,1867,1867,NA,1867,25,1867,25,NA
8392,7589,6761,WI,Madison,Office Supt. Public Instruction,Edu,1848,NA,1875,NA,1857,500,1875,1200,Antebellum
8393,6264,6765,WI,Madison,University of Wisconsin - Law College,Law coll,1872,NA,1875,NA,1875,300,1875,300,NA
8394,6278,6762,WI,Madison,University of Wisconsin Library,Coll,1848,NA,1884,NA,1854,1003,1875,6370,Antebellum
8395,5666,6763,WI,Madison,University of Wisconsin - Athenaean Society,Coll socy,1851,NA,1875,NA,1858,300,1875,1000,Antebellum
8396,4494,6766,WI,Madison,Wisconsin State Historical Society,Hist socl,1849,NA,1884,NA,1854,50,1875,33347,Antebellum
8397,4746,6759,WI,Madison,State Agricultural Society,Agri socl,1857,NA,1875,NA,1857,300,1875,1000,Antebellum
8398,2294,6767,WI,Manitowoc,Jones Library,Socl,1868,NA,1884,NA,1875,1500,1875,1500,NA
8399,2295,6768,WI,Manston,Village Library,Socl,NA,1875,1875,NA,1875,340,1875,340,NA
8400,7019,6769,WI,Mendota,State Hospital for the Insane,Asylum,1860,NA,1884,NA,NA,0,NA,0,Antebellum
8401,8111,6770,WI,Menominee,Menominee Free Library,Public,NA,1874,1874,NA,NA,0,NA,0,NA
8402,6277,6771,WI,Milton,Milton College,Coll,1844,NA,1884,NA,1870,1100,1875,1300,Antebellum
8403,5663,6773,WI,Milton,Milton College - Society Libraries,Coll socy,1865,NA,1875,NA,NA,0,NA,0,NA
8404,5664,6772,WI,Milton,Milton College - Oropulian Lyceum,Coll socy,1865,NA,1884,NA,NA,0,NA,0,NA
8405,5662,6774,WI,Milton,Milton College - Society Libraries,Coll socy,1865,NA,1875,NA,NA,0,NA,0,NA
8406,8112,6785,WI,Milwaukee,Public School Teachers Library,Public,1874,NA,1884,NA,NA,0,NA,0,NA
8407,2296,6787,WI,Milwaukee,South Side Library and Literary Assoc.,Socl,1867,NA,1875,NA,1875,2500,1875,2500,NA
8408,3701,6791,WI,Milwaukee,YMCA,YMCA,NA,1860,1860,NA,NA,0,NA,0,NA
8409,3506,6778,WI,Milwaukee,German and French Cir. Library,For lang socy,1850,NA,1858,NA,1857,4000,1858,4000,Antebellum
8410,4195,6779,WI,Milwaukee,Grand Lodge Library,Frat,1843,NA,1884,NA,NA,0,NA,0,Antebellum
8411,3468,6782,WI,Milwaukee,Milwaukee Lyceum,Lyceum,1849,NA,1849,NA,NA,0,NA,0,Antebellum
8412,489,6790,WI,Milwaukee,Young Men's Assoc.,YMA,1847,NA,1899,NA,1857,3300,1875,15000,Antebellum
8413,2768,6781,WI,Milwaukee,Milwaukee Law Assoc.,Law socl,1862,NA,1884,NA,1875,1500,1875,1500,NA
8414,6263,6776,WI,Milwaukee,Catholic Seminary,Theo coll,1855,NA,1858,NA,1857,2500,1858,2500,Antebellum
8415,5344,6789,WI,Milwaukee,Yallop's Circulating Library,Comm,1851,NA,1858,NA,1857,800,1858,800,Antebellum
8416,7490,6777,WI,Milwaukee,Episcopal Parish Library,Church,1854,NA,1857,NA,1857,250,1857,250,Antebellum
8417,6276,6784,WI,Milwaukee,Milwaukee University,Coll,1856,NA,1858,NA,1857,150,1858,150,Antebellum
8418,6266,6780,WI,Milwaukee,Milwaukee Female College,Coll,1850,NA,1870,NA,1857,437,1870,600,Antebellum
8419,5345,6775,WI,Milwaukee,Anger's Circulating Library,Comm,NA,1858,1858,NA,1858,3000,1858,3000,NA
8420,4073,6788,WI,Milwaukee,Turnverein,Socl,1855,NA,1884,NA,1875,1311,1875,1311,Antebellum
8421,7021,6783,WI,Milwaukee,Milwaukee Orphan Asylum,Asylum,1861,NA,1875,NA,1875,300,1875,300,NA
8422,7017,6786,WI,Milwaukee,National Home for Disabled Volunteer Soldiers,Asylum,1867,NA,1884,NA,1875,2758,1875,2758,NA
8423,490,6793,WI,Monroe,Young men's Assoc.,YMA,NA,NA,NA,NA,NA,0,NA,0,NA
8424,6275,6792,WI,Near Milwaukee,Pio Nono College,Coll,1871,NA,1875,NA,1875,500,1875,500,NA
8425,3507,6795,WI,Neenah,Scandinavian Library Assoc.,For lang socy,1869,NA,1875,NA,1875,1200,1875,1200,NA
8426,4747,6796,WI,New Holstein,German Agricultural Society,Agri socl,1855,1867,1867,NA,1867,14,1867,14,Antebellum
8427,2297,6797,WI,Oshkosh,Library Assoc.,Socl,1868,NA,1884,NA,1875,200,1875,200,NA
8428,491,6798,WI,Oshkosh,Young Men's Assoc.,YMA,NA,1858,1859,NA,NA,0,NA,0,NA
8429,2769,12872,WI,Oshkosh,Oshkosh Law Library,Law socl,NA,NA,NA,NA,NA,0,NA,0,NA
8430,8113,6799,WI,Pewaukee,Public Library,Public,1872,NA,1884,NA,NA,0,NA,0,NA
8431,2968,95068,WI,Platteville,Young Men's Library Association,YMLA,NA,1870,1870,NA,NA,0,NA,0,NA
8432,492,6800,WI,Platteville,Young Men's Assoc.,YMA,1868,NA,1884,NA,1875,1108,1875,1108,NA
8433,6274,6801,WI,Prairie du Chien,St. John's College,Coll,1872,NA,1875,NA,1875,3000,1875,3000,NA
8434,2298,6804,WI,Racine,Racine Library Assoc.,Socl,1852,NA,1858,NA,1857,1000,1858,1000,Antebellum
8435,5661,6803,WI,Racine,Racine College - Philomathean Society,Coll socy,NA,1858,1858,NA,NA,0,NA,0,NA
8436,7489,6805,WI,Racine,St. Luke's Parish Library,Church,1856,NA,1857,NA,1857,40,1857,40,Antebellum
8437,6273,6802,WI,Racine,Racine College,Coll,1851,NA,1884,NA,1857,1450,1875,1200,Antebellum
8438,7488,6806,WI,Racine Junction,Presbyterian Sunday School,Church,NA,1874,1874,NA,NA,0,NA,0,NA
8439,2299,6809,WI,Ripon,Ripon Library Assoc.,Socl,1865,NA,1865,NA,NA,0,NA,0,NA
8440,6272,6807,WI,Ripon,Brockway College,Coll,1857,NA,1858,NA,1858,900,1858,900,Antebellum
8441,5660,6844,WI,Ripon,Ripon College - Hermean Society,Coll socy,1865,NA,1871,NA,NA,0,NA,0,NA
8442,6271,6808,WI,Ripon,Ripon College,Coll,1863,NA,1884,NA,1875,3500,1875,3500,NA
8443,2770,6811,WI,Sheboygan,Congregational Library,Theo socy,1873,NA,1875,NA,185,500,1875,500,NA
8444,2300,6812,WI,Sheboygan Falls,Library Assoc.,Socl,1869,NA,1875,NA,1875,330,1875,330,NA
8445,2771,6813,WI,Sinsinawa,Library Of St. Thomas Aquinas,Rel socl,1840,NA,1884,NA,NA,0,NA,0,Antebellum
8446,6270,6814,WI,Sinsinawa Mound,Sinsinawa Mound College,Coll,1854,NA,1858,NA,1857,3000,1858,4500,Antebellum
8447,8114,6816,WI,Sparta,Village Library,Public,1874,NA,1884,NA,1875,500,1875,500,NA
8448,2969,6815,WI,Sparta,,Young Men's,1861,NA,NA,1874,NA,0,NA,0,NA
8449,2301,6817,WI,Spring Green,,Socl,1860,NA,1860,NA,NA,0,NA,0,Antebellum
8450,6283,6810,WI,St. Francis,The Salesianum Theological Seminary,Theo coll,1850,NA,1884,NA,1870,6800,1870,6800,Antebellum
8451,2302,6818,WI,Stevens Point,Library Assoc.,Socl,1868,NA,1884,NA,NA,0,NA,0,NA
8452,2304,6821,WI,Superior,Superior Library Assoc.,Socl,NA,1869,1869,NA,NA,0,NA,0,NA
8453,4748,6820,WI,Superior,Lake Superior Agricultural Society,Agri socl,1859,1867,1867,NA,1867,100,1867,100,Antebellum
8454,2305,6827,WI,Wanpoca,News and Library Assoc.,Socl,1863,NA,1875,NA,1875,500,1875,500,NA
8455,4742,6717,WI,Warikesha,Warikesha Co. Agricultural Society,Agri socl,1854,1859,1859,NA,1859,50,1859,50,Antebellum
8456,493,6824,WI,Watertown,Young Men's Assoc.,YMA,1857,NA,1859,NA,1858,200,1858,200,Antebellum
8457,6268,6823,WI,Watertown,Northwestern University,Coll,1865,NA,1884,NA,1875,2000,1875,2000,NA
8458,6269,6822,WI,Watertown,College Library University of Our Lady of the Sacred Heart,Coll,1875,NA,1884,NA,NA,0,NA,0,NA
8459,6267,6825,WI,Waukesha,Carroll College,Coll,1846,NA,1870,NA,1857,1200,1870,1000,Antebellum
8460,6801,6826,WI,Waukesha,Industrial School for Boys,Prison,1867,NA,1875,NA,1875,1260,1875,1260,NA
8461,2306,6828,WI,Waupun,Library Assoc.,Socl,1858,NA,1884,NA,1875,2200,1875,2200,Antebellum
8462,6802,6829,WI,Waupun,State Prison,Prison,1854,NA,1884,NA,1855,500,1875,451,Antebellum
8463,2307,6831,WI,Wausau,Pine Knot Library,Socl,1870,NA,1875,NA,1875,700,1875,700,NA
8464,3528,6830,WI,Wausau,Ladies Literary Society,Ladies' socy,1870,NA,1884,NA,NA,0,NA,0,NA
8465,2308,6832,WI,West Allis,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA
8466,7018,6833,WI,Winnebago,Northern Hospital for the Insane,Asylum,1873,NA,1884,NA,NA,0,NA,0,NA
8467,2723,31061,WV,Barnesville,Buffalo Creek Farmers' Library Co. of Monongalia County,Agri socl,1813,NA,1813,NA,NA,0,NA,0,Early National
8468,5582,6843,WV,Bethany,Bethany College - neotrophian society,Coll socy,1841,NA,1871,NA,1850,562,1871,700,Antebellum
