,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period,location,lon,lat
5082,322,4099,NH,Richmond,Social Library,Socl,1798,NA,1820,NA,NA,0,NA,0,Early National,Richmond NH,-72.2715876,42.7544657
5083,323,4100,NH,Rindge,Rindge Circulating Library,Socl,1825,NA,1825,NA,NA,0,NA,0,Early National,Rindge NH,-72.0098021,42.7511964
5084,324,4101,NH,Rindge,Rindge Library,Socl,1810,NA,1810,NA,NA,0,NA,0,Early National,Rindge NH,-72.0098021,42.7511964
5085,325,4102,NH,Rochester,Social Library,Socl,1792,NA,1891,NA,1823,400,1875,1700,Early National,Rochester NH,-70.9756186,43.304526
5086,327,4104,NH,Rumney,Rumney Librarian Society,Socl,1808,NA,1808,NA,NA,0,NA,0,Early National,Rumney NH,-71.8125811,43.8053486
5087,326,4103,NH,Rumney,Rumney Circulating Library,Socl,1824,NA,1824,NA,NA,0,NA,0,Early National,Rumney NH,-71.8125811,43.8053486
5088,328,4105,NH,Rye,Social Library,Socl,1812,NA,1812,NA,NA,0,NA,0,Early National,Rye NH,-70.7695547,43.0019301
5089,329,4106,NH,Salem,Social Library,Socl,1798,NA,1798,NA,NA,0,NA,0,Early National,Salem NH,-71.2008912,42.7885553
5090,330,4107,NH,Salisbury,Social Library,Socl,1794,NA,1833,NA,NA,0,NA,0,Early National,Salisbury NH,-71.7170222,43.3800768
5091,331,4108,NH,Salmon Falls,Salmon Falls Library Assoc.,Socl,1846,NA,1875,NA,1856,983,1875,1000,Antebellum,Salmon Falls NH,-70.930329,43.3120967
5092,5899,4111,NH,Sambornton Bridge,N.H. Conference Seminary and Female College,Sem,1852,NA,1859,NA,1858,175,1858,175,Antebellum,Sambornton Bridge NH,-71.4647658,43.5447469
5093,332,4109,NH,Sanbornton,Second Social Library,Socl,1811,NA,1811,NA,NA,0,NA,0,Early National,Sanbornton NH,-71.5822837,43.4897584
5094,333,4110,NH,Sanbornton,Social Library,Socl,1796,NA,1797,NA,1796,300,1796,300,Early National,Sanbornton NH,-71.5822837,43.4897584
5095,7957,4115,NH,Sanbornton Bridge,,Public,NA,1850,1858,NA,1850,300,1858,300,NA,Sanbornton Bridge NH,-71.4647658,43.5447469
5096,5397,4113,NH,Sanbornton Bridge,N.H. Conference Sem. and Female College,Coll socy,NA,1858,1858,NA,1858,274,1858,274,NA,Sanbornton Bridge NH,-71.4647658,43.5447469
5097,5396,4114,NH,Sanbornton Bridge,N.H. Conference Semand Female College,Coll socy,NA,1858,1858,NA,1858,280,1858,280,NA,Sanbornton Bridge NH,-71.4647658,43.5447469
5098,5398,4112,NH,Sanborton Bridge,N.H. Conference SemandFemale College,Coll socy,NA,1858,1858,NA,1858,100,1858,100,NA,Sanborton Bridge NH,-71.4647658,43.5447469
5099,334,4166,NH,Sandown,First Social Library,Socl,1820,NA,1820,NA,NA,0,NA,0,Early National,Sandown NH,-71.1870053,42.928698
5100,335,4117,NH,Sandwich,Sandwich Social Library,Socl,1810,NA,1810,NA,NA,0,NA,0,Early National,Sandwich NH,-71.4104696,43.7908703
5101,336,4118,NH,Seabrook,Social Library,Socl,1829,NA,1829,NA,NA,0,NA,0,Antebellum,Seabrook NH,-70.8655074,42.8909615
5102,337,4119,NH,Shaker Village,Shaker Village Community Library,Socl,1854,NA,1891,NA,1875,1000,1875,1000,Antebellum,Shaker Village NH,-71.4907283,43.3587837
5103,338,4120,NH,Shoreham,Shoreham Union Library Society,Socl,1821,NA,1821,NA,NA,0,NA,0,Early National,Shoreham NH,-71.5723953,43.1938516
5104,112,3798,NH,Social Library,1827,Socl,NA,1827,NA,NA,NA,0,NA,0,NA,Social Library NH,-72.1376523,43.9051222
5105,339,4121,NH,Sommersworth,Manufacturers' and Village Library,Socl,1841,NA,1914,NA,NA,0,NA,0,Antebellum,Sommersworth NH,-70.8653372,43.2617503
5106,340,4122,NH,Springfield,Social Library,Socl,1803,NA,1803,NA,NA,0,NA,0,Early National,Springfield NH,-72.0334187,43.4950734
5107,341,4123,NH,Stewartstown,Social Library,Socl,1830,NA,1830,NA,NA,0,NA,0,Antebellum,Stewartstown NH,-71.5072399,45.0075703
5108,342,4124,NH,Stoddard,Social Library,Socl,1800,NA,1800,NA,NA,0,NA,0,Early National,Stoddard NH,-72.1145281,43.0786901
5109,343,4125,NH,Stratham,Union Library of Stratham,Socl,1799,NA,1799,NA,NA,0,NA,0,Early National,Stratham NH,-70.9163873,43.0228677
5110,344,4126,NH,Sullivan,Social Library,Socl,1818,NA,1818,NA,NA,0,NA,0,Early National,Sullivan NH,-72.2209182,43.0131353
5111,4863,4127,NH,Suncook,Pentagon Circulating Library,Comm,1875,NA,1897,NA,NA,0,NA,0,NA,Suncook NH,-71.4531241,43.130638
5112,345,4128,NH,Surry,Social Library,Socl,1802,NA,1845,NA,NA,0,NA,0,Early National,Surry NH,-72.3211975,43.0178575
5113,346,4129,NH,Sutton,Social Library,Socl,1796,NA,NA,1868,NA,0,NA,0,Early National,Sutton NH,-71.9514714,43.3342427
5114,347,4130,NH,Sutton,South Sutton Central Social Library,Socl,1824,NA,1835,NA,NA,0,NA,0,Early National,Sutton NH,-71.9514714,43.3342427
5115,348,12455,NH,Swanzey,Mt. Caesar Library,Socl,1848,NA,1898,NA,NA,0,NA,0,Antebellum,Swanzey NH,-72.2795383,42.8741204
5116,349,4132,NH,Swanzey,Social Library,Socl,1802,NA,NA,1846,NA,0,NA,0,Early National,Swanzey NH,-72.2795383,42.8741204
5117,7179,4131,NH,Swanzey,Church Library,Church,1828,NA,1828,NA,NA,0,NA,0,Early National,Swanzey NH,-72.2795383,42.8741204
5118,350,4133,NH,Tamworth,Social Library,Socl,1796,NA,1796,NA,1796,60,1796,600,Early National,Tamworth NH,-71.2631263,43.8597958
5119,351,4134,NH,Temple,Columbian Library,Socl,1797,NA,1817,NA,NA,0,NA,0,Early National,Temple NH,-71.8513418,42.8188308
5120,352,4135,NH,Troy,Social Library,Socl,1826,NA,1859,NA,1826,180,1826,180,Early National,Troy NH,-72.1771541,42.8314347
5121,353,4136,NH,Tuftonborough,Social Library,Socl,1808,NA,1810,NA,NA,0,NA,0,Early National,Tuftonborough NH,-71.2221024,43.6963
5122,7958,4137,NH,Turtonborough,Town Library,Public,1840,NA,1840,NA,NA,0,NA,0,Antebellum,Turtonborough NH,-71.5723953,43.1938516
5123,354,4138,NH,Tyngsborough and Dunstable,Tyngsborough and Dunstable Library,Socl,1798,NA,1798,NA,NA,0,NA,0,Early National,Tyngsborough and Dunstable NH,-71.4180622,42.6691846
5124,355,4139,NH,Union,Village Library,Socl,1854,NA,1891,NA,1857,202,1875,622,Antebellum,Union NH,-71.023921,43.4922083
5125,356,4140,NH,Unity,Social Library,Socl,1803,NA,1803,NA,NA,0,NA,0,Early National,Unity NH,-72.3074326,43.2947268
5126,357,4141,NH,Wakefield,Wakefield and Brookfield Union Library,Socl,1797,NA,NA,1857,1850,500,1857,550,Early National,Wakefield NH,-71.0288751,43.5536938
5127,358,4142,NH,Walpole,Walpole Library Association,Socl,1795,NA,1849,NA,NA,0,NA,0,Early National,Walpole NH,-72.4258229,43.0794944
5128,2570,4143,NH,Warner,Farmers' and Mechanics' Library,Agri socl,1841,NA,1841,NA,NA,0,NA,0,Antebellum,Warner NH,-71.8334145,43.2556568
5129,359,4144,NH,Warner,Social Library,Socl,1800,NA,1800,NA,NA,0,NA,0,Early National,Warner NH,-71.8334145,43.2556568
5130,360,4146,NH,Warren,Warren Circulating Library,Socl,1808,NA,1808,NA,NA,0,NA,0,Early National,Warren NH,-71.8920283,43.9231239
5131,2796,4145,NH,Warren,Ladies Library Assoc.,Ladies,1853,NA,1891,NA,NA,0,NA,0,Antebellum,Warren NH,-71.8920283,43.9231239
5132,361,4147,NH,Warren and Wentworth,Warren and Wentworth Social Library,Socl,1799,NA,1799,NA,NA,0,NA,0,Early National,Warren and Wentworth NH,-71.9101699,43.8694624
5133,7959,4148,NH,Washington,Shedd Free Library,Public,1869,NA,1891,NA,1875,845,1875,845,NA,Washington NH,-72.0967507,43.1759107
5134,362,4149,NH,Washington,Social Library,Socl,1797,NA,1797,NA,NA,0,NA,0,Early National,Washington NH,-72.0967507,43.1759107
5135,364,4151,NH,Weare,Social Library,Socl,1798,NA,1807,NA,NA,0,NA,0,Early National,Weare NH,-71.7306313,43.0948033
5136,365,4152,NH,Weare,South Weare Social Library,Socl,1793,NA,1823,NA,1793,90,1823,200,Early National,Weare NH,-71.7306313,43.0948033
5137,366,4153,NH,Weare,Union Library,Socl,1829,NA,1829,NA,NA,0,NA,0,Antebellum,Weare NH,-71.7306313,43.0948033
5138,363,4150,NH,Weare,The Friends' Library,Socl,1809,NA,1809,NA,1809,68,1809,68,Early National,Weare NH,-71.7306313,43.0948033
5139,367,4154,NH,Wendell,Social Library,Socl,1804,NA,1829,NA,NA,0,NA,0,Early National,Wendell NH,-72.396722,42.5481852
5140,368,4155,NH,Wentworth,Library Assoc.,Socl,1874,NA,1884,NA,NA,0,NA,0,NA,Wentworth NH,-71.9142504,43.8717359
5141,370,4157,NH,West Lebanon,Tilden Library,Socl,1854,NA,1891,NA,NA,0,NA,0,Antebellum,West Lebanon NH,-72.3106065,43.6446508
5142,369,4156,NH,West Lebanon,Library Assoc.,Socl,1869,NA,1891,NA,NA,0,NA,0,NA,West Lebanon NH,-72.3106065,43.6446508
5143,371,4158,NH,Westmoreland,Social Library,Socl,1799,NA,1799,NA,NA,0,NA,0,Early National,Westmoreland NH,-72.4423102,42.9620253
5144,372,4159,NH,Whitefield,Social Library,Socl,1828,NA,1828,NA,NA,0,NA,0,Early National,Whitefield NH,-71.6101011,44.3731103
5145,7960,4162,NH,Wilton,Wilton Public Library,Public,1871,NA,1891,NA,1875,1446,1875,1446,NA,Wilton NH,-71.7351077,42.8433943
5146,2571,4161,NH,Wilton,Ministerial Library,Rel socl,1824,NA,1836,NA,NA,0,NA,0,Early National,Wilton NH,-71.7351077,42.8433943
5147,373,4160,NH,Wilton,Columbian Library,Socl,1803,NA,NA,1820,NA,0,NA,0,Early National,Wilton NH,-71.7351077,42.8433943
5148,374,4163,NH,Wincehster,Washington Library Assoc.,Socl,1813,NA,1875,NA,1875,1250,1875,1250,Early National,Wincehster NH,-72.3831236,42.7734022
5149,7961,4164,NH,Windham,Nesmith Library,Public,1871,NA,1891,NA,1875,1900,1875,1900,NA,Windham NH,-71.304229,42.8006441
5150,7962,4167,NH,Windham,Town Library,Public,1800,NA,1800,NA,NA,0,NA,0,Early National,Windham NH,-71.304229,42.8006441
5151,376,4166,NH,Windham,Social Library,Socl,1806,NA,NA,1860,1811,60,1860,400,Early National,Windham NH,-71.304229,42.8006441
5152,375,4165,NH,Windham,Second Town Library,Socl,1851,NA,NA,1856,NA,0,NA,0,Antebellum,Windham NH,-71.304229,42.8006441
5153,377,4168,NH,Wolfborough,Public Library Assoc.,Socl,1867,NA,1884,NA,NA,0,NA,0,NA,Wolfborough NH,-71.2094799,43.5852069
5154,378,4169,NH,Wolfeborough,Republican Social Library of Wolfeborough,Socl,1804,NA,NA,1888,1804,90,1804,90,Early National,Wolfeborough NH,-71.2094799,43.5852069
5155,4624,4188,NJ,Egg Harbor City,School District No. 9 Agricultural Society,Agri socl,1865,1867,1867,NA,1867,12,1867,12,NA,Egg Harbor City NJ,-74.6479364,39.5287282
5156,1372,12456,NJ,Allowaystown,Allowaystown Library Co.,Socl,1842,NA,1842,NA,NA,0,NA,0,Antebellum,Allowaystown NJ,-75.4579817,39.5011997
5157,6822,0,NJ,Amboy,See Perth-Amboy,,NA,NA,NA,NA,NA,0,NA,0,NA,Amboy NJ,-74.4390713,40.3631514
5158,1371,12457,NJ,Amwell,Cesarean Amwell Library Co.,Socl,NA,1800,1805,NA,NA,0,NA,0,NA,Amwell NJ,-74.7521061,40.4314941
5159,1373,12458,NJ,Arneytown,Arneytown Library Company,Socl,NA,1789,1789,NA,NA,0,NA,0,NA,Arneytown NJ,-74.5680919,40.102928
5160,4621,4170,NJ,Ateo,Ateonian Social Agricultural Society,Agri socl,1867,NA,1867,NA,1867,150,1867,150,NA,Ateo NJ,-74.4056612,40.0583238
5161,4329,4171,NJ,Atlantic City,Literary Assoc.n.,Lit socy,1872,NA,1875,NA,1875,650,1875,650,NA,Atlantic City NJ,-74.4229266,39.3642834
5162,1375,12459,NJ,Basking Ridge,Basking Ridge Library Co.,Socl,1809,NA,1811,NA,NA,0,NA,0,Early National,Basking Ridge NJ,-74.5493284,40.7066174
5163,3589,4172,NJ,Belvidere,YMCA,YMCA,NA,1859,1859,NA,NA,0,NA,0,NA,Belvidere NJ,-75.0776747,40.82982
5164,3590,4173,NJ,Beverly,YMCA,YMCA,1868,NA,1875,NA,1875,350,1875,350,NA,Beverly NJ,-74.9190558,40.0653889
5165,3772,12461,NJ,Bloomfield,Eucleian Society,Socy,NA,1871,NA,1871,NA,0,NA,0,NA,Bloomfield NJ,-74.1854209,40.8067546
5166,3391,12464,NJ,Bloomfield,Young Men's Lyceum,Lyceum,1838,NA,1838,NA,NA,0,NA,0,Antebellum,Bloomfield NJ,-74.1854209,40.8067546
5167,495,12463,NJ,Bloomfield,Young Men's Literary Union,YMA,1865,NA,1865,NA,NA,0,NA,0,NA,Bloomfield NJ,-74.1854209,40.8067546
5168,1379,12460,NJ,Bloomfield,Bloomfield Library Co.,Socl,1797,NA,1811,NA,NA,0,NA,0,Early National,Bloomfield NJ,-74.1854209,40.8067546
5169,1378,4175,NJ,Bloomfield,Library Assoc.,Socl,1872,NA,1875,NA,1875,1000,1875,1000,NA,Bloomfield NJ,-74.1854209,40.8067546
5170,7312,12462,NJ,Bloomfield,Wardesson Library,Church,NA,1795,NA,1797,NA,0,NA,0,NA,Bloomfield NJ,-74.1854209,40.8067546
5171,5961,4174,NJ,Bloomfield,German Theological School,Theo coll,1870,NA,1884,NA,1875,400,1875,400,NA,Bloomfield NJ,-74.1854209,40.8067546
5172,1374,12456,NJ,Bordentown,Bordentown Library Assoc.,Socl,1841,NA,1842,NA,NA,0,NA,0,Antebellum,Bordentown NJ,-74.6945737,40.1480827
5173,1376,4176,NJ,Bricksburg,Library Assoc.,Socl,1869,NA,1875,NA,1875,1000,1875,1000,NA,Bricksburg NJ,-74.233738,40.025716
5174,1377,12466,NJ,Bridgeton,Bridgeton Library Co.,Socl,1811,NA,NA,1854,NA,0,NA,0,Early National,Bridgeton NJ,-75.2340768,39.427337
5175,3591,4178,NJ,Bridgeton,YMCA,YMCA,1859,NA,1884,NA,1875,1500,1875,1500,Antebellum,Bridgeton NJ,-75.2340768,39.427337
5176,1380,4177,NJ,Bridgeton,Bridgeton Library,Socl,NA,1858,1858,NA,NA,0,NA,0,NA,Bridgeton NJ,-75.2340768,39.427337
5177,3025,95072,NJ,Burlington,Apprentices' Library Company,Appren,1822,NA,1824,NA,NA,0,NA,0,Early National,Burlington NJ,-74.8648873,40.071222
5178,1381,4181,NJ,Burlington,Library Co. of Burlington,Socl,1756,NA,1965,NA,NA,0,NA,0,Colonial,Burlington NJ,-74.8648873,40.071222
5179,7311,42063,NJ,Burlington,Parochial Library,Church,1702,NA,1702,NA,NA,0,NA,0,Colonial,Burlington NJ,-74.8648873,40.071222
5180,4622,4180,NJ,Burlington,Burlington Farmers' Club,Agri socl,1866,1867,1867,NA,1867,20,1867,20,NA,Burlington NJ,-74.8648873,40.071222
5181,5954,4179,NJ,Burlington,Burlington College Library,Coll,1846,NA,1875,NA,1850,1000,1875,2000,Antebellum,Burlington NJ,-74.8648873,40.071222
5182,1386,12467,NJ,Caldwell,Caldwell Library Society,Law socl,1804,NA,NA,1835,NA,0,NA,0,Early National,Caldwell NJ,-74.2765366,40.8398218
5183,7310,12468,NJ,Caldwell,First Presbyterian Society Circulating Library,Church,1789,NA,1789,NA,NA,0,NA,0,Early National,Caldwell NJ,-74.2765366,40.8398218
5184,1382,4184,NJ,Camden,Library and Literary Assoc.,Socl,1852,NA,1875,NA,1875,2000,1875,2000,Antebellum,Camden NJ,-75.1196199,39.9259463
5185,1383,4183,NJ,Camden,Franklin Library,Socl,NA,1858,1858,NA,NA,0,NA,0,NA,Camden NJ,-75.1196199,39.9259463
5186,3774,12470,NJ,Camden,Newton Debating Society,Socy,1807,NA,1807,NA,NA,0,NA,0,Early National,Camden NJ,-75.1196199,39.9259463
5187,1388,12469,NJ,Camden,Camden Library Co.,Socl,NA,1832,1832,NA,NA,0,NA,0,NA,Camden NJ,-75.1196199,39.9259463
5188,1387,12471,NJ,Camden,Washington Library,Socl,1836,NA,1841,NA,NA,0,NA,0,Antebellum,Camden NJ,-75.1196199,39.9259463
5189,5156,4182,NJ,Camden,Felton's Circulating Library,Comm,1870,NA,1884,NA,NA,0,NA,0,NA,Camden NJ,-75.1196199,39.9259463
5190,1384,4185,NJ,Cranford,Library Assoc.,Socl,1872,NA,1884,NA,NA,0,NA,0,NA,Cranford NJ,-74.2995928,40.6584212
5191,1385,4186,NJ,Cream Ridge,Circulating Library,Socl,1871,NA,1884,NA,NA,0,NA,0,NA,Cream Ridge NJ,-74.5236865,40.1340316
5192,3900,12472,NJ,Dover,Sons of Temperance,Rel socy,1832,NA,1832,NA,NA,0,NA,0,Antebellum,Dover NJ,-74.5621025,40.883988
5193,4623,4187,NJ,Egg Harbor City,Egg Harbor City Agricultural Assoc.,Agri socl,1858,1867,1867,NA,1867,20,1867,20,Antebellum,Egg Harbor City NJ,-74.6479364,39.5287282
5194,3027,12474,NJ,Elizabeth,Elizabeth Town Apprentices' Library,Appren,NA,1834,1850,NA,NA,0,NA,0,NA,Elizabeth NJ,-74.2107006,40.6639916
5195,1393,12473,NJ,Elizabeth,Elizabeth Library Hall Assoc.,Socl,1856,NA,1856,NA,NA,0,NA,0,Antebellum,Elizabeth NJ,-74.2107006,40.6639916
5196,2676,12477,NJ,Elizabeth,Religious Library Co.,Rel socl,1811,NA,1834,NA,NA,0,NA,0,Early National,Elizabeth NJ,-74.2107006,40.6639916
5197,3592,4191,NJ,Elizabeth,YMCA,YMCA,1865,NA,1875,NA,1875,1350,1875,1350,NA,Elizabeth NJ,-74.2107006,40.6639916
5198,1391,12476,NJ,Elizabeth,Elizabeth Town Library co.,Socl,1755,NA,1755,NA,NA,0,NA,0,Colonial,Elizabeth NJ,-74.2107006,40.6639916
5199,5184,4189,NJ,Elizabeth,Elizabeth Circulating Library,Comm,1862,NA,1875,NA,1875,586,1875,586,NA,Elizabeth NJ,-74.2107006,40.6639916
5200,5183,4190,NJ,Elizabeth,Putnam Circulating Library,Comm,1875,NA,1884,NA,NA,0,NA,0,NA,Elizabeth NJ,-74.2107006,40.6639916
5201,6774,99019,NJ,Elizabeth,Union County Prison,Prison,1862,NA,1875,NA,NA,0,NA,0,NA,Elizabeth NJ,-74.2107006,40.6639916
5202,7309,42064,NJ,Elizabethtown,Parochial Library,Church,1702,NA,1702,NA,NA,0,NA,0,Colonial,Elizabethtown NJ,-74.216898,40.663585
5203,1392,12475,NJ,Elzizabeth,Elizabeth Town Library Assoc.,Socl,1792,NA,1802,NA,NA,0,NA,0,Early National,Elzizabeth NJ,-74.2107006,40.6639916
5204,1389,12478,NJ,Evesham,Evesham Library Co.,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Evesham NJ,-74.8857989,39.8522951
5205,1395,12479,NJ,Fairfield,Fairfield Social Library Co.,Socl,1835,NA,1835,NA,NA,0,NA,0,Antebellum,Fairfield NJ,-74.3059959,40.8837406
5206,1394,12480,NJ,Flemington,Flemington Library Co.,Socl,1800,NA,NA,1834,NA,0,NA,0,Early National,Flemington NJ,-74.8593318,40.5123258
5207,8005,4192,NJ,Florence,Florence Library,Public,1873,NA,1901,NA,NA,0,NA,0,NA,Florence NJ,-74.805641,40.1182499
5208,4625,4193,NJ,Forest Grove,Forest Grove Horicultural and Agricultural Society,Agri socl,1867,NA,1867,NA,1867,100,1867,100,NA,Forest Grove NJ,-75.0590588,40.2923292
5209,2683,4194,NJ,Franklinville,Christian Union Assoc.,Theo coll,NA,1875,1875,NA,1875,300,1875,300,NA,Franklinville NJ,-75.080747,39.6177969
5210,5182,4195,NJ,Franklinville,Iona Morning Star Circulating Library,Comm,1872,NA,1875,NA,1875,400,1875,400,NA,Franklinville NJ,-75.080747,39.6177969
5211,5153,95267,NJ,Freehold,Freehold Circulating Library,Comm,NA,1875,1875,NA,NA,0,NA,0,NA,Freehold NJ,-74.3000878,40.2136754
5212,1397,12481,NJ,Greenwich,Greenwich Library Co.,Socl,1821,NA,1821,NA,NA,0,NA,0,Early National,Greenwich NJ,-75.2618666,39.8200838
5213,1396,4196,NJ,Greenwich,Greenwich Library,Socl,1806,NA,1858,NA,NA,0,NA,0,Early National,Greenwich NJ,-75.2618666,39.8200838
5214,1398,4197,NJ,Hackensack,Library Assoc.,Socl,NA,1858,1859,NA,NA,0,NA,0,NA,Hackensack NJ,-74.0434736,40.8859325
5215,1403,12482,NJ,Hackettstown,Hackettstown Library Co.,Socl,1814,NA,1814,NA,NA,0,NA,0,Early National,Hackettstown NJ,-74.8290555,40.8539879
5216,1402,12483,NJ,Haddonfield,Haddonfield Library Co. Cat.,Socl,1803,NA,1910,NA,NA,0,NA,0,Early National,Haddonfield NJ,-75.0376707,39.8915022
5217,1399,4198,NJ,Hamilton Square,Hamilton Library,Socl,NA,1858,1858,NA,NA,0,NA,0,NA,Hamilton Square NJ,-74.6693186,40.2292669
5218,1401,12484,NJ,Hancock's Bridge,Hancock Library Co.,Socl,1819,NA,1819,NA,NA,0,NA,0,Early National,Hancock's Bridge NJ,-75.4618652,39.5053904
5219,1400,12485,NJ,Hardwick,Hardwick Social Library,Socl,1841,NA,1841,NA,NA,0,NA,0,Antebellum,Hardwick NJ,-74.9326129,41.0543894
5220,3396,4201,NJ,Hoboken,Franklin Lyceum,Lyceum,1865,NA,1884,NA,1875,2000,1875,2000,NA,Hoboken NJ,-74.0323626,40.7439905
5221,6699,4199,NJ,Hoboken,St. Mary's Hospital,Hosp,1866,NA,1884,NA,NA,0,NA,0,NA,Hoboken NJ,-74.0323626,40.7439905
5222,7315,4200,NJ,Hoboken,St. Mary's Parochial Library,Church,1867,NA,1884,NA,NA,0,NA,0,NA,Hoboken NJ,-74.0323626,40.7439905
5223,5960,4204,NJ,Hoboken,Stevens Institute of Technology,Sci eng coll,1871,NA,1884,NA,1875,5000,1875,5000,NA,Hoboken NJ,-74.0323626,40.7439905
5224,1404,12486,NJ,Hopewell,Hopewell Library Co.,Socl,NA,1804,NA,1836,NA,0,NA,0,NA,Hopewell NJ,-74.8156199,40.343784
5225,4626,4203,NJ,Jamesburg,Farmers and Mechanics Club,Agri socl,1866,1867,1867,NA,1867,190,1867,190,NA,Jamesburg NJ,-74.4401513,40.3526079
5226,2682,4205,NJ,Jersey City,Law Library Assoc.,Law,1872,NA,1884,NA,NA,0,NA,0,NA,Jersey City NJ,-74.0776417,40.7281575
5227,3593,4206,NJ,Jersey City,YMCA,YMCA,1854,NA,1859,NA,1858,447,1858,447,Antebellum,Jersey City NJ,-74.0776417,40.7281575
5228,1405,4204,NJ,Jersey City,Bergen Library,Socl,1866,NA,1875,NA,1875,4500,1875,4500,NA,Jersey City NJ,-74.0776417,40.7281575
5229,3594,4207,NJ,Jersey City,YMCA,YMCA,1867,NA,1875,NA,1875,700,1875,700,NA,Jersey City NJ,-74.0776417,40.7281575
5230,1406,95035,NJ,Kingston,Kingston Library Company,Socl,NA,1812,1812,NA,NA,0,NA,0,NA,Kingston NJ,-74.6134903,40.3753844
5231,1407,4208,NJ,Lakewood,Public Library,Socl,1869,NA,1884,NA,NA,0,NA,0,NA,Lakewood NJ,-74.2097014,40.082129
5232,4627,4209,NJ,Livingston,German Agricultural Society of Livingston,Agri socl,1857,1859,1859,NA,NA,0,NA,0,Antebellum,Livingston NJ,-74.3300842,40.7862871
5233,5181,4210,NJ,Lodi,Lodi Circulating Library,Comm,1846,NA,1875,NA,1875,2500,1875,2500,Antebellum,Lodi NJ,-74.0831971,40.8823215
5234,3595,4212,NJ,Madison,YMCA,YMCA,1873,NA,1884,NA,1875,352,1875,352,NA,Madison NJ,-74.417097,40.7598227
5235,5962,4211,NJ,Madison,Drew Theological Seminary,Theo coll,1867,NA,1884,NA,1870,10000,1875,10875,NA,Madison NJ,-74.417097,40.7598227
5236,1420,4213,NJ,Matawan,Literary Society.,Socl,1866,NA,1884,NA,NA,0,NA,0,NA,Matawan NJ,-74.2295891,40.41483
5237,1411,12487,NJ,Mendham,Mendham Library Co.,Socl,1800,NA,1800,NA,NA,0,NA,0,Early National,Mendham NJ,-74.5765686,40.7870633
5238,1412,12488,NJ,Middlebush,Middlebush Library Co.,Socl,NA,1821,1821,NA,NA,0,NA,0,NA,Middlebush NJ,-74.5293215,40.497604
5239,1418,4214,NJ,Millville,Millville Library and Readng Room Assoc.,Socl,1860,NA,1901,NA,1875,2000,1875,2000,Antebellum,Millville NJ,-75.0393438,39.4020596
5240,1410,4215,NJ,Montclair,Library Assoc.,Socl,1871,NA,1884,NA,1875,1796,1875,1796,NA,Montclair NJ,-74.2090053,40.8259007
5241,1413,12489,NJ,Moorestown,Moorestown Library Co.,Socl,1808,NA,1808,NA,NA,0,NA,0,Early National,Moorestown NJ,-74.948886,39.9688817
5242,7314,4216,NJ,Morrestown,Morrestown Free Library,Church,1853,NA,1926,NA,NA,0,NA,0,Antebellum,Morrestown NJ,-74.948886,39.9688817
5243,1414,12491,NJ,Morristown,Morristown Library Company,Socl,1812,NA,NA,1848,NA,0,NA,0,Early National,Morristown NJ,-74.4815438,40.7967667
5244,1409,4218,NJ,Morristown,Moris Institute and Apprentices,Socl,1854,NA,NA,1866,1855,1500,1855,1500,Antebellum,Morristown NJ,-74.4815438,40.7967667
5245,1408,4219,NJ,Morristown,Morristown Library and Lyceum,Socl,1866,NA,1965,NA,1875,1200,1875,1200,NA,Morristown NJ,-74.4815438,40.7967667
5246,3029,4217,NJ,Morristown,Apprentices' Library,Appren,1848,NA,1981,1854,1875,1200,1875,1200,Antebellum,Morristown NJ,-74.4815438,40.7967667
5247,3996,12490,NJ,Morristown,Morritwon County Society for the Promotion of Agric. and Domestic Manufacturers Library,Sci eng socy,1792,NA,NA,1812,NA,0,NA,0,Early National,Morristown NJ,-74.4815438,40.7967667
5248,5154,95268,NJ,Morristown,Emmell's Circulating Library,Comm,NA,1836,1845,NA,NA,0,NA,0,NA,Morristown NJ,-74.4815438,40.7967667
5249,3395,4220,NJ,Mount Holly,Burlington County Lyceum of History and Natural Science,Lyceum,1859,NA,1884,NA,1875,2000,1875,2000,Antebellum,Mount Holly NJ,-74.7879393,39.9931438
5250,5180,4221,NJ,Mount Holly,Rhees Circulating Library,Comm,1849,NA,1884,NA,1875,600,1875,600,Antebellum,Mount Holly NJ,-74.7879393,39.9931438
5251,4628,4222,NJ,Mount Laurel,Progressive Farmers' Club,Agri socl,1865,1867,1867,NA,1867,20,1867,20,NA,Mount Laurel NJ,-74.8909988,39.934002
5252,1415,12492,NJ,Mt. Holly,Bridgewater Library Company,Socl,1756,NA,1756,NA,NA,0,NA,0,Colonial,Mt. Holly NJ,-74.7879393,39.9931438
5253,1416,12493,NJ,Mt. Holly,Library Company of Bridgetown,Socl,1765,NA,1844,NA,NA,0,NA,0,Colonial,Mt. Holly NJ,-74.7879393,39.9931438
5254,1417,12494,NJ,Mullica Hill,Harmony Library Co.,Socl,1836,NA,1836,NA,NA,0,NA,0,Antebellum,Mullica Hill NJ,-75.2240718,39.7392804
5255,1424,12499,NJ,New Brunswick,New Brunswick Library Co.,Socl,1820,NA,1847,NA,NA,0,NA,0,Early National,New Brunswick NJ,-74.4518188,40.4862157
