,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period,location,lon,lat
4500,2406,3704,MO,St. Charles,Library Assoc.,Socl,NA,1858,1858,NA,NA,0,NA,0,NA,St. Charles MO,-90.4974359,38.7881062
4501,6347,3706,MO,St. Charles,St. Charles College,Coll,1850,NA,1870,NA,1858,900,1858,900,Antebellum,St. Charles MO,-90.4974359,38.7881062
4502,2774,3708,MO,St. Joseph,Law Library,Law socl,1864,NA,1875,NA,1875,2000,1875,2000,NA,St. Joseph MO,-94.846681,39.7674578
4503,5364,3707,MO,St. Joseph,Carl Fuelling's Circulating Library,Comm,1867,NA,1875,NA,1875,6000,1875,6000,NA,St. Joseph MO,-94.846681,39.7674578
4504,5363,3711,MO,St. Joseph,Theodore Altona's Circulating Library,Comm,1866,NA,1884,NA,NA,0,NA,0,NA,St. Joseph MO,-94.846681,39.7674578
4505,5362,3712,MO,St. Joseph,Woolworth and Colt's Circulating Library,Comm,1875,NA,1875,NA,1875,1500,1875,1500,NA,St. Joseph MO,-94.846681,39.7674578
4506,6322,3710,MO,St. Joseph,St. Joseph College,Coll,1867,NA,1875,NA,1875,625,1875,625,NA,St. Joseph MO,-94.846681,39.7674578
4507,4199,3709,MO,St. Joseph's,Odd Fellows' Library,Frat,NA,1859,1859,NA,NA,0,NA,0,NA,St. Joseph's MO,-94.846681,39.7674578
4508,7915,3743,MO,St. Louis,St. Louis Public Library,Co edu,1865,NA,1915,NA,1865,1500,1870,11800,NA,St. Louis MO,-90.1994042,38.6270025
4509,2407,3735,MO,St. Louis,Public School Society of St. Louis,Socl,1865,NA,NA,1869,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4510,3267,3727,MO,St. Louis,Mercantile Library Assoc.,Merc,1846,NA,1915,NA,1847,1018,1875,42013,Antebellum,St. Louis MO,-90.1994042,38.6270025
4511,3810,3723,MO,St. Louis,Library of Free Democratic Association,Socy,NA,1859,1859,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4512,3712,3757,MO,St. Louis,YMCA,YMCA,1854,NA,1884,NA,1857,485,1857,485,Antebellum,St. Louis MO,-90.1994042,38.6270025
4513,3456,3741,MO,St. Louis,Lyceum,Lyceum,1839,NA,1859,NA,1851,2000,1851,2000,Antebellum,St. Louis MO,-90.1994042,38.6270025
4514,3232,3726,MO,St. Louis,Mechanics' Institute,Mech,NA,NA,NA,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4515,2408,3740,MO,St. Louis,St. Louis Library Assoc.,Socl,1824,NA,NA,1839,1825,1106,1837,3000,Early National,St. Louis MO,-90.1994042,38.6270025
4516,2409,12420,MO,St. Louis,St. Louis Library Co.,Socl,NA,1819,1820,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4517,2773,3722,MO,St. Louis,St. Louis Law Library Assoc.,Law socl,1838,NA,1915,NA,1850,1500,1875,8000,Antebellum,St. Louis MO,-90.1994042,38.6270025
4518,7157,12421,MO,St. Louis,St. Louis Reading Room,Read room,NA,1831,1831,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4519,7156,12422,MO,St. Louis,Washington Hall Reading Room,Read room,NA,1831,1831,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4520,7155,12415,MO,St. Louis,Kimball and Ward's Punch House and Reading Room,Read room,NA,1818,1818,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4521,7154,12416,MO,St. Louis,Missouri Advocate Reading Room,Read room,NA,1826,1826,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4522,6352,3745,MO,St. Louis,St. Louis University Library,Coll,1829,NA,1884,NA,1845,7900,1875,17000,Antebellum,St. Louis MO,-90.1994042,38.6270025
4523,7152,12418,MO,St. Louis,Post Meridian Reading Room,Read room,NA,1828,NA,1829,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4524,4797,3732,MO,St. Louis,Mo. State Horticultural Society,Agri socl,1859,1867,1867,NA,NA,0,NA,0,Antebellum,St. Louis MO,-90.1994042,38.6270025
4525,6809,3739,MO,St. Louis,St. Louis County Jail,Prison,1873,NA,1884,NA,1875,800,1875,800,NA,St. Louis MO,-90.1994042,38.6270025
4526,7004,3720,MO,St. Louis,House of Refuge,Asylum,1854,NA,1884,NA,1875,300,1875,300,Antebellum,St. Louis MO,-90.1994042,38.6270025
4527,7006,3752,MO,St. Louis,State Asylum for the Blind,Asylum,1851,NA,1858,NA,NA,0,NA,0,Antebellum,St. Louis MO,-90.1994042,38.6270025
4528,6324,3742,MO,St. Louis,St. Louis Medical College,Med coll,1844,NA,1884,NA,1875,1100,1875,1100,Antebellum,St. Louis MO,-90.1994042,38.6270025
4529,7153,12417,MO,St. Louis,Missouri Gazette Reading Room,Read room,NA,1810,1810,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4530,5802,3749,MO,St. Louis,St. Louis University - Philenphradigne Society,Coll socy,NA,1850,1875,NA,1850,250,1851,200,NA,St. Louis MO,-90.1994042,38.6270025
4531,6325,3738,MO,St. Louis,St. Louis College of Pharmacy,Med coll,1865,NA,1875,NA,1875,250,1875,250,NA,St. Louis MO,-90.1994042,38.6270025
4532,6327,3729,MO,St. Louis,Missouri Dental College,Med coll,1866,NA,1875,NA,1875,300,1875,300,NA,St. Louis MO,-90.1994042,38.6270025
4533,6328,3719,MO,St. Louis,Homoeopathic Medical College,Med coll,1858,NA,1870,NA,1870,900,1870,900,Antebellum,St. Louis MO,-90.1994042,38.6270025
4534,6331,3734,MO,St. Louis,O'Fallon Polytechnic Institute,Sci eng coll,1854,NA,1859,NA,1858,2500,1858,2500,Antebellum,St. Louis MO,-90.1994042,38.6270025
4535,6332,3717,MO,St. Louis,German Evangelical Luthern Concordia College,Theo coll,1840,NA,1884,NA,1870,5000,1875,4800,Antebellum,St. Louis MO,-90.1994042,38.6270025
4536,5805,3746,MO,St. Louis,St. Louis Students' Library,Coll socy,1868,NA,1884,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4537,6350,3721,MO,St. Louis,Kempen College,Coll,1840,NA,1845,NA,1845,6400,1845,6400,Antebellum,St. Louis MO,-90.1994042,38.6270025
4538,5803,3748,MO,St. Louis,St. Louis Univ - Philalethic Society,Coll socy,1832,NA,1875,NA,1850,630,1857,630,Antebellum,St. Louis MO,-90.1994042,38.6270025
4539,6351,3753,MO,St. Louis,Washington University,Coll,1857,NA,1884,NA,1870,6000,1875,4500,Antebellum,St. Louis MO,-90.1994042,38.6270025
4540,6334,3754,MO,St. Louis,Washington University,Law coll,1867,NA,1898,NA,1875,3000,1875,3000,NA,St. Louis MO,-90.1994042,38.6270025
4541,5358,12419,MO,St. Louis,St. Louis Circulating Library,Comm,NA,1845,1845,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4542,5359,12414,MO,St. Louis,Franklin Circulating Library,Comm,1833,NA,1833,NA,NA,0,NA,0,Antebellum,St. Louis MO,-90.1994042,38.6270025
4543,6348,3715,MO,St. Louis,College o the Christian Brothers,Coll,1860,NA,1895,NA,1870,5000,1875,22000,Antebellum,St. Louis MO,-90.1994042,38.6270025
4544,6349,3716,MO,St. Louis,Eden College,Coll,1850,NA,1850,NA,1850,4500,1850,4500,Antebellum,St. Louis MO,-90.1994042,38.6270025
4545,5360,3736,MO,St. Louis,St. John Circulating Library,Comm,1872,NA,1875,NA,1875,600,1875,600,NA,St. Louis MO,-90.1994042,38.6270025
4546,5361,3724,MO,St. Louis,Woodward? Circulating Library,Comm,NA,1842,1842,NA,1842,10000,1842,10000,NA,St. Louis MO,-90.1994042,38.6270025
4547,5804,3747,MO,St. Louis,St. Loius University - Orthological Society,Coll socy,1840,NA,1875,NA,1850,200,1851,200,Antebellum,St. Louis MO,-90.1994042,38.6270025
4548,4081,3750,MO,St. Louis,St. Louis Vocalist Association,Socl,1847,NA,1857,NA,1857,1053,1857,1053,Antebellum,St. Louis MO,-90.1994042,38.6270025
4549,4200,3725,MO,St. Louis,Masonic Library,Frat,1856,NA,1884,NA,NA,0,NA,0,Antebellum,St. Louis MO,-90.1994042,38.6270025
4550,4080,3744,MO,St. Louis,St. Louis Turnverein,Socl,1855,NA,1898,NA,1875,2000,1875,2000,Antebellum,St. Louis MO,-90.1994042,38.6270025
4551,4079,95124,MO,St. Louis,"Deutsches Institut fur Wissenschaft, Kunst und Gewerbe",Socl,1857,NA,1860,NA,NA,0,NA,0,Antebellum,St. Louis MO,-90.1994042,38.6270025
4552,7699,12413,MO,St. Louis,Jefferson Barracks Post Library,Garr,NA,1870,1870,NA,1870,254,1870,254,NA,St. Louis MO,-90.1994042,38.6270025
4553,7438,95184,MO,St. Louis,St. Joseph's Church - Rozenkranz Bibliothek,Church,NA,1866,1866,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4554,7437,3758,MO,St. Louis,Young Men's Sodality,Church,1855,NA,1898,NA,1875,1327,1875,1327,Antebellum,St. Louis MO,-90.1994042,38.6270025
4555,4497,3730,MO,St. Louis,Missouri Historical Society,Hist socl,1866,NA,1915,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4556,7701,3714,MO,St. Louis,St. Louis Barracks - Cavalry Depot,Garr,1871,NA,1875,NA,1875,800,1875,800,NA,St. Louis MO,-90.1994042,38.6270025
4557,7436,3737,MO,St. Louis,St. Joseph's Church Residence Library,Church,1846,NA,1898,NA,NA,0,NA,0,Antebellum,St. Louis MO,-90.1994042,38.6270025
4558,4516,3713,MO,St. Louis,Academy of Science,Sci eng socy,1856,NA,1915,NA,1857,300,1875,2744,Antebellum,St. Louis MO,-90.1994042,38.6270025
4559,6326,3731,MO,St. Louis,Missouri Medical College,Med coll,1840,NA,1876,NA,1875,1000,1875,1000,Antebellum,St. Louis MO,-90.1994042,38.6270025
4560,4082,3751,MO,St. Louis,South St. Louis Turnverein,Socl,1861,NA,1875,NA,NA,0,NA,0,NA,St. Louis MO,-90.1994042,38.6270025
4561,4517,3728,MO,St. Louis,Missouri Botonical Garden Library,Sci eng socy,1852,NA,1915,NA,NA,0,NA,0,Antebellum,St. Louis MO,-90.1994042,38.6270025
4562,4201,3733,MO,St. Louis,Odd Fellows' Library,Frat,1868,NA,1897,NA,1875,4000,1875,4000,NA,St. Louis MO,-90.1994042,38.6270025
4563,4518,3756,MO,St. Louis,Western Academy of Natural Science,Sci eng socy,1837,NA,NA,1856,1856,120,1856,120,Antebellum,St. Louis MO,-90.1994042,38.6270025
4564,2411,3761,MO,Troy,Social Library,Socl,1821,NA,1884,NA,1875,407,1875,407,Early National,Troy MO,-90.9806954,38.9794922
4565,1851,12392,MS,Aberdeen,Aberdeen Circulating Library Society,Socl,1839,NA,1839,NA,NA,0,NA,0,Antebellum,Aberdeen MS,-88.5436553,33.8251139
4566,1849,3619,MS,Aberdeen,Library Assoc.,Socl,NA,1858,1859,NA,NA,0,NA,0,NA,Aberdeen MS,-88.5436553,33.8251139
4567,3329,3620,MS,Adams,Athenaeum,Athen,NA,NA,NA,NA,NA,0,NA,0,NA,Adams MS,-91.2891036,31.5305353
4568,1852,12390,MS,Attala County,Attala County Library Assoc.,Socl,1859,NA,1859,NA,NA,0,NA,0,Antebellum,Attala County MS,-89.6251646,33.1683267
4569,1854,12393,MS,Canton,The Literary Society,Socl,1848,NA,1848,NA,NA,0,NA,0,Antebellum,Canton MS,-90.0367512,32.6126381
4570,6229,3621,MS,Clinton,Miss. College,Coll,1850,NA,1884,NA,1858,1600,1875,2000,Antebellum,Clinton MS,-90.3217585,32.3415342
4571,5707,3622,MS,Clinton,Miss. College - Hermenian Society,Coll socy,1855,NA,1884,NA,1875,500,1875,500,Antebellum,Clinton MS,-90.3217585,32.3415342
4572,5706,3623,MS,Clinton,Mississippi College - Philormathean Society,Coll socy,1846,NA,1884,NA,1875,555,1875,555,Antebellum,Clinton MS,-90.3217585,32.3415342
4573,6230,3624,MS,Garlandsville,Union Seminary,Coll,NA,1858,1858,NA,1858,500,1858,500,NA,Garlandsville MS,-89.1225584,32.2195912
4574,1853,12391,MS,Greene County,Library Society of Greene Co. Inc.,Socl,1817,NA,1817,NA,NA,0,NA,0,Early National,Greene County MS,-88.7108964,31.1646163
4575,1856,12395,MS,Holly Springs,Holly Springs Library Society,Socl,1841,NA,1841,NA,NA,0,NA,0,Antebellum,Holly Springs MS,-89.4486894,34.7675967
4576,1855,12394,MS,Holly Springs,Clayton Library,Socl,1870,NA,1875,NA,NA,0,NA,0,NA,Holly Springs MS,-89.4486894,34.7675967
4577,6227,3626,MS,Holly Springs,Shaw Univ.,Coll,1870,NA,1875,NA,1875,300,1875,300,NA,Holly Springs MS,-89.4486894,34.7675967
4578,6228,3625,MS,Holy Springs,Rust Library of Rust University,Coll,1869,NA,1884,NA,NA,0,NA,0,NA,Holy Springs MS,-89.4486894,34.7675967
4579,7797,3629,MS,Jackson,State Library,State,1838,NA,1884,NA,1849,5000,1875,16000,Antebellum,Jackson MS,-90.1848103,32.2987573
4580,7658,3630,MS,Jackson,Post and Company Library,Garr,1869,NA,1875,NA,NA,0,NA,0,NA,Jackson MS,-90.1848103,32.2987573
4581,7657,3627,MS,Jackson,Jackson Company Library,Garr,1872,NA,1875,NA,NA,0,NA,0,NA,Jackson MS,-90.1848103,32.2987573
4582,6786,3628,MS,Jackson,Mississippi Penitentiary Library,Prison,1870,NA,1884,NA,NA,0,NA,0,NA,Jackson MS,-90.1848103,32.2987573
4583,1857,12396,MS,Kosciusko,,Socl,NA,1859,1859,NA,NA,0,NA,0,NA,Kosciusko MS,-89.5875764,33.0576295
4584,1858,12397,MS,Liberty,Amitie Library and Debating Society,Socl,NA,1838,1839,NA,NA,0,NA,0,NA,Liberty MS,-90.8123243,31.1582312
4585,1859,12398,MS,Liberty,Liberty Debating and Library Society,Socl,1820,NA,1820,NA,NA,0,NA,0,Early National,Liberty MS,-90.8123243,31.1582312
4586,1860,12399,MS,Louisville,Louisville Circulating Library,Socl,1860,NA,1860,NA,NA,0,NA,0,Antebellum,Louisville MS,-89.0550624,33.1237377
4587,1861,12400,MS,Meridian Springs,Meridian Springs Library Society,Socl,1831,NA,1831,NA,NA,0,NA,0,Antebellum,Meridian Springs MS,-88.681964,32.2686512
4588,3328,3631,MS,Natchez,Athenaeum,Athen,1812,NA,1821,NA,NA,0,NA,0,Early National,Natchez MS,-91.403171,31.5604442
4589,2731,3634,MS,Natchez,Lit. Soc. Of the Sacred Heart,Rel socl,NA,1875,1875,NA,1875,360,1875,360,NA,Natchez MS,-91.403171,31.5604442
4590,1850,3635,MS,Natchez,Natchez Institute,Socl,1847,NA,1875,NA,1858,2083,1875,1200,Antebellum,Natchez MS,-91.403171,31.5604442
4591,2732,3632,MS,Natchez,Catholic Circle Library,Rel socl,NA,1875,1875,NA,1875,400,1875,400,NA,Natchez MS,-91.403171,31.5604442
4592,6987,3633,MS,Natchez,D'Evereaux Hall Orphan Asylum,Asylum,1865,NA,1884,NA,NA,0,NA,0,NA,Natchez MS,-91.403171,31.5604442
4593,6226,3636,MS,Oakland,Oakland College Library,Coll,1831,NA,1859,NA,1857,2640,1857,2640,Antebellum,Oakland MS,-89.9164781,34.0556679
4594,6221,3638,MS,Oxford,University of Miss. Law School,Law coll,NA,1875,1875,NA,1875,1282,1875,1282,NA,Oxford MS,-89.5192484,34.3664951
4595,5705,3639,MS,Oxford,Univ. of Miss. - Hermean Society,Coll socy,NA,1858,1875,NA,1875,1000,1875,1000,NA,Oxford MS,-89.5192484,34.3664951
4596,5704,3640,MS,Oxford,University of Miss. Phi Sigma Society,Coll socy,NA,1858,1875,NA,1858,1000,1875,1600,NA,Oxford MS,-89.5192484,34.3664951
4597,6225,3637,MS,Oxford,Univ. of Miss.,Coll,1849,NA,1884,NA,1850,1600,1875,4847,Antebellum,Oxford MS,-89.5192484,34.3664951
4598,1862,12401,MS,Pike,Pike Library Society Inc.,Socl,1821,NA,1821,NA,NA,0,NA,0,Early National,Pike MS,-90.3748354,31.1704959
4599,1863,12402,MS,Pontotoc,Pontotoc Library Assoc.,Socl,1842,NA,1842,NA,NA,0,NA,0,Antebellum,Pontotoc MS,-88.998673,34.2478831
4600,1864,12403,MS,Port Gibson,Literary and Library Co. of Port Gibson,Socl,1817,NA,1817,NA,NA,0,NA,0,Early National,Port Gibson MS,-90.9817325,31.9607734
4601,6224,3642,MS,Rodney,Alcorn University,Coll,1874,NA,1875,NA,1875,457,1875,457,NA,Rodney MS,-91.1998325,31.861272
4602,6223,3643,MS,Sharon,Madison College,Coll,1852,NA,1875,NA,1858,500,1875,650,Antebellum,Sharon MS,-89.9361935,32.65847
4603,5281,3644,MS,Springville,Gill's Circulating Library,Comm,1873,NA,1884,NA,NA,0,NA,0,NA,Springville MS,-89.1036772,34.2317732
4604,1865,12404,MS,Tchula,Tchula Library and Debating Society,Socl,1840,NA,1840,NA,NA,0,NA,0,Antebellum,Tchula MS,-90.2228629,33.1829034
4605,6222,3645,MS,Washington,Jefferson College,Coll,NA,1835,1884,NA,1850,1000,1850,1000,NA,Washington MS,-91.2992784,31.5787773
4606,1866,12405,MS,Woodville,Franklin Library and Debating Society Inc.,Socl,1840,NA,1840,NA,NA,0,NA,0,Antebellum,Woodville MS,-91.2995551,31.104619
4607,1867,12406,MS,Yazoo City,Yazoo Library Assoc.,Socl,1838,NA,1875,NA,NA,0,NA,0,Antebellum,Yazoo City MS,-90.4056468,32.8551326
4608,7687,12423,MT,Camp Baker,Camp Baker Post Library,Garr,NA,1875,1875,NA,NA,0,NA,0,NA,Camp Baker MT,-111.1829019,46.803805
4609,7688,12424,MT,Ft. Ellis,Fort Ellis Post Library,Garr,NA,1870,1870,NA,1870,210,1870,210,NA,Ft. Ellis MT,-110.9803075,45.6564433
4610,7686,3762,MT,Ft. Shaw,Fort Shaw Post Library,Garr,1867,NA,1884,NA,NA,0,NA,0,NA,Ft. Shaw MT,-111.8102651,47.5055075
4611,7816,99018,MT,Helena,Territorial Library,State,1865,NA,1884,NA,1875,550,1875,550,NA,Helena MT,-112.0245054,46.5883707
4612,7815,3766,MT,Helena,Territorial Library,State,1871,NA,1884,NA,1875,550,1875,550,NA,Helena MT,-112.0245054,46.5883707
4613,2435,3765,MT,Helena,Library Assoc.,Socl,1868,NA,1875,NA,1875,1250,1875,1250,NA,Helena MT,-112.0245054,46.5883707
4614,4206,3763,MT,Helena,Grand Lodge Library of Montana,Frat,1866,NA,1884,NA,NA,0,NA,0,NA,Helena MT,-112.0245054,46.5883707
4615,4502,3764,MT,Helena,Historical Society of Montana,Hist socl,1866,NA,1884,NA,NA,0,NA,0,NA,Helena MT,-112.0245054,46.5883707
4616,7408,42082,NC,,Parochial Library - Urmstone's Library,Church,1712,NA,1712,NA,NA,0,NA,0,Colonial, NC,-79.0192997,35.7595731
4617,5596,48990,NC,,Rutherford College - Platonic Society,Coll socy,1873,NA,1884,NA,NA,0,NA,0,NA, NC,-79.0192997,35.7595731
4618,5597,4898,NC,,Rutherford Colege - Newtonian Society,Coll socy,1853,NA,1884,NA,NA,0,NA,0,Antebellum, NC,-79.0192997,35.7595731
4619,7407,4859,NC,Albemarle?,Laymen's Library,Church,1700,NA,1700,NA,1700,874,1700,874,Colonial,Albemarle? NC,-80.2000578,35.3501426
4620,1675,12636,NC,Asheville,"Vance Circ. Library Society, Inc.",Socl,1829,NA,1829,NA,NA,0,NA,0,Antebellum,Asheville NC,-82.5514869,35.5950581
4621,7923,4860,NC,Bath,Parochial Library,Co theo,1700,NA,1715,NA,1700,166,1700,166,Colonial,Bath NC,-76.8116045,35.4771094
4622,7404,4861,NC,Bath,Layman's Library,Church,1700,NA,1700,NA,1700,870,1700,870,Colonial,Bath NC,-76.8116045,35.4771094
4623,7646,12641,NC,Beaufort,Fort Macon,Garr,NA,1870,1870,NA,1870,200,1870,200,NA,Beaufort NC,-76.6638186,34.7182174
4624,7405,4862,NC,Brunswick,Parochial Church,Church,1765,NA,1765,NA,NA,0,NA,0,Colonial,Brunswick NC,-78.7011275,34.2868356
4625,7406,4863,NC,Cape Fear,Parish of St. James,Church,1755,NA,1770,NA,NA,0,NA,0,Colonial,Cape Fear NC,-78.815,35.425
4626,6189,4864,NC,Chapel Hill,Univ. of North Carolina,Coll,1795,NA,1884,NA,1845,10000,1870,23000,Early National,Chapel Hill NC,-79.0558445,35.9131996
4627,5591,4866,NC,Chapel Hill,University of N.C. - Philanthropic Society,Coll socy,1795,NA,NA,1886,1850,4311,1875,6905,Early National,Chapel Hill NC,-79.0558445,35.9131996
4628,5592,4865,NC,Chapel Hill,University of N.C. - Dialectic Society,Coll socy,1795,NA,NA,1886,1821,1673,1875,6908,Early National,Chapel Hill NC,-79.0558445,35.9131996
4629,3644,4867,NC,Charlotte,YMCA,YMCA,1874,NA,1884,NA,NA,0,NA,0,NA,Charlotte NC,-80.8431267,35.2270869
4630,7402,2083,NC,Chowan,Parochial Library,Church,1712,NA,1712,NA,NA,0,NA,0,Colonial,Chowan NC,-76.6181655,36.1354131
4631,7403,4868,NC,Currituck,Parochial Church,Church,1708,NA,1708,NA,NA,0,NA,0,Colonial,Currituck NC,-76.0142968,36.4465659
4632,5589,4871,NC,Davidson,Davidson College - Philanthropic Society,Coll socy,1837,NA,NA,1887,1871,5000,1871,5000,Antebellum,Davidson NC,-80.8486846,35.4993031
4633,5590,4870,NC,Davidson,Davidson College - Eumenian Society,Coll socy,1837,NA,NA,1887,1871,5000,1871,5000,Antebellum,Davidson NC,-80.8486846,35.4993031
4634,1676,12623,NC,Davidson County,"Abbott's Creek Library Society, Inc.",Socl,1825,NA,1825,NA,NA,0,NA,0,Early National,Davidson County NC,-80.1875065,35.7748479
4635,1677,12624,NC,Davidson County,"Sandy Creek Library Society, Inc.",Socl,1823,NA,1823,NA,NA,0,NA,0,Early National,Davidson County NC,-80.1875065,35.7748479
4636,7397,42084,NC,Edenton,Parochial Library,Church,1723,NA,1723,NA,NA,0,NA,0,Colonial,Edenton NC,-76.6077213,36.057938
4637,1678,12625,NC,Edgecombe,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Edgecombe NC,-77.6536125,35.8840053
4638,1682,12640,NC,Fayeteville,Franklin Library Inst. Inc.,Socl,1840,NA,1840,NA,NA,0,NA,0,Antebellum,Fayeteville NC,-78.8783585,35.0526641
4639,1681,12639,NC,Fayetteville,Fayetteville Library Society Inc.,Socl,1794,NA,1794,NA,NA,0,NA,0,Early National,Fayetteville NC,-78.8783585,35.0526641
4640,1680,12638,NC,Fayetteville,Fayetteville Library,Socl,1844,NA,1844,NA,NA,0,NA,0,Antebellum,Fayetteville NC,-78.8783585,35.0526641
4641,4166,4872,NC,Fayetteville,Cross Creek Lodge,Frat,1846,NA,1884,NA,1858,1350,1875,1200,Antebellum,Fayetteville NC,-78.8783585,35.0526641
4642,1679,12637,NC,Fayetteville,Fayetteville Library Co.,Socl,1818,NA,1818,NA,NA,0,NA,0,Early National,Fayetteville NC,-78.8783585,35.0526641
4643,5587,4875,NC,Forestville,Wake Forest College - Philmathesian Society,Coll socy,1835,NA,NA,1886,1854,1831,1875,4000,Antebellum,Forestville NC,-78.51833,35.96139
4644,5588,4874,NC,Forestville,Wake Forest College - Euzelian and Philomathesian Society,Coll socy,1835,NA,NA,1886,1857,5000,1875,4000,Antebellum,Forestville NC,-78.51833,35.96139
4645,1683,12642,NC,Greensboro,"Library Society, Inc.",Socl,1825,NA,1825,NA,NA,0,NA,0,Early National,Greensboro NC,-79.7919754,36.0726354
4646,6177,4876,NC,Greensboro,Greensboro Female College,Coll,1857,NA,1884,NA,1857,500,1857,500,Antebellum,Greensboro NC,-79.7919754,36.0726354
4647,1685,12626,NC,Guildford,1819 Alamance LibrarySociety,Socl,1819,NA,1819,NA,NA,0,NA,0,Early National,Guildford NC,-79.8296743,36.0899873
4648,1684,12627,NC,Guilford,Richland Creek Library Society,Socl,1822,NA,1822,NA,NA,0,NA,0,Early National,Guilford NC,-79.8296743,36.0899873
4649,6186,4877,NC,Happy Home,Rutherford College,Coll,1870,NA,1875,NA,1875,3000,1875,3000,NA,Happy Home NC,-78.6312705,34.1303963
4650,1686,12643,NC,Hillsboro,1822 Franklin Library Society Inc.,Socl,1822,NA,1825,NA,NA,0,NA,0,Early National,Hillsboro NC,-79.0997347,36.0754183
4651,1688,12645,NC,Hookerton,"1833 Library Society., Inc.",Socl,1833,NA,1833,NA,NA,0,NA,0,Antebellum,Hookerton NC,-77.5883039,35.4251622
4652,1687,12644,NC,Hookerton,"Library Society, Inc.",Socl,1827,NA,1827,NA,NA,0,NA,0,Early National,Hookerton NC,-77.5883039,35.4251622
4653,1690,12628,NC,Iredell Co.,1821 Union Library Society,Socl,1821,NA,1821,NA,NA,0,NA,0,Early National,Iredell Co. NC,-80.8986502,35.8310501
4654,1689,4878,NC,Iredell Co.,Circulating Library,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Iredell Co. NC,-80.8986502,35.8310501
4655,7401,4879,NC,Iredell County,Circulating Library - Church,Church,NA,NA,NA,NA,NA,0,NA,0,NA,Iredell County NC,-80.8986502,35.8310501
4656,1692,12646,NC,Lenoir,United Brothers Library Society,Socl,1831,NA,1831,NA,NA,0,NA,0,Antebellum,Lenoir NC,-81.5389849,35.9140196
4657,1691,4881,NC,Lenoir,Pioneer Library,Socl,1875,NA,1884,NA,NA,0,NA,0,NA,Lenoir NC,-81.5389849,35.9140196
4658,6178,4880,NC,Lenoir,Davenport Female College,Coll,1856,NA,1870,NA,1870,300,1870,300,Antebellum,Lenoir NC,-81.5389849,35.9140196
4659,1693,12629,NC,Lincoln County,1818 Buffalo Library Society,Socl,1818,NA,1818,NA,NA,0,NA,0,Early National,Lincoln County NC,-81.2078164,35.4637028
4660,6188,4869,NC,Mechlenberg County,Davidson College,Coll,1839,NA,1884,NA,1845,1150,1875,6000,Antebellum,Mechlenberg County NC,-80.8543847,35.2632655
4661,1696,12630,NC,Mecklenburg,New Providence Library Co.,Socl,1823,NA,1823,NA,NA,0,NA,0,Early National,Mecklenburg NC,-80.8543847,35.2632655
4662,1695,4883,NC,Mecklenburg,Mecklenburg Circulating Library,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Mecklenburg NC,-80.8543847,35.2632655
4663,5599,4885,NC,Mt. Pleasant,N.C. College - Philalaethian Society,Coll socy,1860,NA,1875,NA,1875,400,1875,400,Antebellum,Mt. Pleasant NC,-80.4358963,35.399308
4664,5598,4886,NC,Mt. Pleasant,N.C. College -Pi Sigma Phi Society,Coll socy,1860,NA,1875,NA,1875,400,1875,400,Antebellum,Mt. Pleasant NC,-80.4358963,35.399308
4665,6185,4884,NC,Mt. Pleasant,N.C. College,Coll,1859,NA,1884,NA,1870,800,1875,700,Antebellum,Mt. Pleasant NC,-80.4358963,35.399308
4666,1697,12647,NC,Nazareth,Guildford Co.,Socl,1827,NA,1827,NA,NA,0,NA,0,Early National,Nazareth NC,-78.67299,35.7787269
4667,1699,12648,NC,New Garden,Lib. Soc'y Inc.,Socl,NA,1827,NA,1827,NA,0,NA,0,NA,New Garden NC,-79.8723121,36.1174101
4668,1700,12649,NC,New Salem,1819 New Salem Library Society Inc.,Socl,1819,NA,1819,NA,NA,0,NA,0,Early National,New Salem NC,-80.3692306,35.1309813
4669,1698,4887,NC,Newbern,Newbern LibrarySociety,Socl,1803,NA,1823,NA,NA,0,NA,0,Early National,Newbern NC,-77.0441143,35.108493
4670,2725,12631,NC,Northampton Co.,Farmers' Library Society,Agri socl,1825,NA,1825,NA,NA,0,NA,0,Early National,Northampton Co. NC,-77.4242972,36.4159635
