,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period
4518,7157,12421,MO,St. Louis,St. Louis Reading Room,Read room,NA,1831,1831,NA,NA,0,NA,0,NA
4519,7156,12422,MO,St. Louis,Washington Hall Reading Room,Read room,NA,1831,1831,NA,NA,0,NA,0,NA
4520,7155,12415,MO,St. Louis,Kimball and Ward's Punch House and Reading Room,Read room,NA,1818,1818,NA,NA,0,NA,0,NA
4521,7154,12416,MO,St. Louis,Missouri Advocate Reading Room,Read room,NA,1826,1826,NA,NA,0,NA,0,NA
4522,6352,3745,MO,St. Louis,St. Louis University Library,Coll,1829,NA,1884,NA,1845,7900,1875,17000,Antebellum
4523,7152,12418,MO,St. Louis,Post Meridian Reading Room,Read room,NA,1828,NA,1829,NA,0,NA,0,NA
4524,4797,3732,MO,St. Louis,Mo. State Horticultural Society,Agri socl,1859,1867,1867,NA,NA,0,NA,0,Antebellum
4525,6809,3739,MO,St. Louis,St. Louis County Jail,Prison,1873,NA,1884,NA,1875,800,1875,800,NA
4526,7004,3720,MO,St. Louis,House of Refuge,Asylum,1854,NA,1884,NA,1875,300,1875,300,Antebellum
4527,7006,3752,MO,St. Louis,State Asylum for the Blind,Asylum,1851,NA,1858,NA,NA,0,NA,0,Antebellum
4528,6324,3742,MO,St. Louis,St. Louis Medical College,Med coll,1844,NA,1884,NA,1875,1100,1875,1100,Antebellum
4529,7153,12417,MO,St. Louis,Missouri Gazette Reading Room,Read room,NA,1810,1810,NA,NA,0,NA,0,NA
4530,5802,3749,MO,St. Louis,St. Louis University - Philenphradigne Society,Coll socy,NA,1850,1875,NA,1850,250,1851,200,NA
4531,6325,3738,MO,St. Louis,St. Louis College of Pharmacy,Med coll,1865,NA,1875,NA,1875,250,1875,250,NA
4532,6327,3729,MO,St. Louis,Missouri Dental College,Med coll,1866,NA,1875,NA,1875,300,1875,300,NA
4533,6328,3719,MO,St. Louis,Homoeopathic Medical College,Med coll,1858,NA,1870,NA,1870,900,1870,900,Antebellum
4534,6331,3734,MO,St. Louis,O'Fallon Polytechnic Institute,Sci eng coll,1854,NA,1859,NA,1858,2500,1858,2500,Antebellum
4535,6332,3717,MO,St. Louis,German Evangelical Luthern Concordia College,Theo coll,1840,NA,1884,NA,1870,5000,1875,4800,Antebellum
4536,5805,3746,MO,St. Louis,St. Louis Students' Library,Coll socy,1868,NA,1884,NA,NA,0,NA,0,NA
4537,6350,3721,MO,St. Louis,Kempen College,Coll,1840,NA,1845,NA,1845,6400,1845,6400,Antebellum
4538,5803,3748,MO,St. Louis,St. Louis Univ - Philalethic Society,Coll socy,1832,NA,1875,NA,1850,630,1857,630,Antebellum
4539,6351,3753,MO,St. Louis,Washington University,Coll,1857,NA,1884,NA,1870,6000,1875,4500,Antebellum
4540,6334,3754,MO,St. Louis,Washington University,Law coll,1867,NA,1898,NA,1875,3000,1875,3000,NA
4541,5358,12419,MO,St. Louis,St. Louis Circulating Library,Comm,NA,1845,1845,NA,NA,0,NA,0,NA
4542,5359,12414,MO,St. Louis,Franklin Circulating Library,Comm,1833,NA,1833,NA,NA,0,NA,0,Antebellum
4543,6348,3715,MO,St. Louis,College o the Christian Brothers,Coll,1860,NA,1895,NA,1870,5000,1875,22000,Antebellum
4544,6349,3716,MO,St. Louis,Eden College,Coll,1850,NA,1850,NA,1850,4500,1850,4500,Antebellum
4545,5360,3736,MO,St. Louis,St. John Circulating Library,Comm,1872,NA,1875,NA,1875,600,1875,600,NA
4546,5361,3724,MO,St. Louis,Woodward? Circulating Library,Comm,NA,1842,1842,NA,1842,10000,1842,10000,NA
4547,5804,3747,MO,St. Louis,St. Loius University - Orthological Society,Coll socy,1840,NA,1875,NA,1850,200,1851,200,Antebellum
4548,4081,3750,MO,St. Louis,St. Louis Vocalist Association,Socl,1847,NA,1857,NA,1857,1053,1857,1053,Antebellum
4549,4200,3725,MO,St. Louis,Masonic Library,Frat,1856,NA,1884,NA,NA,0,NA,0,Antebellum
4550,4080,3744,MO,St. Louis,St. Louis Turnverein,Socl,1855,NA,1898,NA,1875,2000,1875,2000,Antebellum
4551,4079,95124,MO,St. Louis,"Deutsches Institut fur Wissenschaft, Kunst und Gewerbe",Socl,1857,NA,1860,NA,NA,0,NA,0,Antebellum
4552,7699,12413,MO,St. Louis,Jefferson Barracks Post Library,Garr,NA,1870,1870,NA,1870,254,1870,254,NA
4553,7438,95184,MO,St. Louis,St. Joseph's Church - Rozenkranz Bibliothek,Church,NA,1866,1866,NA,NA,0,NA,0,NA
4554,7437,3758,MO,St. Louis,Young Men's Sodality,Church,1855,NA,1898,NA,1875,1327,1875,1327,Antebellum
4555,4497,3730,MO,St. Louis,Missouri Historical Society,Hist socl,1866,NA,1915,NA,NA,0,NA,0,NA
4556,7701,3714,MO,St. Louis,St. Louis Barracks - Cavalry Depot,Garr,1871,NA,1875,NA,1875,800,1875,800,NA
4557,7436,3737,MO,St. Louis,St. Joseph's Church Residence Library,Church,1846,NA,1898,NA,NA,0,NA,0,Antebellum
4558,4516,3713,MO,St. Louis,Academy of Science,Sci eng socy,1856,NA,1915,NA,1857,300,1875,2744,Antebellum
4559,6326,3731,MO,St. Louis,Missouri Medical College,Med coll,1840,NA,1876,NA,1875,1000,1875,1000,Antebellum
4560,4082,3751,MO,St. Louis,South St. Louis Turnverein,Socl,1861,NA,1875,NA,NA,0,NA,0,NA
4561,4517,3728,MO,St. Louis,Missouri Botonical Garden Library,Sci eng socy,1852,NA,1915,NA,NA,0,NA,0,Antebellum
4562,4201,3733,MO,St. Louis,Odd Fellows' Library,Frat,1868,NA,1897,NA,1875,4000,1875,4000,NA
4563,4518,3756,MO,St. Louis,Western Academy of Natural Science,Sci eng socy,1837,NA,NA,1856,1856,120,1856,120,Antebellum
4564,2411,3761,MO,Troy,Social Library,Socl,1821,NA,1884,NA,1875,407,1875,407,Early National
4565,1851,12392,MS,Aberdeen,Aberdeen Circulating Library Society,Socl,1839,NA,1839,NA,NA,0,NA,0,Antebellum
4566,1849,3619,MS,Aberdeen,Library Assoc.,Socl,NA,1858,1859,NA,NA,0,NA,0,NA
4567,3329,3620,MS,Adams,Athenaeum,Athen,NA,NA,NA,NA,NA,0,NA,0,NA
4568,1852,12390,MS,Attala County,Attala County Library Assoc.,Socl,1859,NA,1859,NA,NA,0,NA,0,Antebellum
4569,1854,12393,MS,Canton,The Literary Society,Socl,1848,NA,1848,NA,NA,0,NA,0,Antebellum
4570,6229,3621,MS,Clinton,Miss. College,Coll,1850,NA,1884,NA,1858,1600,1875,2000,Antebellum
4571,5707,3622,MS,Clinton,Miss. College - Hermenian Society,Coll socy,1855,NA,1884,NA,1875,500,1875,500,Antebellum
4572,5706,3623,MS,Clinton,Mississippi College - Philormathean Society,Coll socy,1846,NA,1884,NA,1875,555,1875,555,Antebellum
4573,6230,3624,MS,Garlandsville,Union Seminary,Coll,NA,1858,1858,NA,1858,500,1858,500,NA
4574,1853,12391,MS,Greene County,Library Society of Greene Co. Inc.,Socl,1817,NA,1817,NA,NA,0,NA,0,Early National
4575,1856,12395,MS,Holly Springs,Holly Springs Library Society,Socl,1841,NA,1841,NA,NA,0,NA,0,Antebellum
4576,1855,12394,MS,Holly Springs,Clayton Library,Socl,1870,NA,1875,NA,NA,0,NA,0,NA
4577,6227,3626,MS,Holly Springs,Shaw Univ.,Coll,1870,NA,1875,NA,1875,300,1875,300,NA
4578,6228,3625,MS,Holy Springs,Rust Library of Rust University,Coll,1869,NA,1884,NA,NA,0,NA,0,NA
4579,7797,3629,MS,Jackson,State Library,State,1838,NA,1884,NA,1849,5000,1875,16000,Antebellum
4580,7658,3630,MS,Jackson,Post and Company Library,Garr,1869,NA,1875,NA,NA,0,NA,0,NA
4581,7657,3627,MS,Jackson,Jackson Company Library,Garr,1872,NA,1875,NA,NA,0,NA,0,NA
4582,6786,3628,MS,Jackson,Mississippi Penitentiary Library,Prison,1870,NA,1884,NA,NA,0,NA,0,NA
4583,1857,12396,MS,Kosciusko,,Socl,NA,1859,1859,NA,NA,0,NA,0,NA
4584,1858,12397,MS,Liberty,Amitie Library and Debating Society,Socl,NA,1838,1839,NA,NA,0,NA,0,NA
4585,1859,12398,MS,Liberty,Liberty Debating and Library Society,Socl,1820,NA,1820,NA,NA,0,NA,0,Early National
4586,1860,12399,MS,Louisville,Louisville Circulating Library,Socl,1860,NA,1860,NA,NA,0,NA,0,Antebellum
4587,1861,12400,MS,Meridian Springs,Meridian Springs Library Society,Socl,1831,NA,1831,NA,NA,0,NA,0,Antebellum
4588,3328,3631,MS,Natchez,Athenaeum,Athen,1812,NA,1821,NA,NA,0,NA,0,Early National
4589,2731,3634,MS,Natchez,Lit. Soc. Of the Sacred Heart,Rel socl,NA,1875,1875,NA,1875,360,1875,360,NA
4590,1850,3635,MS,Natchez,Natchez Institute,Socl,1847,NA,1875,NA,1858,2083,1875,1200,Antebellum
4591,2732,3632,MS,Natchez,Catholic Circle Library,Rel socl,NA,1875,1875,NA,1875,400,1875,400,NA
4592,6987,3633,MS,Natchez,D'Evereaux Hall Orphan Asylum,Asylum,1865,NA,1884,NA,NA,0,NA,0,NA
4593,6226,3636,MS,Oakland,Oakland College Library,Coll,1831,NA,1859,NA,1857,2640,1857,2640,Antebellum
4594,6221,3638,MS,Oxford,University of Miss. Law School,Law coll,NA,1875,1875,NA,1875,1282,1875,1282,NA
4595,5705,3639,MS,Oxford,Univ. of Miss. - Hermean Society,Coll socy,NA,1858,1875,NA,1875,1000,1875,1000,NA
4596,5704,3640,MS,Oxford,University of Miss. Phi Sigma Society,Coll socy,NA,1858,1875,NA,1858,1000,1875,1600,NA
4597,6225,3637,MS,Oxford,Univ. of Miss.,Coll,1849,NA,1884,NA,1850,1600,1875,4847,Antebellum
4598,1862,12401,MS,Pike,Pike Library Society Inc.,Socl,1821,NA,1821,NA,NA,0,NA,0,Early National
4599,1863,12402,MS,Pontotoc,Pontotoc Library Assoc.,Socl,1842,NA,1842,NA,NA,0,NA,0,Antebellum
4600,1864,12403,MS,Port Gibson,Literary and Library Co. of Port Gibson,Socl,1817,NA,1817,NA,NA,0,NA,0,Early National
4601,6224,3642,MS,Rodney,Alcorn University,Coll,1874,NA,1875,NA,1875,457,1875,457,NA
4602,6223,3643,MS,Sharon,Madison College,Coll,1852,NA,1875,NA,1858,500,1875,650,Antebellum
4603,5281,3644,MS,Springville,Gill's Circulating Library,Comm,1873,NA,1884,NA,NA,0,NA,0,NA
4604,1865,12404,MS,Tchula,Tchula Library and Debating Society,Socl,1840,NA,1840,NA,NA,0,NA,0,Antebellum
4605,6222,3645,MS,Washington,Jefferson College,Coll,NA,1835,1884,NA,1850,1000,1850,1000,NA
4606,1866,12405,MS,Woodville,Franklin Library and Debating Society Inc.,Socl,1840,NA,1840,NA,NA,0,NA,0,Antebellum
4607,1867,12406,MS,Yazoo City,Yazoo Library Assoc.,Socl,1838,NA,1875,NA,NA,0,NA,0,Antebellum
4608,7687,12423,MT,Camp Baker,Camp Baker Post Library,Garr,NA,1875,1875,NA,NA,0,NA,0,NA
4609,7688,12424,MT,Ft. Ellis,Fort Ellis Post Library,Garr,NA,1870,1870,NA,1870,210,1870,210,NA
4610,7686,3762,MT,Ft. Shaw,Fort Shaw Post Library,Garr,1867,NA,1884,NA,NA,0,NA,0,NA
4611,7816,99018,MT,Helena,Territorial Library,State,1865,NA,1884,NA,1875,550,1875,550,NA
4612,7815,3766,MT,Helena,Territorial Library,State,1871,NA,1884,NA,1875,550,1875,550,NA
4613,2435,3765,MT,Helena,Library Assoc.,Socl,1868,NA,1875,NA,1875,1250,1875,1250,NA
4614,4206,3763,MT,Helena,Grand Lodge Library of Montana,Frat,1866,NA,1884,NA,NA,0,NA,0,NA
4615,4502,3764,MT,Helena,Historical Society of Montana,Hist socl,1866,NA,1884,NA,NA,0,NA,0,NA
4616,7408,42082,NC,,Parochial Library - Urmstone's Library,Church,1712,NA,1712,NA,NA,0,NA,0,Colonial
4617,5596,48990,NC,,Rutherford College - Platonic Society,Coll socy,1873,NA,1884,NA,NA,0,NA,0,NA
4618,5597,4898,NC,,Rutherford Colege - Newtonian Society,Coll socy,1853,NA,1884,NA,NA,0,NA,0,Antebellum
4619,7407,4859,NC,Albemarle?,Laymen's Library,Church,1700,NA,1700,NA,1700,874,1700,874,Colonial
4620,1675,12636,NC,Asheville,"Vance Circ. Library Society, Inc.",Socl,1829,NA,1829,NA,NA,0,NA,0,Antebellum
4621,7923,4860,NC,Bath,Parochial Library,Co theo,1700,NA,1715,NA,1700,166,1700,166,Colonial
4622,7404,4861,NC,Bath,Layman's Library,Church,1700,NA,1700,NA,1700,870,1700,870,Colonial
4623,7646,12641,NC,Beaufort,Fort Macon,Garr,NA,1870,1870,NA,1870,200,1870,200,NA
4624,7405,4862,NC,Brunswick,Parochial Church,Church,1765,NA,1765,NA,NA,0,NA,0,Colonial
4625,7406,4863,NC,Cape Fear,Parish of St. James,Church,1755,NA,1770,NA,NA,0,NA,0,Colonial
4626,6189,4864,NC,Chapel Hill,Univ. of North Carolina,Coll,1795,NA,1884,NA,1845,10000,1870,23000,Early National
4627,5591,4866,NC,Chapel Hill,University of N.C. - Philanthropic Society,Coll socy,1795,NA,NA,1886,1850,4311,1875,6905,Early National
4628,5592,4865,NC,Chapel Hill,University of N.C. - Dialectic Society,Coll socy,1795,NA,NA,1886,1821,1673,1875,6908,Early National
4629,3644,4867,NC,Charlotte,YMCA,YMCA,1874,NA,1884,NA,NA,0,NA,0,NA
4630,7402,2083,NC,Chowan,Parochial Library,Church,1712,NA,1712,NA,NA,0,NA,0,Colonial
4631,7403,4868,NC,Currituck,Parochial Church,Church,1708,NA,1708,NA,NA,0,NA,0,Colonial
4632,5589,4871,NC,Davidson,Davidson College - Philanthropic Society,Coll socy,1837,NA,NA,1887,1871,5000,1871,5000,Antebellum
4633,5590,4870,NC,Davidson,Davidson College - Eumenian Society,Coll socy,1837,NA,NA,1887,1871,5000,1871,5000,Antebellum
4634,1676,12623,NC,Davidson County,"Abbott's Creek Library Society, Inc.",Socl,1825,NA,1825,NA,NA,0,NA,0,Early National
4635,1677,12624,NC,Davidson County,"Sandy Creek Library Society, Inc.",Socl,1823,NA,1823,NA,NA,0,NA,0,Early National
4636,7397,42084,NC,Edenton,Parochial Library,Church,1723,NA,1723,NA,NA,0,NA,0,Colonial
4637,1678,12625,NC,Edgecombe,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA
4638,1682,12640,NC,Fayeteville,Franklin Library Inst. Inc.,Socl,1840,NA,1840,NA,NA,0,NA,0,Antebellum
4639,1681,12639,NC,Fayetteville,Fayetteville Library Society Inc.,Socl,1794,NA,1794,NA,NA,0,NA,0,Early National
4640,1680,12638,NC,Fayetteville,Fayetteville Library,Socl,1844,NA,1844,NA,NA,0,NA,0,Antebellum
4641,4166,4872,NC,Fayetteville,Cross Creek Lodge,Frat,1846,NA,1884,NA,1858,1350,1875,1200,Antebellum
4642,1679,12637,NC,Fayetteville,Fayetteville Library Co.,Socl,1818,NA,1818,NA,NA,0,NA,0,Early National
4643,5587,4875,NC,Forestville,Wake Forest College - Philmathesian Society,Coll socy,1835,NA,NA,1886,1854,1831,1875,4000,Antebellum
4644,5588,4874,NC,Forestville,Wake Forest College - Euzelian and Philomathesian Society,Coll socy,1835,NA,NA,1886,1857,5000,1875,4000,Antebellum
4645,1683,12642,NC,Greensboro,"Library Society, Inc.",Socl,1825,NA,1825,NA,NA,0,NA,0,Early National
4646,6177,4876,NC,Greensboro,Greensboro Female College,Coll,1857,NA,1884,NA,1857,500,1857,500,Antebellum
4647,1685,12626,NC,Guildford,1819 Alamance LibrarySociety,Socl,1819,NA,1819,NA,NA,0,NA,0,Early National
4648,1684,12627,NC,Guilford,Richland Creek Library Society,Socl,1822,NA,1822,NA,NA,0,NA,0,Early National
4649,6186,4877,NC,Happy Home,Rutherford College,Coll,1870,NA,1875,NA,1875,3000,1875,3000,NA
4650,1686,12643,NC,Hillsboro,1822 Franklin Library Society Inc.,Socl,1822,NA,1825,NA,NA,0,NA,0,Early National
4651,1688,12645,NC,Hookerton,"1833 Library Society., Inc.",Socl,1833,NA,1833,NA,NA,0,NA,0,Antebellum
4652,1687,12644,NC,Hookerton,"Library Society, Inc.",Socl,1827,NA,1827,NA,NA,0,NA,0,Early National
4653,1690,12628,NC,Iredell Co.,1821 Union Library Society,Socl,1821,NA,1821,NA,NA,0,NA,0,Early National
4654,1689,4878,NC,Iredell Co.,Circulating Library,Socl,NA,NA,NA,NA,NA,0,NA,0,NA
4655,7401,4879,NC,Iredell County,Circulating Library - Church,Church,NA,NA,NA,NA,NA,0,NA,0,NA
4656,1692,12646,NC,Lenoir,United Brothers Library Society,Socl,1831,NA,1831,NA,NA,0,NA,0,Antebellum
4657,1691,4881,NC,Lenoir,Pioneer Library,Socl,1875,NA,1884,NA,NA,0,NA,0,NA
4658,6178,4880,NC,Lenoir,Davenport Female College,Coll,1856,NA,1870,NA,1870,300,1870,300,Antebellum
4659,1693,12629,NC,Lincoln County,1818 Buffalo Library Society,Socl,1818,NA,1818,NA,NA,0,NA,0,Early National
4660,6188,4869,NC,Mechlenberg County,Davidson College,Coll,1839,NA,1884,NA,1845,1150,1875,6000,Antebellum
4661,1696,12630,NC,Mecklenburg,New Providence Library Co.,Socl,1823,NA,1823,NA,NA,0,NA,0,Early National
4662,1695,4883,NC,Mecklenburg,Mecklenburg Circulating Library,Socl,NA,NA,NA,NA,NA,0,NA,0,NA
4663,5599,4885,NC,Mt. Pleasant,N.C. College - Philalaethian Society,Coll socy,1860,NA,1875,NA,1875,400,1875,400,Antebellum
4664,5598,4886,NC,Mt. Pleasant,N.C. College -Pi Sigma Phi Society,Coll socy,1860,NA,1875,NA,1875,400,1875,400,Antebellum
4665,6185,4884,NC,Mt. Pleasant,N.C. College,Coll,1859,NA,1884,NA,1870,800,1875,700,Antebellum
4666,1697,12647,NC,Nazareth,Guildford Co.,Socl,1827,NA,1827,NA,NA,0,NA,0,Early National
4667,1699,12648,NC,New Garden,Lib. Soc'y Inc.,Socl,NA,1827,NA,1827,NA,0,NA,0,NA
4668,1700,12649,NC,New Salem,1819 New Salem Library Society Inc.,Socl,1819,NA,1819,NA,NA,0,NA,0,Early National
4669,1698,4887,NC,Newbern,Newbern LibrarySociety,Socl,1803,NA,1823,NA,NA,0,NA,0,Early National
4670,2725,12631,NC,Northampton Co.,Farmers' Library Society,Agri socl,1825,NA,1825,NA,NA,0,NA,0,Early National
4671,6184,4888,NC,Olin,Olin Institute,Coll,1853,NA,1870,NA,1870,500,1870,500,Antebellum
4672,6998,4890,NC,Oxford,Oxford Orphan Asylum,Asylum,1874,NA,1884,NA,NA,0,NA,0,NA
4673,6180,4889,NC,Oxford,Oxford Female College,Coll,1857,NA,1858,NA,1857,500,1857,500,Antebellum
4674,7400,4891,NC,Pamplici?,Layman's Library,Church,1700,NA,1700,NA,1700,874,1700,874,Colonial
4675,7399,4892,NC,Pamplier?,Parochial Library,Church,1700,NA,1700,NA,1700,148,1700,148,Colonial
4676,1701,12632,NC,Person County,Person Library Company Inc.,Socl,1815,NA,1815,NA,NA,0,NA,0,Early National
4677,1703,12654,NC,Raleigh,Raleigh Library Co. Inc.,Socl,1815,NA,1816,NA,NA,0,NA,0,Early National
4678,1702,12652,NC,Raleigh,Polemic Society,Socl,1808,NA,1821,NA,NA,0,NA,0,Early National
4679,2724,12651,NC,Raleigh,,Mil socl,1856,NA,1856,NA,NA,0,NA,0,Antebellum
4680,6782,99026,NC,Raleigh,Penitentiary of North Carolina,Prison,1873,NA,1875,NA,NA,0,NA,0,NA
4681,7613,4895,NC,Raleigh,Supreme Court Library,Law state,1831,NA,1884,NA,NA,0,NA,0,Antebellum
4682,7785,4894,NC,Raleigh,North Carolina State Library,State,NA,1817,1884,NA,1850,3000,1875,40000,NA
4683,6999,4893,NC,Raleigh,Insane Asylum of North Carolina,Asylum,1868,1861,1884,NA,1875,700,1875,700,NA
4684,7090,95287,NC,Raleigh,North Carolina Law Library,Law,NA,1873,1873,NA,NA,0,NA,0,NA
4685,7645,12653,NC,Raleigh,Post of Raleigh Library,Garr,NA,1870,1870,NA,1870,85,1870,85,NA
4686,1705,12633,NC,Randolph,Carraway Library Society Inc.,Socl,1820,NA,1820,NA,NA,0,NA,0,Early National
4687,1704,12634,NC,Randolph Co.,"Ebenezer Library Society, Inc.",Socl,1826,NA,1826,NA,NA,0,NA,0,Early National
4688,7398,4896,NC,Rowan County,Thyotire Congregation,Church,1790,NA,1790,NA,NA,0,NA,0,Early National
4689,1694,4882,NC,Rowan Cty,A circulating Library,Socl,1789,NA,1789,NA,NA,0,NA,0,Early National
4690,6183,4897,NC,Rutherford,Rutherford College,Coll,1833,NA,1884,NA,NA,0,NA,0,Antebellum
4691,7396,12655,NC,Salem,Minutes of Salem Church Moravians?,Church,NA,1793,1837,NA,NA,0,NA,0,NA
4692,6179,4900,NC,Statesville,Concord Female College,Coll,1854,NA,1870,NA,1870,500,1870,500,Antebellum
4693,1706,12635,NC,Stokes Co.,Clinton Library Society Inc.,Socl,1824,NA,1824,NA,NA,0,NA,0,Early National
4694,5594,4903,NC,Trinity,Trinity College - Columbian Lit. Society,Coll socy,NA,1850,NA,1887,1850,32,1875,4300,NA
4695,6182,4901,NC,Trinity,Trinity College,Coll,1849,NA,1875,NA,1858,600,1875,1800,Antebellum
4696,6176,4905,NC,Trinity,Trinity College Theological Dept.,Theo coll,1849,NA,1875,NA,1875,600,1875,600,Antebellum
4697,5595,4902,NC,Trinity,Trinity College - Columbian Library,Coll socy,1846,NA,1884,NA,NA,0,NA,0,Antebellum
4698,5593,4904,NC,Trinity,Trinity College - Hesperian Society,Coll socy,1851,NA,NA,1887,1858,2400,1875,4200,Antebellum
4699,6187,4873,NC,Wake Forest,Wake Forest College Library,Coll,1839,NA,1870,NA,1845,4700,1870,8000,Antebellum
4700,4344,4906,NC,Weldon,Roanoke Literary Society,Lit socy,1857,NA,1859,NA,1857,600,1857,600,Antebellum
4701,1707,12656,NC,Williamsboro,Franklin Library Society,Socl,1799,NA,1799,NA,NA,0,NA,0,Early National
4702,1708,12657,NC,Williamston,"Library Assoc., Inc.",Socl,1848,NA,1848,NA,NA,0,NA,0,Antebellum
4703,1709,12658,NC,Wilmington,Cape Fear Library,Socl,NA,NA,NA,NA,NA,0,NA,0,NA
4704,1710,4907,NC,Wilmington,Library Assoc.,Socl,1855,NA,1884,NA,1875,2500,1875,2500,Antebellum
4705,7131,12659,NC,Wilmington,William Haskell Publishing of Wilmington Gazette Reading Room,Read room,1808,NA,NA,1812,NA,0,NA,0,Early National
4706,6181,4908,NC,Wilson,Wilson College,Coll,1872,NA,1875,NA,1875,1200,1875,1200,NA
4707,7811,4909,ND,Bismark,Territory Library,Terr,1865,NA,1884,NA,NA,0,NA,0,NA
4708,7704,12662,ND,Fort Totten,Fort Totten Post Library,Garr,NA,1870,1875,NA,1870,200,1870,200,NA
4709,7702,12660,ND,Ft Badford,Fort Badford,Garr,NA,1868,1875,NA,1870,73,1875,366,NA
4710,7703,12661,ND,Ft. Stevenson,Fort Stevenson,Garr,NA,1870,1875,NA,1870,850,1875,850,NA
4711,7683,3771,NE,,Fort Atkinson Post Library,Garr,NA,1827,NA,1827,NA,0,NA,0,NA
4712,4805,3768,NE,Brownsville,Nemeha County Agricultural Society,Agri socl,1859,1867,1867,NA,1867,500,1867,500,Antebellum
4713,3458,3767,NE,Brownville,Brownville Lyceum,Lyceum,1857,NA,1857,NA,NA,0,NA,0,Antebellum
4714,6359,3769,NE,Crete,Doane College,Coll,1872,NA,1884,NA,NA,0,NA,0,NA
4715,2413,3787,NE,Dakotah City,Dakotah City Library,Socl,NA,1858,1858,NA,NA,0,NA,0,NA
4716,2414,3770,NE,Falls City,Falls City Library Assoc.,Socl,1861,NA,1861,NA,NA,0,NA,0,NA
4717,2415,3774,NE,Fremont,Liberal Library Assoc.,Socl,1873,NA,1875,NA,1875,250,1875,250,NA
4718,7678,12425,NE,Ft. McPherson,Ft. Mcpherson Company Library of the 3rd U.S. Cavalry,Garr,NA,1875,1875,NA,1875,26,1875,26,NA
4719,7679,12426,NE,Ft. McPherson,Fort McPherson Regiment of the 5th Cavalry,Garr,NA,1870,1870,NA,1870,30,1870,30,NA
4720,7684,3772,NE,Ft. McPherson,Fort McPherson - 3rd U.S. Cavalry,Garr,NA,1875,1875,NA,1875,362,1875,362,NA
4721,7685,3773,NE,Ft. Robinson,Fort Robinson Post Library,Garr,1874,NA,1884,NA,NA,0,NA,0,NA
4722,2973,3776,NE,Lincoln,Young Men's Library and Lecture Assoc.,Young Men's,NA,1875,NA,1875,NA,0,NA,0,NA
4723,2848,3775,NE,Lincoln,Ladies' Library And Reading Room,Ladies,NA,1875,NA,1875,NA,0,NA,0,NA
4724,6808,3778,NE,Lincoln,Nobesville Penitentiary,Prison,1874,NA,1884,NA,1875,384,1875,384,NA
4725,6360,3777,NE,Lincoln,University of Nebraska,Coll,1871,NA,1884,NA,1875,1400,1875,1400,NA
4726,6361,3779,NE,Nebraska City,Nebraska College,Coll,1865,NA,1875,NA,1875,1500,1875,1500,NA
4727,7812,3785,NE,Omaha,State Library,State,1856,NA,1884,NA,1858,800,1875,13133,Antebellum
4728,2416,3784,NE,Omaha,Public Library,Socl,1872,NA,NA,1877,1875,4500,1875,4500,NA
4729,2775,3782,NE,Omaha,Law Library Assoc.,Law socl,1872,NA,1884,NA,1875,1000,1875,1000,NA
4730,7682,3781,NE,Omaha,Company Library - 23rd Infintry and 2nd Cavalry,Garr,NA,1875,1875,NA,NA,0,NA,0,NA
4731,7681,12428,NE,Omaha,Post Library 2nd Cavalry Library,Garr,NA,1875,1875,NA,NA,0,NA,0,NA
4732,7680,12427,NE,Omaha,Barracks Post Library,Garr,NA,1870,1875,NA,1870,420,1870,420,NA
4733,4203,3783,NE,Omaha,Odd Fellows' Library,Frat,NA,1875,1875,NA,1875,500,1875,500,NA
4734,3457,3786,NE,Otoe County,Lyceum and Literary Assoc.,Lyceum,1856,NA,1856,NA,NA,0,NA,0,Antebellum
4735,111,3796,NH,Acworth,Social Library,Socl,1801,NA,1801,NA,NA,0,NA,0,Early National
4736,110,3797,NH,Acworth,Union Library,Socl,1827,NA,1827,NA,NA,0,NA,0,Early National
4737,114,3800,NH,Alstead,Social Library,Socl,1798,NA,1798,NA,NA,0,NA,0,Early National
4738,113,3799,NH,Alstead,East Alstead Library,Socl,1804,NA,1804,NA,NA,0,NA,0,Early National
4739,7936,3805,NH,Amherst,Town Library,Public,1855,NA,1891,NA,NA,0,NA,0,Antebellum
4740,116,3802,NH,Amherst,Amherst Library Society,Socl,1792,NA,NA,1832,NA,0,NA,0,Early National
4741,115,3801,NH,Amherst,Library Association,Socl,1859,NA,1879,NA,1875,655,1875,655,Antebellum
4742,2578,3804,NH,Amherst,Second Parish Social Library,Rel socl,1801,NA,1801,NA,NA,0,NA,0,Early National
4743,4311,3803,NH,amherst,Franklin Society,Lit socy,1807,NA,NA,1818,1807,240,1807,240,Early National
4744,3517,3807,NH,Andover,Sewing Society. Library,Ladies' socy,1846,NA,1846,NA,NA,0,NA,0,Antebellum
4745,119,3808,NH,Andover,Social Library,Socl,1814,NA,NA,1844,1817,92,1817,92,Early National
4746,118,3806,NH,Andover,East Andover Social Library,Socl,1849,NA,1849,NA,1849,200,1849,200,Antebellum
4747,9888,3810,NH,Antrim,Social Library Association,Socl,1800,NA,1880,NA,NA,0,NA,0,Early National
4748,9889,0,NH,Antrim,Juvenile Library,Juv socl,1818,NA,NA,1830,NA,0,NA,0,Early National
4749,7937,3809,NH,Antrim,Antrim Library,Public,1866,NA,1891,NA,NA,0,NA,0,NA
