,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period,location,lon,lat
2367,640,2769,MA,Gloucester,Glouchester Social Library,Socl,1812,NA,1812,NA,NA,0,NA,0,Early National,Gloucester MA,-70.6619888,42.6159285
2368,3361,2767,MA,Gloucester,Gloucester Lyceum,Lyceum,1830,NA,NA,1854,1854,1400,1854,1400,Antebellum,Gloucester MA,-70.6619888,42.6159285
2369,639,2768,MA,Gloucester,Gloucester Social Library,Socl,NA,1796,NA,1830,1830,2000,1830,2000,NA,Gloucester MA,-70.6619888,42.6159285
2370,638,2766,MA,Gloucester,Citizen's Library Assoc.,Socl,NA,1858,1859,NA,NA,0,NA,0,NA,Gloucester MA,-70.6619888,42.6159285
2371,4949,2770,MA,Gloucester?,Procter Circulating Library,Comm,1851,NA,1884,NA,NA,0,NA,0,Antebellum,Gloucester? MA,-70.6619888,42.6159285
2372,3969,2765,MA,Glouchester,Cape Ann Scientific and Library Assoc.,Sci eng socy,1875,NA,1884,NA,NA,0,NA,0,Antebellum,Glouchester MA,-70.6619888,42.6159285
2373,641,2772,MA,Goshen,Social Library,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Goshen MA,-72.7993986,42.4407187
2374,8202,2773,MA,Grafton,Grafton Library,Public,1866,NA,1884,NA,1875,3203,1875,3203,Antebellum,Grafton MA,-71.6856236,42.2070391
2375,643,2775,MA,Great Barrington,Union Library,Socl,NA,1823,NA,1823,NA,0,NA,0,NA,Great Barrington MA,-73.362008,42.1959798
2376,642,2774,MA,Great Barrington,Library Assoc.,Socl,NA,1862,1875,NA,1875,1000,1875,1000,NA,Great Barrington MA,-73.362008,42.1959798
2377,646,2780,MA,Greenfield,Social Library,Socl,1820,NA,NA,1855,NA,0,NA,0,Early National,Greenfield MA,-72.5994104,42.587915
2378,645,2778,MA,Greenfield,Library in Greenfield,Socl,NA,1801,1801,NA,NA,0,NA,0,NA,Greenfield MA,-72.5994104,42.587915
2379,644,2777,MA,Greenfield,Library Assoc.,Socl,1855,NA,1884,NA,1857,692,1875,4600,Antebellum,Greenfield MA,-72.5994104,42.587915
2380,2608,2776,MA,Greenfield,Law Lit. Assoc. For Franklin Co.,Law socl,1856,NA,1884,NA,NA,0,NA,0,Antebellum,Greenfield MA,-72.5994104,42.587915
2381,4950,2779,MA,Greenfield,Moody's Circulating Library,Comm,1872,NA,1884,NA,NA,0,NA,0,Antebellum,Greenfield MA,-72.5994104,42.587915
2382,8203,2783,MA,Groton,Public Library,Public,1854,NA,1884,NA,1869,1665,1875,3310,Antebellum,Groton MA,-71.5745152,42.6112018
2383,649,2786,MA,Groton,United Library,Socl,1830,NA,NA,1841,NA,0,NA,0,Antebellum,Groton MA,-71.5745152,42.6112018
2384,648,2785,MA,Groton,Social Library,Socl,1796,NA,NA,1830,1810,110,1810,110,Early National,Groton MA,-71.5745152,42.6112018
2385,647,2784,MA,Groton,Second Social Library,Socl,1828,NA,NA,1830,NA,0,NA,0,Early National,Groton MA,-71.5745152,42.6112018
2386,2632,95059,MA,Groton,Groton Agricultural Library,Agri state,NA,NA,NA,NA,NA,0,NA,0,NA,Groton MA,-71.5745152,42.6112018
2387,7222,95148,MA,Groton,Union Church and Society Congregational Library,Church,NA,NA,NA,NA,NA,0,NA,0,NA,Groton MA,-71.5745152,42.6112018
2388,7221,2781,MA,Groton,First Parish Library,Church,1841,NA,1875,NA,1848,640,1875,450,Antebellum,Groton MA,-71.5745152,42.6112018
2389,4549,2782,MA,Groton,Groton Farmers' and Mechanics Club,Agri socl,NA,1859,1859,NA,1859,150,1859,150,NA,Groton MA,-71.5745152,42.6112018
2390,4951,12269,MA,Groton Centre,North Middlesex Circulating Library,Comm,NA,1866,1866,NA,NA,0,NA,0,NA,Groton Centre MA,-71.575987,42.557205
2391,2933,2787,MA,Hadley,Hadley Young Men's Library,Young Men's,1856,NA,1884,NA,NA,0,NA,0,Antebellum,Hadley MA,-72.5884222,42.3417565
2392,650,2788,MA,Hardwick,Hardwick Library Association,Socl,1802,NA,1831,NA,1831,95,1831,95,Early National,Hardwick MA,-72.1986558,42.3490548
2393,651,2789,MA,Hardwick,First Social Library,Socl,NA,1802,NA,1802,NA,0,NA,0,NA,Hardwick MA,-72.1986558,42.3490548
2394,8204,2791,MA,Harvard,Public Library,Public,NA,1869,1884,NA,1869,1200,1875,1826,NA,Harvard MA,-71.5828444,42.5000919
2395,654,2793,MA,Harvard,Union Library,Socl,1865,NA,1884,NA,1875,300,1875,300,Antebellum,Harvard MA,-71.5828444,42.5000919
2396,652,2790,MA,Harvard,Harvard Library Association,Socl,1793,NA,1808,NA,1793,100,1793,100,Early National,Harvard MA,-71.5828444,42.5000919
2397,653,2792,MA,Harvard,Social Library,Socl,1808,NA,1850,NA,1809,150,1846,270,Early National,Harvard MA,-71.5828444,42.5000919
2398,8205,2796,MA,Hatfield,Social Library,Public,1873,NA,1884,NA,1875,3000,1875,3000,Antebellum,Hatfield MA,-72.5981843,42.3709761
2399,656,2795,MA,Hatfield,Social Library,Socl,1870,NA,1873,NA,NA,0,NA,0,Antebellum,Hatfield MA,-72.5981843,42.3709761
2400,655,2794,MA,Hatfield,Proprietary Library,Socl,1806,NA,NA,1873,NA,0,NA,0,Early National,Hatfield MA,-72.5981843,42.3709761
2401,6704,12270,MA,Hathorne,Danvers State Hospital Macdonald Medical Library,Hosp,1874,NA,1957,NA,NA,0,NA,0,Antebellum,Hathorne MA,-70.9744964,42.5862053
2402,2998,2805,MA,Havenhill,Mechanics' Institute,Mech,1856,NA,NA,1859,1859,700,1859,700,Antebellum,Havenhill MA,-71.0772796,42.7762015
2403,8206,2802,MA,Haverhill,Public Library,Public,1874,NA,1884,NA,1875,20000,1875,20000,Antebellum,Haverhill MA,-71.0772796,42.7762015
2404,2997,2797,MA,Haverhill,Apprentices' Library,Appren,1825,NA,1825,NA,NA,0,NA,0,Early National,Haverhill MA,-71.0772796,42.7762015
2405,658,2801,MA,Haverhill,Haverhill Library Assoc.,Socl,1859,NA,NA,1875,NA,0,NA,0,Antebellum,Haverhill MA,-71.0772796,42.7762015
2406,657,2803,MA,Haverhill,Haverhill Social Library,Socl,1796,NA,NA,1841,1796,320,1796,320,Early National,Haverhill MA,-71.0772796,42.7762015
2407,2999,2806,MA,Haverhill,Mechanics Library Assoc.,Mech,1831,NA,1831,NA,NA,0,NA,0,Antebellum,Haverhill MA,-71.0772796,42.7762015
2408,3545,2808,MA,Haverhill,YMCA,YMCA,1855,NA,1858,NA,NA,0,NA,0,Antebellum,Haverhill MA,-71.0772796,42.7762015
2409,2616,2804,MA,Haverhill,Haverhill Theological Library Assoc.,Rel socl,1830,NA,1830,NA,NA,0,NA,0,Antebellum,Haverhill MA,-71.0772796,42.7762015
2410,3298,2800,MA,Haverhill,Haverhill Athenaeum,Athen,1852,NA,NA,1875,1857,1288,1859,1400,Antebellum,Haverhill MA,-71.0772796,42.7762015
2411,4952,2798,MA,Haverhill,Circulating Library,Comm,NA,1855,1857,NA,1857,600,1857,600,NA,Haverhill MA,-71.0772796,42.7762015
2412,4391,2799,MA,Haverhill,Essex North District Medical Society,Med socy,1854,NA,1854,NA,1854,275,1854,275,Antebellum,Haverhill MA,-71.0772796,42.7762015
2413,4953,2807,MA,Haverhill,Morse and Son's Circulating Library,Comm,1869,NA,1884,NA,1875,2000,1875,2000,Antebellum,Haverhill MA,-71.0772796,42.7762015
2414,8207,2811,MA,Hingham,Public Library,Public,1869,NA,1884,NA,1875,5515,1875,5515,Antebellum,Hingham MA,-70.889759,42.2418172
2415,660,2809,MA,Hingham,First Social Library at Hingham Center,Socl,1771,NA,1869,NA,NA,0,NA,0,Colonial,Hingham MA,-70.889759,42.2418172
2416,659,2812,MA,Hingham,Second Social Library,Socl,1773,NA,NA,1891,1875,1750,1875,1750,Colonial,Hingham MA,-70.889759,42.2418172
2417,661,2813,MA,Hingham,Social Library of the Third Parish,Socl,1827,NA,1827,NA,1827,350,1827,350,Early National,Hingham MA,-70.889759,42.2418172
2418,4550,2810,MA,Hingham Centre (Plymouth County),Hingham Agricultural and Horicultural Society,Agri socl,NA,1867,1867,NA,1867,200,1867,200,NA,Hingham Centre (Plymouth County) MA,-70.917157,42.118658
2419,8208,2814,MA,Hinsdale,Public Library,Public,1866,NA,1884,NA,1869,2000,1875,2417,Antebellum,Hinsdale MA,-73.1253799,42.4386967
2420,8209,2815,MA,Holbrook,Public Library,Public,1874,NA,1884,NA,1875,2332,1875,2332,Antebellum,Holbrook MA,-71.014118,42.144846
2421,4551,2816,MA,Holden,Holden Farmers and Mechanics Club,Agri socl,NA,1867,1867,NA,1867,40,1867,40,NA,Holden MA,-71.8634062,42.3517585
2422,662,2817,MA,Holland,Holland Social Library Company,Socl,NA,1816,1816,NA,NA,0,NA,0,NA,Holland MA,-72.1572885,42.0639524
2423,4954,95228,MA,Holliston,Holliston Circulating Library,Comm,NA,1854,1863,NA,NA,0,NA,0,NA,Holliston MA,-71.4245049,42.2000966
2424,8210,2818,MA,Holyoke,Public Library,Public,1870,NA,1884,NA,1875,5350,1875,5350,Antebellum,Holyoke MA,-72.6162009,42.2042586
2425,3546,2819,MA,Hopkinton,Young men's Christian Assoc.,YMCA,1867,NA,1884,NA,1875,1091,1875,1091,Antebellum,Hopkinton MA,-71.5225646,42.2286954
2426,8211,2820,MA,Housatonic,The Cove Library,Public,1869,NA,1884,NA,1875,2500,1875,2500,Antebellum,Housatonic MA,-73.3662214,42.2542548
2427,8212,2823,MA,Hubbardston,Public Library,Public,1872,NA,1884,NA,1875,2200,1875,2200,Antebellum,Hubbardston MA,-72.0061877,42.4737009
2428,663,2821,MA,Hubbardston,Hubbardston Library Association,Socl,NA,1825,1825,NA,NA,0,NA,0,NA,Hubbardston MA,-72.0061877,42.4737009
2429,4552,2822,MA,Hubbardston,Hubbardston Farmers' Club,Agri socl,NA,1867,1867,NA,1867,150,1867,150,NA,Hubbardston MA,-72.0061877,42.4737009
2430,8213,2824,MA,Hudson,Public Library,Public,1868,NA,1884,NA,1869,877,1875,1622,Antebellum,Hudson MA,-71.566139,42.391736
2431,8214,2825,MA,Hyde Park,Public Library,Public,1874,NA,1884,NA,1875,4439,1875,4439,Antebellum,Hyde Park MA,-71.1240559,42.2565289
2432,6747,2826,MA,Ipowich?,House of Correction,Prison,1868,NA,1875,NA,1875,400,1875,400,Antebellum,Ipowich? MA,-70.8411558,42.6791832
2433,8215,2827,MA,Ipswich,Free Public Library,Public,1868,NA,1884,NA,1875,8000,1875,8000,Antebellum,Ipswich MA,-70.8411558,42.6791832
2434,665,2829,MA,Ipswich,Social Library,Socl,1791,NA,1791,NA,NA,0,NA,0,Early National,Ipswich MA,-70.8411558,42.6791832
2435,664,95007,MA,Ipswich,Ispwich Public Library,Socl,1791,NA,1836,NA,NA,0,NA,0,Early National,Ipswich MA,-70.8411558,42.6791832
2436,2617,2828,MA,Iswich,Religious Library Ipswich,Theo coll,1799,NA,NA,1830,NA,0,NA,0,Early National,Iswich MA,-70.8411558,42.6791832
2437,666,2830,MA,Jamaica Plain,Eliot Library Assoc.,Socl,1857,NA,1859,NA,1857,1400,1857,1400,Antebellum,Jamaica Plain MA,-71.1151431,42.3097365
2438,4955,2831,MA,Jamaica Plain,Jamaica Plain Circulating Library,Comm,1868,NA,1875,NA,1875,1200,1875,1200,Antebellum,Jamaica Plain MA,-71.1151431,42.3097365
2439,7223,95149,MA,Jamaica Plain,Unitarian Church,Church,NA,NA,NA,NA,NA,0,NA,0,NA,Jamaica Plain MA,-71.1151431,42.3097365
2440,667,2832,MA,Kingston,Library Association,Socl,1870,NA,1884,NA,1875,566,1875,566,Antebellum,Kingston MA,-70.7284785,41.9932752
2441,8216,2833,MA,Lakeville,Town Library,Public,1860,NA,1875,NA,1875,625,1875,625,Antebellum,Lakeville MA,-70.9495226,41.8459169
2442,668,95008,MA,Lakeville,Lakeville Library Association,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Lakeville MA,-70.9495226,41.8459169
2443,8217,2838,MA,Lancaster,Town Library,Public,1862,NA,1884,NA,1869,4000,1875,8430,Antebellum,Lancaster MA,-71.6731242,42.4556452
2444,670,2835,MA,Lancaster,Lancaster Library,Socl,1851,NA,NA,1862,1857,415,1857,415,Antebellum,Lancaster MA,-71.6731242,42.4556452
2445,671,2836,MA,Lancaster,Social Library,Socl,1800,NA,NA,1850,1850,1020,1850,1020,Early National,Lancaster MA,-71.6731242,42.4556452
2446,669,2834,MA,Lancaster,Lancaster Library,Socl,1790,NA,NA,1800,1790,60,1790,60,Early National,Lancaster MA,-71.6731242,42.4556452
2447,6756,2837,MA,Lancaster,State Industrial,Prison,1857,NA,1884,NA,1875,1250,1875,1250,Antebellum,Lancaster MA,-71.6731242,42.4556452
2448,672,2839,MA,Lanesborough,Library Assoc.,Socl,1870,NA,1884,NA,1875,588,1875,588,Antebellum,Lanesborough MA,-73.2281596,42.5173058
2449,8218,2842,MA,Lawrence,Public Library,Public,1872,NA,1884,NA,1875,13328,1875,13328,Antebellum,Lawrence MA,-71.1631137,42.7070354
2450,673,2841,MA,Lawrence,Franklin Library Assoc.,Socl,1847,NA,NA,1872,1857,1800,1870,5200,Antebellum,Lawrence MA,-71.1631137,42.7070354
2451,3547,2846,MA,Lawrence,YMCA,YMCA,1857,NA,1859,NA,1858,350,1859,300,Antebellum,Lawrence MA,-71.1631137,42.7070354
2452,7068,2845,MA,Lawrence,Pacific Mills,Mill,1854,NA,1884,NA,1857,2024,1875,6000,Antebellum,Lawrence MA,-71.1631137,42.7070354
2453,7069,2840,MA,Lawrence,Atlantic Cotton Mills,Mill,NA,1866,1892,NA,1875,2800,1875,2800,NA,Lawrence MA,-71.1631137,42.7070354
2454,6749,2843,MA,Lawrence,House of Corrections,Prison,1868,NA,1884,NA,1875,300,1875,300,Antebellum,Lawrence MA,-71.1631137,42.7070354
2455,6748,2844,MA,Lawrence,Industrial School,Prison,1875,NA,1884,NA,1875,500,1875,500,Antebellum,Lawrence MA,-71.1631137,42.7070354
2456,674,12271,MA,Lechmere Point,Lechmere Point Library Assoc.,Socl,NA,1822,1822,NA,NA,0,NA,0,NA,Lechmere Point MA,-71.0021878,42.0374105
2457,8219,2848,MA,Lee,Public Library,Public,1874,NA,1875,NA,1875,2500,1875,2500,Antebellum,Lee MA,-73.2481951,42.3042151
2458,675,2849,MA,Lee,Town Library,Socl,NA,1852,NA,1852,1852,300,1852,300,NA,Lee MA,-73.2481951,42.3042151
2459,4553,2847,MA,Lee,Lee Farmers' Club,Agri socl,NA,1867,1867,NA,1867,309,1867,309,NA,Lee MA,-73.2481951,42.3042151
2460,8220,2852,MA,Leicester,Public Library,Public,1861,NA,1884,NA,1861,200,1875,3007,Antebellum,Leicester MA,-71.9086843,42.245926
2461,676,2851,MA,Leicester,Leicester Social Library Company,Socl,1793,NA,NA,1861,1861,900,1861,900,Early National,Leicester MA,-71.9086843,42.245926
2462,677,2853,MA,Leicester,Second Social Library,Socl,1829,NA,NA,1861,NA,0,NA,0,Antebellum,Leicester MA,-71.9086843,42.245926
2463,4088,2850,MA,Leicester,Leicester Fire Company Library,Fire,1812,NA,NA,1817,NA,0,NA,0,Early National,Leicester MA,-71.9086843,42.245926
2464,8221,2857,MA,Lennox,Public Library,Public,1855,NA,1857,NA,NA,0,NA,0,Antebellum,Lennox MA,-73.2848762,42.3564609
2465,678,2858,MA,Lenox,Social Library,Socl,1793,NA,NA,1853,NA,0,NA,0,Early National,Lenox MA,-73.2848762,42.3564609
2466,679,2854,MA,Lenox,Library Assoc.,Socl,1856,NA,1857,NA,1857,1100,1857,1100,Antebellum,Lenox MA,-73.2848762,42.3564609
2467,4554,2856,MA,Lenox,North Stockbridge and Lenox Farmers' Club,Agri socl,NA,1867,1867,NA,1867,50,1867,50,NA,Lenox MA,-73.2848762,42.3564609
2468,8222,2862,MA,Leominster,Public Library,Public,1856,NA,1884,NA,1869,3756,1875,6500,Antebellum,Leominster MA,-71.759794,42.5250906
2469,680,2863,MA,Leominster,Social Library,Socl,1763,NA,NA,1848,1763,100,1763,100,Colonial,Leominster MA,-71.759794,42.5250906
2470,3360,2861,MA,Leominster,Leominster Lyceum,Lyceum,1847,NA,NA,1856,NA,0,NA,0,Antebellum,Leominster MA,-71.759794,42.5250906
2471,3742,2860,MA,Leominster,Leominster Institute,Socy,1826,NA,NA,1847,1847,200,1847,200,Early National,Leominster MA,-71.759794,42.5250906
2472,4555,2859,MA,Leominster,Leominster Farmers' and Mechanics' Assoc.,Agri socl,NA,1859,1859,NA,1859,100,1859,100,NA,Leominster MA,-71.759794,42.5250906
2473,8223,2864,MA,Lexington,Cary Library,Public,1868,NA,1884,NA,1875,4468,1875,4468,Antebellum,Lexington MA,-71.2289641,42.4430372
2474,2903,2866,MA,Lexington,Juvenile Library,Juv socl,1827,NA,NA,1839,NA,0,NA,0,Early National,Lexington MA,-71.2289641,42.4430372
2475,681,2867,MA,Lexington,Social Library,Socl,1790,NA,NA,1835,1831,305,1831,305,Early National,Lexington MA,-71.2289641,42.4430372
2476,4556,2865,MA,Lexington,Farmers' Club Library,Agri socl,1835,NA,NA,1867,1859,350,1867,400,Antebellum,Lexington MA,-71.2289641,42.4430372
2477,8225,2869,MA,Lincoln,Public Library,Public,1871,NA,1884,NA,1875,2000,1875,2000,Antebellum,Lincoln MA,-71.3039469,42.4259283
2478,682,2871,MA,Littleton,Social Library,Socl,NA,1827,NA,1834,NA,0,NA,0,NA,Littleton MA,-71.5128022,42.5372893
2479,3473,2870,MA,Littleton,Littleton Town Library,Gov,1835,NA,NA,1847,NA,0,NA,0,Antebellum,Littleton MA,-71.5128022,42.5372893
2480,683,2872,MA,Longmeadow,Longmeadow Library Society,Socl,1790,NA,1790,NA,NA,0,NA,0,Early National,Longmeadow MA,-72.5828642,42.0501022
2481,7850,2876,MA,Lowell,Middlesex County Law Library,Co law,1850,NA,1884,NA,NA,0,NA,0,Antebellum,Lowell MA,-71.3161718,42.6334247
2482,2618,2882,MA,Lowell,Young Men's Catholic Library Assoc,Rel socl,1855,NA,1884,NA,1875,700,1875,700,Antebellum,Lowell MA,-71.3161718,42.6334247
2483,3000,2877,MA,Lowell,Middlesex Mechanics' Association,Mech,1827,NA,1884,NA,1857,6630,1875,12782,Early National,Lowell MA,-71.3161718,42.6334247
2484,3472,2875,MA,Lowell,Lowell Public Library,Gov,1844,NA,1884,NA,1845,3000,1875,17539,Antebellum,Lowell MA,-71.3161718,42.6334247
2485,3548,2883,MA,Lowell,YMCA,YMCA,1868,NA,1884,NA,1869,418,1875,600,Antebellum,Lowell MA,-71.3161718,42.6334247
2486,4363,2873,MA,Lowell,Bar Association - Wentworth Library,Bar,NA,1875,1884,NA,1875,600,1875,600,NA,Lowell MA,-71.3161718,42.6334247
2487,7225,95150,MA,Lowell,First Unitarian Society Parish Library,Church,NA,1854,1854,NA,NA,0,NA,0,NA,Lowell MA,-71.3161718,42.6334247
2488,7061,12277,MA,Lowell,Merrimack Corp. Railroad,Mill,1844,NA,1844,NA,NA,0,NA,0,Antebellum,Lowell MA,-71.3161718,42.6334247
2489,7224,12273,MA,Lowell,Eliot Church Parish Library,Church,NA,1850,1850,NA,NA,0,NA,0,NA,Lowell MA,-71.3161718,42.6334247
2490,4557,2878,MA,Lowell,"Middlesex, North, Agricultural Society",Agri socl,NA,1859,1867,NA,1859,240,1867,320,NA,Lowell MA,-71.3161718,42.6334247
2491,4392,2879,MA,Lowell,Middlesex North District Medical Society,Med socy,1848,NA,1855,NA,1855,166,1855,166,Antebellum,Lowell MA,-71.3161718,42.6334247
2492,6750,2881,MA,Lowell,Reform School,Prison,1854,NA,1884,NA,1875,525,1875,525,Antebellum,Lowell MA,-71.3161718,42.6334247
2493,4959,12275,MA,Lowell,Lowell Circulating Library,Comm,1834,NA,1848,NA,NA,0,NA,0,Antebellum,Lowell MA,-71.3161718,42.6334247
2494,4957,2874,MA,Lowell,Coggeshall's Circulating Library,Comm,1870,NA,1884,NA,1875,500,1875,500,Antebellum,Lowell MA,-71.3161718,42.6334247
2495,4958,12274,MA,Lowell,Franklin and Kstore? Circulating Library,Comm,NA,1834,1834,NA,NA,0,NA,0,NA,Lowell MA,-71.3161718,42.6334247
2496,4960,12276,MA,Lowell,Lowell R.R. Circulating Library,Comm,NA,1836,1836,NA,NA,0,NA,0,NA,Lowell MA,-71.3161718,42.6334247
2497,4956,12272,MA,Lowell,Bixby and Whiting Circulating Library,Comm,NA,1845,1845,NA,NA,0,NA,0,NA,Lowell MA,-71.3161718,42.6334247
2498,7226,2880,MA,Lowell,Rector's Library Church,Church,1844,NA,1884,NA,1875,2000,1875,2000,Antebellum,Lowell MA,-71.3161718,42.6334247
2499,8292,3191,MA,Ludburg,Goodnow Library,Public,1863,NA,1884,NA,NA,0,NA,0,Antebellum,Ludburg MA,-71.303052,42.6229217
2500,8226,2888,MA,Lunenburg,Town Library,Public,1850,NA,1875,NA,1869,1350,1875,1500,Antebellum,Lunenburg MA,-71.7245035,42.5945273
2501,8224,2868,MA,Lunenburg,Public Library,Public,1856,NA,1884,NA,NA,0,NA,0,Antebellum,Lunenburg MA,-71.7245035,42.5945273
2502,684,2886,MA,Lunenburg,Lunenburg Library Assoc.,Socl,1845,NA,NA,1853,NA,0,NA,0,Antebellum,Lunenburg MA,-71.7245035,42.5945273
2503,3735,95125,MA,Lunenburg,Philomatheon Society,Socy,NA,1855,1855,NA,NA,0,NA,0,NA,Lunenburg MA,-71.7245035,42.5945273
2504,685,2887,MA,Lunenburg,Social Library,Socl,1792,NA,1798,NA,NA,0,NA,0,Early National,Lunenburg MA,-71.7245035,42.5945273
2505,4558,2885,MA,Lunenburg,Lunenburg Farmers' Club,Agri socl,NA,1859,1859,NA,NA,0,NA,0,NA,Lunenburg MA,-71.7245035,42.5945273
2506,4315,2884,MA,Lunenburg,Book Club,Book,1790,NA,1790,NA,NA,0,NA,0,Early National,Lunenburg MA,-71.7245035,42.5945273
2507,8227,2889,MA,Lynn,Public Library,Public,1862,NA,1884,NA,1862,4000,1875,19808,Antebellum,Lynn MA,-70.9494938,42.466763
2508,687,2892,MA,Lynn,Social Library of Lynn,Socl,1815,NA,NA,1855,1819,205,1843,1375,Early National,Lynn MA,-70.9494938,42.466763
2509,686,2890,MA,Lynn,Lynn Library Assoc.,Socl,1855,NA,NA,1862,1857,3500,1862,4000,Antebellum,Lynn MA,-70.9494938,42.466763
2510,688,2893,MA,Lynn,Village Library,Socl,NA,1800,1800,NA,NA,0,NA,0,NA,Lynn MA,-70.9494938,42.466763
2511,3549,2894,MA,Lynn,Young Men's Christian Assoc.,YMCA,1868,NA,1884,NA,1875,400,1875,400,Antebellum,Lynn MA,-70.9494938,42.466763
2512,3970,2891,MA,Lynn,Lynn Natural History Society,Sci eng socy,NA,1850,NA,1855,NA,0,NA,0,NA,Lynn MA,-70.9494938,42.466763
2513,3359,2897,MA,Malden,Malden Lyceum Library,Lyceum,1853,NA,1853,NA,NA,0,NA,0,Antebellum,Malden MA,-71.066163,42.4250964
2514,689,2898,MA,Malden,Social Library,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Malden MA,-71.066163,42.4250964
2515,7067,2895,MA,Malden,Boston Public Rubber Shoe Co.,Mill,1873,NA,1875,NA,1875,845,1875,845,Antebellum,Malden MA,-71.066163,42.4250964
2516,4961,2896,MA,Malden,Central Square Circulating Library,Comm,1872,NA,1875,NA,1875,1250,1875,1250,Antebellum,Malden MA,-71.066163,42.4250964
2517,8228,2901,MA,Manchester,Manchester Lyceum Public Library,Public,1871,NA,1884,NA,1871,1000,1875,2650,Antebellum,Manchester MA,-70.7675967,42.577834
2518,3358,2900,MA,Manchester,Lyceum,Lyceum,1830,NA,NA,1871,1830,200,1857,650,Antebellum,Manchester MA,-70.7675967,42.577834
2519,690,2899,MA,Manchester,First Social Library,Socl,1804,NA,1804,NA,1804,100,1804,100,Early National,Manchester MA,-70.7675967,42.577834
2520,691,2902,MA,Manchester,Second Social Library,Socl,1806,NA,1806,NA,NA,0,NA,0,Early National,Manchester MA,-70.7675967,42.577834
2521,7227,42055,MA,Marblehead,Parochial Library,Church,NA,NA,NA,NA,NA,0,NA,0,NA,Marblehead MA,-70.8578024,42.4999582
2522,8229,2904,MA,Marion,Tabor Library,Public,1855,NA,1884,NA,NA,0,NA,0,Antebellum,Marion MA,-70.7525299,41.697719
2523,692,2903,MA,Marion,Marion Library,Socl,1855,NA,1875,NA,1875,1000,1875,1000,Antebellum,Marion MA,-70.7525299,41.697719
2524,8230,2907,MA,Marlboro,Public Library,Public,1871,NA,1884,NA,1875,6000,1875,6000,Antebellum,Marlboro MA,-71.5522874,42.3459271
2525,3001,2906,MA,Marlborough,Marlborough Mechanics' Institute,Mech,1853,NA,NA,1870,NA,0,NA,0,Antebellum,Marlborough MA,-71.5522874,42.3459271
2526,693,2908,MA,Marlborough,Social Library,Socl,1792,NA,NA,1828,NA,0,NA,0,Early National,Marlborough MA,-71.5522874,42.3459271
2527,7230,95151,MA,Marlborough,Unitarian Society Society Library,Church,NA,1849,1873,NA,NA,0,NA,0,NA,Marlborough MA,-71.5522874,42.3459271
2528,7229,2909,MA,Marlborough,West Parish Library,Church,1847,NA,1875,NA,1855,726,1875,2800,Antebellum,Marlborough MA,-71.5522874,42.3459271
2529,7228,2905,MA,Marlborough,Free Library of the First Parish,Church,NA,1828,1828,NA,NA,0,NA,0,NA,Marlborough MA,-71.5522874,42.3459271
2530,8231,2912,MA,Medfield,Public Library,Public,1873,NA,1884,NA,1875,1200,1875,1200,Antebellum,Medfield MA,-71.3064597,42.1875826
2531,694,2910,MA,Medfield,Medfield Social Library,Socl,1786,NA,1786,NA,NA,0,NA,0,Early National,Medfield MA,-71.3064597,42.1875826
2532,695,2913,MA,Medfield,Second Stockholders' Library,Socl,1828,NA,1828,NA,1828,1000,1828,1000,Early National,Medfield MA,-71.3064597,42.1875826
2533,8232,2914,MA,Medford,Public Library,Public,1856,NA,1884,NA,1875,6003,1875,6003,Antebellum,Medford MA,-71.1061639,42.4184296
2534,697,2911,MA,Medford,Medford Social Library,Socl,1825,NA,NA,1856,1837,695,1837,695,Early National,Medford MA,-71.1061639,42.4184296
2535,5934,2915,MA,Medford,Tufts College,Coll,1854,NA,1875,NA,1857,3300,1875,16000,Antebellum,Medford MA,-71.1061639,42.4184296
2536,698,2916,MA,Medway,Dean Library Assoc.,Socl,1860,NA,1884,NA,1875,1600,1875,1600,Antebellum,Medway MA,-71.3967256,42.1417641
2537,2619,2917,MA,Medway,West Parish Library,Rel socl,1816,NA,1816,NA,NA,0,NA,0,Early National,Medway MA,-71.3967256,42.1417641
2538,7231,95152,MA,Medway,West Parish Library,Church,NA,1817,1817,NA,NA,0,NA,0,NA,Medway MA,-71.3967256,42.1417641
2539,8233,2919,MA,Melrose,Melrose Library,Public,1871,NA,1884,NA,1875,2600,1875,2600,Antebellum,Melrose MA,-71.0661633,42.4584292
2540,7066,2920,MA,Melrose,Rubber Shoe Co.,Mill,1873,NA,1884,NA,NA,0,NA,0,Antebellum,Melrose MA,-71.0661633,42.4584292
2541,4962,2918,MA,Melrose,Ison's Circulating Library,Comm,1870,NA,1884,NA,NA,0,NA,0,Antebellum,Melrose MA,-71.0661633,42.4584292
2542,8234,2923,MA,Methuen,Public Library,Public,1873,NA,1884,NA,1875,850,1875,850,Antebellum,Methuen MA,-71.1908924,42.7262016
2543,699,2922,MA,Methuen,Methuen Social Society for Reading and General Inquiry,Socl,1819,NA,1823,NA,NA,0,NA,0,Early National,Methuen MA,-71.1908924,42.7262016
2544,4318,2921,MA,Methuen,Addison Literary Society,Lit socy,1819,NA,NA,1839,NA,0,NA,0,Early National,Methuen MA,-71.1908924,42.7262016
